group,ATF1,CEBPB,E2F8,EBF1,ELF1,ELK1,EPAS1,FOSL2,FOXG1,FOXK1,GLIS1,GRHL2,GTF2B,JUND,KLF1,KLF9,MXI1,MYOD1,NFATC1,NFYB,PAX5,PAX6,PBX3,RFX5,SP2,TP63,USF1,VEZF1,YY1,ZNF143
critical,0.55726670602908,-0.499441192724734,0.371975022399274,-0.280273900863088,0.328944495441778,0.564602555530801,-0.0656532212715209,-0.328303688623445,-0.126762423314604,0.180259173522459,-0.431679087731226,-0.557581036557177,0.444660740976555,0.174198550468256,-0.504193934967222,0.0564738987687022,0.0372575855965319,-0.0454144302473125,0.0023957908703195,0.265213256839003,-0.263439919440347,0.196408434798323,0.167516933229893,0.416894540902666,-0.102042497128038,-0.247413911832024,-0.0060742954555752,0.0267436548701207,0.222941132821986,0.267876209575215
critical,-0.144854744649662,-0.49377135611793,0.367107818441842,-0.311681718770645,0.23241456028054,0.0620119266997315,0.296291093772994,-0.21469389279042,-0.0641145754332442,0.215939693347119,-0.0324261737814302,-0.357760917863775,0.494482397639357,0.397803185342973,-0.3776422116016,0.215055710665563,-0.269657934805762,-0.264844258977336,-0.287836143653925,-0.273916693489167,0.130793636948646,-0.229144834100163,-0.0699871945861177,0.0324808099695987,-0.282726778831332,0.250401065137825,0.0473767351263936,0.249369329753856,-0.0243849238855421,-0.110720308759126
critical,0.138759355555708,-0.139563160137774,-0.0037059718703487,0.182161292672285,0.166767870973486,0.0655328041664409,0.0405269316097042,-0.111338098568628,-0.191826455800925,0.0092247049190802,0.0142324857281095,-0.0427429186405021,0.0785434125541295,0.122081618946933,-0.070501683780061,0.0904341729201256,0.0795822931469152,0.0247905924206036,-0.185155533795857,-0.0431875777187969,-0.0514465431979984,0.109519064860216,0.0998026856606966,0.0765172127163192,0.0304717206963247,-0.0309130420980903,0.0959994608018248,-0.186359514284543,0.0204607052238835,-0.131788330393747
critical,0.167574956057488,-0.164881130429854,0.307262175786071,-0.0882711752244873,0.0511859465426894,0.22023881323815,-0.114230971895247,-0.282061171535935,-0.22958188632364,0.227857036366455,-0.205792498297476,-0.217747968657555,0.299985498498483,0.27262113258665,-0.215536116302966,-0.0701515350773493,-0.0812970525418455,-0.223948351244395,-0.014149441383615,0.0560618067845013,-0.0677074427269049,0.143718932133569,-0.172640852007712,0.206936701699057,-0.18704687186556,-0.0359308273335999,0.2080353791076,0.18491966091569,0.133401838731283,-0.0157891842764192
critical,0.0866000510121899,-0.0941959220031959,0.230429639284892,0.0549590221592034,-0.0609784328783282,0.174738142519475,-0.151872440569248,0.115534203559228,-0.173468415750068,0.0192757954900062,0.103549107337298,0.18989958597833,0.0403273343217293,0.367928710353271,-0.280231040677441,0.0375589239017406,-0.0845787959261302,0.0058020110065768,0.0238858563484756,0.0684290583717267,0.065756228859841,0.0782382833327249,-0.0462633460131956,0.108432479615996,-0.185159585061786,-0.0670568788642225,-0.0161928426698225,-0.0662100819953756,0.170993619884382,-0.168848359502516
critical,0.0835055283241172,-0.150490175498619,-0.0118168795964965,-0.185535663394378,-0.0099521548948286,0.162685281811806,0.060214440475265,-0.0785642333063713,0.0025879415911436,-0.0202384787621013,0.0092863934262124,-0.0178703105969365,0.0896031458926175,0.0248633824936782,-0.0621078928873626,0.0045094775946032,-0.0717634953633146,0.148658300869416,0.0937997104440186,-0.149458167927976,0.10657684274699,0.0786906094674999,0.0418457105435614,0.105738843839609,0.0423580428501958,0.0534401114139936,0.0169791074545436,0.198726320138963,-0.062385508205642,-0.0873627709505309
critical,0.190680484687151,-0.0411791042322841,-0.025671032063601,0.048035764119412,0.081535390807912,0.0770012097228448,0.0503789027348287,0.0030490726704837,-0.123975786327536,0.020011032656206,-0.163526310391636,-0.0826563681501816,-0.0033522967660042,0.173730202634861,-0.0590723347232887,0.11859425498841,-0.241259893368327,-0.133562416375037,-0.105120079629028,-0.0672603386030294,0.182334679752837,-0.0276343548313153,0.19741115993018,0.0873371341114102,0.0711946105439651,-0.22921794802597,-0.022946677440096,0.0088264472251353,-0.0897130126473433,0.0186688597635861
critical,0.0234479147046315,0.042511070321882,0.0799043096243152,-0.0280038621832109,-0.0557618183901148,0.0660919435007475,-0.0617012607673785,-0.0437472041560871,-0.0936224117902985,-0.0561762579022754,0.0674276841889183,-0.054671104257418,0.0488450573890667,-0.0047288947114436,0.159192112059043,-0.016542536395874,-0.031337447889686,0.0055082606835853,-0.097071666225575,-0.0838577376824047,-0.0406873506285011,0.0348705625681646,-0.0848972296997937,0.118734439603554,-0.0231948240260478,-0.048246337730289,0.111826904224829,0.0397140806591176,0.0622727847517185,0.0038081079136564
critical,0.270428366240982,-0.261882471578946,0.266075109210952,-0.164770267360083,0.157269426072543,0.125254994870388,0.179436280773335,0.0470183617236635,-0.0360215286536916,0.0160162315582579,-0.25968354488565,0.109859462412481,0.243136459569773,0.283772079553579,-0.210770115979985,0.0072037739584649,-0.0412783392905678,-0.197780055400642,-0.156577687030764,-0.225680986353655,0.0949397452819005,0.0893800903353432,0.0458996337178397,0.0100615181555249,-0.202508091026058,0.0013223484435883,0.0190501132351364,-0.0975237959584466,-0.0418709511462984,-0.0002242386990909
critical,0.159635321890862,-0.082134323948934,0.262205681009238,0.199145408820505,0.134257102893173,0.172797843667577,0.0246378959510065,-0.0641969019964662,-0.0251080974102102,0.0615526781529927,-0.106145926784735,0.20806836563075,0.0139413058441313,0.0190481817355209,-0.0500130646709634,0.0497548231125479,-0.0289449569127175,-0.0379455926002582,-0.0314364604597888,-0.0325689620720939,0.0399367817959233,0.150280464101214,0.0513689933935779,0.143489513819554,0.0102627855706915,-0.124971621721128,0.0282776570562649,-0.135872075878869,-0.181047423000322,-0.0702466118546817
