group,ASCL1,ASCL2,ATF1,ATF3,CEBPB,E2F8,EBF1,EPAS1,FOSL2,FOXA1,GLIS1,GTF2B,JUNB,JUND,KLF1,KLF9,MAX,MXI1,MYOD1,NFATC1,NFYB,PAX6,PBX3,RELA,SP2,STAT5B,TP63,TP73,USF1,ZBTB7A,ZNF143
critical,-0.269189255672972,0.150601375134937,0.555171207798847,-0.206180206754431,-0.485070880715435,0.365021682375151,-0.272659516308903,0.046987395484572,-0.2851713952155,-0.135809503145863,-0.445775118530665,0.427456471721055,-0.34949595691203,0.114547335298938,-0.474824004540343,0.0356712300641799,0.201654041516166,-0.0388067286524975,8.45635454525345e-05,-0.0173549412873071,0.270212911370441,0.12473880893343,0.232955926747843,0.228953536724182,-0.0522121110781876,-0.0872716786790245,-0.30065253140243,-0.350879055399763,-0.107749654667323,0.319180706263845,0.273932472210347
critical,-0.175669047742329,0.173691661621299,-0.234820801064325,-0.0872125841935115,-0.493182514863185,0.387220231082131,-0.254427219802639,0.258876531438708,-0.231096657132738,-0.16455087494957,-0.0115073534746887,0.528386725191229,-0.131592480348263,0.444472735654293,-0.448561300235752,0.27117359768661,0.347641172893954,-0.307324824136936,-0.31339959146805,-0.347707444552459,-0.240782789020933,-0.272880313308825,-0.125479691306199,0.0314402813597822,-0.302546725725025,-0.249394284087487,0.33010904971965,-0.470039893326826,0.0248557292143267,-0.0547370469532837,-0.0598265192994994
critical,-0.0307089715715217,-0.236900690584425,0.260194342227813,-0.227776599504251,-0.221394183605154,0.0029193017610796,0.0677030585734707,0.0322351101466496,-0.214560997823405,0.129773219819635,-0.120226611092243,0.127816162728912,0.0535890242978183,0.224220040090585,-0.160937679569746,0.279991966742007,0.115986359089139,0.269007658718225,-0.0142875179616611,-0.0962756778086296,-0.105216388289364,0.182703581512564,0.197147781423479,0.128281547820931,-0.169569974608687,-0.0437783636184877,0.122709815720234,0.0036908582273123,0.0267808751228448,0.178045069836625,-0.21803843946982
critical,-0.0675806282239079,0.0856024642419506,0.174411540327984,-0.0232086595023308,0.0242674650226116,0.175997801276418,0.0368052262505935,0.155163614437855,-0.0221586053385493,0.0270084705644377,0.0274609187987661,0.114432566901519,0.0167645733175755,0.0882083358054934,0.024926175281664,-0.0257595557891417,0.130934382291864,-0.0410648869602383,0.0224215649814439,4.22671899005632e-05,-0.054618224490049,-0.127557708626449,0.0850817274970671,0.180452179668171,-0.278902721412267,0.212452150887796,0.165464752383521,0.120095749684613,-0.0136235966472373,-0.0396600770098574,0.070682642737917
critical,0.0474416705758271,-0.0348647900106646,0.138821193277106,0.227157095885336,0.0911826965199385,-0.0326553380194874,0.282110028448137,-0.196995826763694,0.130978138584443,-0.175103131793424,0.108900801910725,0.0744218536999901,0.0033079295365645,0.239957046122684,-0.170290575448388,-0.0585789082146118,-0.0764563490855311,0.0885339784796104,-0.0375447503019991,-0.0571002124744758,0.219752369974293,-0.0388400540287272,-0.0409995184182941,0.156036298426689,-0.0699014124018647,-0.130771002460271,-0.175043771516512,-0.0437450874367422,-0.0068689213062813,-0.190371844705304,-0.0824986004301815
critical,-0.0431701062877602,0.0553839850967057,0.124760126240594,0.0582112873724148,-0.0158025265689095,-0.0376981370082546,-0.0598709870170313,0.0764793256678032,0.130173193389355,-0.0436654255185019,0.0839061496890885,0.195799962578448,0.0818340062405757,-0.0027027958024079,-0.248092939142328,-0.071039191894411,-0.0288570174056712,-0.111161982914821,-0.0076081704063109,0.173479663909778,-0.0184170336195459,-0.0642600335339316,0.146125488614554,-0.006681202957054,0.0908126500740209,-0.0391896369140947,0.0175390438720017,-0.0532967616716129,0.0486986577016127,-0.0259579241303463,-0.0287780086394873
critical,0.0158361469758985,0.0402264874071925,0.13925634874745,0.0407757076930675,-0.0132440208499916,-0.0514966515085505,-0.0368737191118039,0.133352219503712,0.0539779058837306,0.19583653853973,-0.0834885134726522,-0.0039577968093631,-0.0668930796912318,0.1747314514057,-0.039517974620777,0.169447200103056,0.199143373401583,-0.266078260858034,-0.212804831457058,-0.0679275798511237,-0.021560683047919,-0.059316222803669,0.119653481492289,0.305280525040853,0.0499584772494739,-0.103548793723053,-0.21248888271335,0.0396384828603164,-0.0337590629441519,-0.139548347763167,0.0121662681962642
critical,-0.111843959154829,0.306607487536809,0.305236616845594,-0.200588418838218,0.251593540655482,0.0695554703407475,-0.171081054011046,-0.110140121032323,-0.0337049267091104,-0.236865104402959,0.161887919408981,-0.0260435086191529,0.284696157802504,0.0016127197940722,-0.0695088582167756,-0.11125886175378,0.2269616613902,0.112531334599513,0.11634941641845,-0.159072321605287,0.23158878110618,-0.210946972613885,-0.0323837855660244,0.0712165765374345,0.201567837231104,-0.135602478776754,-0.0813240284300323,-0.0088941769417698,0.0032708578049922,0.190190267142934,0.294783877063466
critical,-0.177826102094797,0.129999921991941,0.110979944745115,0.0513467925461488,-0.28617762252806,0.246218910787546,-0.0914329424547281,0.208130090481538,0.0997690629867619,-0.0896291650128815,-0.241732279292362,0.296798897135642,0.0259734130081447,0.273381238686717,-0.188152222357548,0.1383173428839,0.0410593778773434,-0.0613190952982451,-0.152604182384101,-0.196836669044096,-0.0766028699435017,0.027789140802122,-0.0545507206579788,0.148791729762459,-0.249179017848516,0.0303818350125634,-0.0123713722288252,-0.0717510027874484,0.0411621170382726,-0.0260088770085973,-0.0349779549566216
critical,-0.0613699839380743,0.0651354321650931,0.0050870070508046,0.119973207138539,0.0762707426175654,0.0573186426069461,0.137893862269661,0.073277065841614,-0.0386075663341809,0.0030797910913511,0.0530105870233837,-0.0357329906572053,0.234786207764248,0.0764713701621806,0.0182287535248712,0.108723475214246,0.0217661158067597,0.0748167090544527,-0.179881954557977,-0.0886385384024283,0.0678780148290666,0.0480378867476554,-0.0298932518148382,0.278833542455098,0.0716226111880252,0.0777174585284105,0.0128633315976664,0.203977630053544,-0.165106192390103,0.0104342839531077,-0.189001561491939
