group,ASCL1,ASCL2,CDX2,EGR1,EHF,ELF1,ELK1,ETV5,ETV7,FOS,FOXA2,FOXG1,GATA1,GATA3,HIF1A,HOXA4,HSF2,JUND,MYC,NKX2-1,PAX6,POU2F2,RARG,STAT1,STAT4,TAL1,TCF4,TEAD4,ZBTB7A,ZNF250,ZNF263
critical,-0.0355966027160442,-0.192325385251072,-0.120176235472588,0.0239592513968971,0.159739034632825,-0.0995315485806214,0.148373067690021,-0.0942982003407001,0.066222967517872,0.274315901633547,-0.149175829985109,-0.0745301704155754,-0.14001960634661,-0.160754343610831,0.136116362198259,0.176792548107479,0.192203808279369,0.378196001974019,-0.238358873199471,-0.26227923207379,0.0930162045842072,-0.165997972751071,0.344724103708502,0.236315866590405,-0.0812367929728747,0.0783655180183123,0.0386496040754706,0.357982686860296,-0.165786704173536,-0.270258690632336,-0.0985351757428969
critical,0.0827409488801292,-0.17780502560975,0.0357080046202187,-0.166767226457071,0.217487078043192,0.0892133279865311,-0.0819890435123635,-0.168849645996166,-0.11641799112095,0.115564528465085,0.135824565601957,-0.12117189181134,-0.33411485886726,-0.160958985802427,0.157452123520378,0.266766275863846,0.142430960718009,0.281744417106468,-0.178835965953271,-0.20373140193949,0.0713578036007786,-0.187756942989666,0.256424523736651,0.108351356976939,-0.0334557361099449,0.337018245664151,-0.290304167082372,0.168646604773009,-0.109593884173132,-0.289710520904982,-0.275865537471369
critical,0.266882331915338,0.1124880998953,-0.326950123321418,0.22552416727547,0.182762029771412,0.141741879868072,0.416346579378561,-0.412638983826457,-0.423260605921834,0.217736677575116,-0.0247915375207846,-0.561379824623687,-0.0775653660096763,-0.249622562106842,0.256969013211115,0.456637350218253,0.402022472725227,0.0512849212388155,0.552103485100157,-0.278507201962998,-0.183022345911521,0.0561333595968759,0.431174549657158,0.385344724553616,-0.520063696475008,0.417495806511995,-0.0561892359710929,-0.0749909180588561,0.26624265367032,-0.295922541245034,-0.200093525778672
critical,-0.0331362187340921,-0.30254476541999,-0.280183195921899,0.254823075934621,0.260551784549237,0.0042084845777807,0.198945374965929,-0.104119880815999,-0.256399153091476,0.0694033719331913,-0.152806453859781,-0.189610097496519,0.0134030605102354,-0.247941912690199,-0.1658702446138,0.284532567903923,0.190512374756785,0.317536758907829,0.365099748707196,-0.221401612869335,0.246941698858141,-0.36647676199869,0.323069470467334,0.219140831601664,-0.389413606241833,0.347559731547148,0.21910880047238,0.285666095048241,0.109739407887903,-0.232788137217167,-0.176542945642377
critical,0.259839478644778,-0.308436333859032,-0.276254166999544,-0.229741414794703,0.4125535685408,-0.233418290021781,0.265676837619834,0.284372971871815,-0.128331799355531,-0.051740312303844,-0.222925135333551,-0.0683520317882955,-0.0222744939142161,-0.300039752504878,0.284173758435313,0.55360385202079,0.240410401060691,0.605178309006608,0.300490866499586,0.161876349184523,0.111107163413861,-0.556380993323386,0.214165979289801,0.0114390288139684,0.0731072783406628,-0.194349698124908,0.125440554582264,0.248671679392244,-0.359353916493192,-0.255620767811065,-0.187134368274518
critical,0.0998531398361743,-0.0586922387686438,0.0003872644678413,0.108856556401379,0.244665099195837,-0.0855014607780282,0.175194663924511,-0.166493110430055,-0.243042858500757,0.0427409555303107,-0.104611438159741,0.0121970944134173,-0.227884367749895,-0.0478002166086925,-0.0458493605979925,0.0939147845572958,0.0526602506327116,0.330249517656282,-0.235747727110534,-0.24559846958545,0.130834425880045,-0.25784006532928,0.076186149050248,0.131437508938732,0.109577580847317,0.0481968700855516,0.346566329163497,-0.118760546132915,-0.0717721572628526,-0.341858577148752,0.0574436291858461
critical,0.0444250525020136,-0.0936644999669568,-0.29513953460721,0.0670004525610835,0.383912802217917,0.171268557409984,0.211085774915282,-0.136194562150543,-0.327615629052093,-0.120521503195297,-0.223297344984451,-0.277751803426839,-0.258349603349729,-0.16704490937987,-0.105797433624889,0.314445360848504,0.0188456344847055,0.358467344129753,-0.0459232627284249,0.0085585378127083,0.111759706093873,-0.328205141947826,0.179692763595631,0.416384525495301,-0.389522452307378,0.444005977526844,0.329964298979609,0.157759702140202,-0.133467607819341,-0.144358118889152,-0.278935289593304
critical,0.0195083302861189,-0.168963195097121,-0.0826233207627241,-0.3254161244007,0.247995319733626,0.193674786471632,0.331866536450647,0.0168429283631739,-0.204495955053438,0.184807518632997,-0.215139318700726,-0.297140802299072,-0.0311910912521995,-0.249814856896858,-0.181444190953584,0.169100687646578,0.147898276975046,0.276903852555499,-0.0912484990708699,-0.220622846058807,0.204704801352222,-0.263301079738329,0.105171535990297,0.119512149619533,-0.175572538932111,0.170333600969056,0.159226719392845,0.0558434143152046,-0.0555496057329991,-0.218645602209707,-0.273180544382962
critical,0.07868019077561,0.0404449354246839,-0.0113497773847427,0.0957902582622544,-0.0100746892400199,0.0207576796241166,0.15355800498422,-0.193079949179667,-0.0542723184009684,-0.124219184012767,0.102089293545204,0.152837097463104,-0.0450095816752809,-0.0394388822201791,0.122946290595033,-0.0936123655530154,0.147478924757729,0.119203581660673,0.0137062147522007,0.0479584988581933,0.163386981273013,0.017860012934074,0.127204495075086,0.17157427765632,-0.0691323083665341,-0.0342352568834203,-0.0733943958251065,0.0126131924760306,-0.130488578422428,-0.0630594023170658,-0.219370173774311
critical,0.0490005625425081,-0.104460641190793,-0.392333950471036,0.27073441756786,0.368888788579845,0.277423516443986,0.454653518238964,-0.237303274971578,-0.287284817453156,0.319076079848426,-0.148632801108592,-0.357502513202879,-0.284664277767589,-0.194021841267676,-0.0099456492154244,0.236371095677213,0.116956169871238,0.365894965163584,-0.257844569606775,-0.345456421979643,0.311791187360194,-0.0721665856615745,0.0768790753103066,0.224643971144388,-0.365285392007335,-0.230745013095982,0.320725436347237,0.323340001845061,0.25377646820838,-0.0645879279415708,-0.346454866689777
