group,ASCL2,ATF1,ATF3,BCL6,CEBPB,CTCF,E2F8,EBF1,ELK1,ELK3,ELK4,EPAS1,FOSL2,FOXA2,FOXD2,FOXG1,FOXH1,FOXK1,GLIS1,GRHL2,GTF2B,GTF2I,JUND,KLF1,KLF9,MEF2C,MXI1,MYOD1,NFATC1,NFYB,PAX5,PAX6,PBX3,RFX5,SIX5,SP2,SPIB,TP63,TP73,USF1,VEZF1,ZNF143
critical,0.0556516117576954,0.6182538774177,-0.185522470032723,-0.292467365553358,-0.549541960711651,0.0421002039072609,0.436452189750378,-0.281645125775903,0.627147545310883,0.27972985361401,0.586125616956199,-0.0339182169424623,-0.295645606714357,-0.383218357624666,0.552900129398427,-0.186429127582527,-0.564070460813629,0.209147150411057,-0.456197287283876,-0.61882463287295,0.519588395495953,-0.0784367275364723,0.220561306331897,-0.586528645642795,0.0964449889810071,0.309367387821204,0.0207024532661652,-0.0081181796963864,-0.0592554888905484,0.298801083595062,-0.314289698056777,0.184157925244993,0.17879947158405,0.448933082088611,0.507956296822636,-0.112010060025505,-0.118837785377465,-0.347199221889632,-0.429731501371528,-0.0033980790678444,-0.0108227780461515,0.308223006144323
critical,0.136039484116531,-0.180820810330145,-0.0783070658724744,0.060944122639421,-0.54263894906716,0.393804601141077,0.408240228175127,-0.282856147138177,0.0786080748729836,-0.118994464212269,0.177572929085134,0.302846681737816,-0.215001255572268,-0.328024411542841,0.128245501067631,-0.0727874912746437,-0.0688906281670033,0.263532462682889,-0.0271439379142754,-0.33153565731804,0.557880666757133,-0.428432780760724,0.440107519780352,-0.458514638433383,0.258317272613121,0.550418402671374,-0.296411678743751,-0.297975685406928,-0.302998066810476,-0.290761999573053,0.189029726434476,-0.292264366167866,-0.11393502538667,0.0094695655739179,0.261674454907927,-0.308761706726613,-0.0305003497082274,0.330768642062598,-0.456627718531117,0.0168004409187182,0.258578655855396,-0.0660889036072905
critical,-0.211591891555056,0.231646964580018,-0.142928680323928,0.104263212476443,-0.27219436955372,-0.206370008736144,0.0389816043256227,0.186904287193599,-0.0673240267716656,0.0729053122933674,0.181542722844635,0.0174255438018609,-0.190297381967041,0.121830621230053,0.029482283488082,-0.0966153183198475,-0.141469867338933,0.0722724647524348,-0.077224982284267,-0.0327935574064043,0.178336712835427,0.0479174299902993,0.237287202487501,-0.0597392220103799,0.203630216717415,0.0798030287221244,0.171056093191419,-0.0676321190646091,-0.163865453504656,-0.116589145074347,0.0443074295089383,0.203757717052745,0.209136289107549,0.0810995790000564,0.0243165950485997,-0.0089031317977081,-0.0483649165209678,0.065541780083392,0.117522557849219,0.134857604567644,-0.159446035617347,-0.312698335927374
critical,-0.214170623752406,0.173946423478137,-0.222414007588911,0.0494755830084712,-0.15999687790562,-0.0332799254791035,0.345797721751062,-0.0738381469424101,0.233800063736289,-0.0603802575007,0.197456205932464,-0.130419498427542,-0.331537384912601,-0.179421789187039,0.152734016880324,-0.279067264906703,-0.23153013297237,0.241142594564538,-0.237946364805891,-0.227438458639864,0.34005771468347,-0.245083747053808,0.308479756871959,-0.234681809009272,-0.0506670967489162,0.114275492221505,-0.111275562286629,-0.2579715193236,-0.0001956799459024,0.0463875219377473,-0.0804452701653053,0.166508710403295,-0.194084395767777,0.219135767988361,0.237394007134885,-0.230147138958577,-0.159306984832706,-0.0602702756700142,-0.150592385338083,0.235436897736927,0.155352319005919,-0.0243064029991207
critical,-0.183017728879167,0.140161665857433,0.29670323504005,-0.0971702291559793,-0.0365000504142411,-0.279787763493486,0.193327339160507,0.178587516038012,0.140759306342095,-0.262560682946829,0.0295520118986646,-0.186084535374572,0.0714464227209138,-0.266785963742879,-0.235713025433352,-0.109521361865352,-0.181959069273247,-0.0304322527377648,0.166574817527939,0.194509207530227,0.0653075070744464,-0.0741738592542562,0.400472151280071,-0.298121539467899,-0.0596870039987035,0.294905322851328,-0.0486066371215396,-0.0241794859551274,0.0580690701814063,0.0527816986493058,-0.0415456832325561,0.105577433740057,-0.0192424016173251,0.111688900345475,0.0064948174173438,-0.220973202310857,0.0661624823189445,-0.12476992801002,-0.035874025125767,-0.0427787066333226,-0.0841625029078727,-0.264700772385903
critical,-0.0142617636213911,0.225907040949834,0.0424126226986598,-0.0206606922119756,-0.104760418577125,0.0171938230658763,0.0633752070088035,-0.103190090668366,0.193034002659275,-0.158566701280819,-0.0338752274041712,0.0305384575382288,0.0553288689379339,-0.0217422792047734,-0.103744975036355,0.163084916736396,-0.105613591898035,0.0180054315326907,-0.0014188671246387,0.0247528357421326,0.299471041929934,0.0302257560043205,0.11568361075995,-0.234217309410023,-0.0269974665470549,0.180807501367222,-0.034440792524141,0.031744353042037,0.13103326687832,-0.138223471901827,0.0517416804773472,-0.0021522358660967,0.145704502220245,-0.0676226718358442,0.0250916600790792,0.0709590556505102,0.105969531174903,-0.0660670138755905,-0.164331991043023,0.0686309090861203,0.257516018677603,-0.10680893533362
critical,0.0193902691364342,0.166997167469421,0.0616036982526054,0.14169104222979,-0.0240356802847038,0.259620319045026,-0.0819600029868061,-0.0501198017024439,0.0812336689322998,-0.0183550779922721,0.288423626431793,0.142095711510096,0.0857823307422696,0.0250299046887555,0.265589711567125,-0.117433674462201,-0.0579166172658724,-0.0132433243231379,-0.124492181306712,-0.0387316578414948,0.0318269919651109,-0.0603553283312022,0.245057193324083,-0.0897624414361321,0.161273962147332,0.195447720580596,-0.335944241690436,-0.276125512203098,-0.117340718340578,-0.0882585425889423,0.316461135435255,0.0198462732824342,0.296532006400309,0.16502310313397,0.0875769387405042,0.0818907581882535,0.0203399567140913,-0.316252478767307,0.0543946676451399,0.0353220171851172,-0.0637075947259218,0.0565811372391364
critical,0.0607013539279755,0.0276151214807858,-0.0716241100187935,0.0249411608916424,0.0098748145581187,-0.131395361166474,0.106468165981042,-0.0158226812698752,0.0379004913548168,-0.122220289786206,0.0319089880236546,-0.123254729479568,-0.0558789939167458,-0.132886295562844,0.0991848431087254,-0.150922715217196,-0.0111737080690861,-0.0992081358524173,0.0969791561278291,-0.114276867787002,0.0813691412525293,-0.13460078065863,0.017887153921305,0.219778268938112,-0.0669621982455837,0.113193705505306,-0.0087012810695672,-0.0772401793829956,-0.0262652026137935,-0.129273567822886,-0.0604718557925815,0.0498224829566738,-0.0174755880382766,0.0534366022972507,0.0761796306113564,0.0291308064881629,-0.0847301383805396,0.0530527524598813,-0.100659807231327,0.192571201205459,0.0309798792438018,-0.0197635451224261
critical,0.0272123825242012,0.139255846526921,-0.0747977717736205,-0.0661330323017512,-0.350832349326852,0.139990814066625,0.236865921784876,-0.25041997048731,0.102216166280842,-0.0535670495066323,0.198820267841955,0.158316781853722,0.0270027986370707,-0.144366348332975,0.14189869355136,-0.0225880458289666,-0.186038136579178,0.0587927452202492,-0.349750327860739,0.0444431031461826,0.255885128583252,-0.133864057272167,0.279676954366421,-0.227823984412044,0.0751689843217497,0.243067905776038,-0.0070455325889266,-0.14563543620963,-0.133064071423858,-0.122532432826575,-0.0162340869716988,0.0626345694359314,0.0117231582319715,0.0991521483197014,0.0935754888927437,-0.222128993594183,0.0371052295134039,0.0168872868686572,-0.0382956148271923,0.114734773077522,-0.116538681191258,-0.0582595419938127
critical,0.0424290933659695,0.0844523050943563,0.0977895578422294,-0.0776417701514821,-0.0476312166871818,0.159315791046586,0.216224436443901,0.216509421553537,0.244941266521152,0.0840703554271664,-0.0268581289776702,0.0900288206184238,-0.0025095819900467,0.0248224916070319,-0.0898190666310277,-0.0798996427763721,0.0884418218123766,0.121969481769563,-0.0345940868790211,0.184934221056495,0.0944184936222582,-0.0880053667963492,0.12350857083201,-0.0769909350638296,0.121524507430104,0.210087867009825,0.0096476299554944,-0.127848456176864,-0.0884721432753433,0.0580788385946055,0.0634315615687401,0.187203842103214,-0.0333938699370564,0.130255394060403,-0.0113451051492695,0.0384612642804489,0.0992890961746588,-0.122930699627297,0.149482407778309,-0.0657814291458487,-0.189546953765235,-0.159447245123194
