group,ASCL2,ATF1,CEBPB,E2F8,EBF1,ELK1,ELK4,EPAS1,FOSL2,FOXG1,FOXK1,GLIS1,GRHL2,GTF2B,GTF2I,JUND,KLF1,KLF9,MEF2C,MITF,MXI1,MYOD1,NFATC1,NFYB,PAX5,PAX6,PBX3,RFX5,SP2,TP63,USF1,VEZF1,ZNF143
critical,0.0573446333498574,0.602686791714793,-0.538908808390188,0.424936224589522,-0.308345935729182,0.619548411018462,0.602698486207255,-0.0608298948374152,-0.362292057628089,-0.135724272506671,0.220827302991079,-0.468757180912852,-0.633126041925842,0.513713635453495,-0.128711770452189,0.2220481160628,-0.550811357422284,0.058030829839505,0.272086248041916,-0.354892538510974,0.0130625686827898,-0.0800559992412451,0.0012470836334078,0.27053470395949,-0.320014516425502,0.234020260219262,0.159766489580064,0.436596732385964,-0.116913843960042,-0.268943221447389,0.0141692174953996,0.0384679733871444,0.257271456440561
critical,0.0922156766847137,-0.216150345554589,-0.54125551748183,0.442563200233405,-0.280319005638255,0.0744575424929277,0.184632912759227,0.254332039710537,-0.254854516862186,-0.136915533739086,0.297632498715727,0.0127680812440555,-0.384638112767538,0.567507316675127,-0.437207699387481,0.479394611539978,-0.455852768255402,0.282043319624626,0.565941242398965,-0.39268610960052,-0.340788583242618,-0.34175236358238,-0.302526522094304,-0.304410689733222,0.160029939067459,-0.316782694855156,-0.155915706602031,0.0351827325270748,-0.331705976009509,0.339813725389531,0.054325262440395,0.22198885532588,-0.0447844789856319
critical,-0.175383928209863,0.227197572085266,-0.301619174969759,0.0602889059584747,0.264220395779823,-0.0162424612406535,0.195721040169139,-0.0342232138026483,-0.191976311953018,-0.161748156867541,0.0903175897011727,-0.0846242373735716,-0.0688528985956381,0.236982931604619,0.0196291639697359,0.231248317270646,-0.0665539497058293,0.171691380915448,0.0739908229405374,-0.0801157597637506,0.152524259468312,-0.123816879417107,-0.204686848890633,-0.162432313115245,0.0398362259005736,0.227342391383394,0.210347329536278,0.133301968764745,-0.0167308240960079,0.0201848792923149,0.189159059392646,-0.223202628304045,-0.264760422345105
critical,-0.206402462423227,0.219938211882314,-0.207288714483526,0.357748787832974,-0.119803026306715,0.264840936746833,0.240305613551827,-0.118119644842551,-0.3373880808231,-0.326195090311847,0.276164752065182,-0.253552051435022,-0.264250814897243,0.349378867104802,-0.257312435555039,0.323343738691174,-0.276067478040763,-0.11788040374187,0.119567395983106,0.303662849572523,-0.133759299571224,-0.237984317806768,-0.0037929585981646,0.0242142429796263,-0.0614400063761152,0.160789731711525,-0.209301420512438,0.240930185004138,-0.267068212815908,0.0116408508435304,0.228022090879927,0.204337283900021,-0.0205652505574776
critical,-0.123347654958873,0.210493261160792,-0.0725403994688559,0.162806603060351,0.21121906127329,0.19833244440695,-0.0349322884398165,-0.104098512740213,0.18092447024333,-0.0836407433466797,-0.11317896769301,0.165544806406986,0.138970915652913,0.0950735766615138,-0.11576371437641,0.495597339128971,-0.252550055904726,0.050941997926029,0.276615304499443,-0.17972176924041,-0.0080670795486255,-0.0656273639323675,0.0646270884872529,0.0292802799144282,0.0297160095049567,0.0123323638367269,-0.0442800449381272,0.0707294860811618,-0.213010324722399,-0.144167544649188,-0.0434266761767199,-0.0128934787496552,-0.181833045975047
critical,-0.139970171170944,0.077648298590609,-0.242121423973332,0.0193189119247943,-0.19072648362632,0.219320362265032,0.0554802029510079,-0.0235307934780892,-0.0887342765773195,0.046948865208632,0.0172604532541339,-0.0585716869519216,-0.0588111563265606,0.158803967812348,0.140819187255773,0.0380556855095206,-0.0810148957151004,-0.0695601271707782,0.285572054674208,0.134850596458754,-0.082890760596071,0.121506580542885,0.144272641891217,-0.192620106042863,0.026336998809699,0.0758469381523658,0.120109139700016,0.0496981949552927,0.0918239590891172,-0.0127697269212353,-0.0056245063758559,0.237016261174071,-0.198625370011173
critical,0.0090327427238629,0.187767250205692,-0.0766563809288362,-0.0710405667697895,-0.0015278641687609,0.0658947353626317,0.253791548783039,0.10233753561171,0.0576636334199696,-0.113119738739653,-0.01961026274796,-0.18034118059566,-0.0398285503410999,0.0012637396635374,-0.0603358784422932,0.195694808295369,-0.0595123710795043,0.113606708999143,0.17804877445827,0.13892371816006,-0.28923645939997,-0.24779891540985,-0.098312418574233,-0.0673077776652167,0.294104897600696,-0.0035973501757566,0.271795287169423,0.123684079313895,0.0544142593959755,-0.25654080284814,-0.0118594074628302,-0.0318524543903868,0.0148013849504172
critical,0.0145963446659788,0.0216600667036852,-0.0231291494144846,0.140650250385528,-0.0525260427340253,0.0693639435826508,0.0752813040557355,-0.106752272497049,-0.111440350805103,-0.19385221361901,-0.0700482455890614,0.0554571186596244,-0.13034982557481,0.105431025654937,-0.149710410938112,0.0315109545238919,0.180374021611841,-0.152322062001888,0.127409390851922,0.0420395683460421,0.015767304131441,0.0200508008044597,-0.108120677738954,-0.124394118879203,-0.0616945665642514,0.0590527685782328,-0.0866890319461037,0.0951942572300309,0.065328695219326,0.0088438812318614,0.202328782762564,0.0245998719853401,-0.0411485114586281
critical,0.150779960655437,0.203898781338267,-0.371073002389255,0.249044243154269,-0.206117165322156,0.153955447899113,0.143837306100848,0.226491167346996,0.136427128008486,0.0727066669415126,-0.0354277338745676,-0.246648516831209,0.138565274779456,0.294677740276759,-0.228719614163303,0.304848102625026,-0.248803845224916,0.076950551888881,0.350784594768692,-0.167123472522035,-0.0360341100208017,-0.199381993341004,-0.175286504920756,-0.142009273141373,0.123482247297704,0.0922941753592986,-0.0736158691884748,0.0169321996287508,-0.259436687629,-0.0083675467985675,0.0693596771798767,-0.0991140971424874,-0.0714416458360571
critical,0.0658784511034588,0.126030799812792,-0.0375094897047577,0.197392262437311,0.204917773218863,0.218321804875814,-0.0403028131683505,0.0565932225773128,-0.0612577548699245,-0.0586975824415501,0.0981712665551878,-0.0513218563132722,0.243462655065089,0.0716770410247417,-0.0766362414135341,0.102337409881455,-0.0895081711057287,0.162529907290665,0.163467550059018,-0.106088736748992,0.0031496918435533,-0.157345182516431,-0.0704939712923998,0.0176232866974303,0.061847594925034,0.19326658845085,-0.0177974399854264,0.163437478614103,0.0721113707135317,-0.114063716004626,-0.0429887909637637,-0.185764301161412,-0.156454948652095
