group,CD3,CD8,CD28,CD27,CD38,CD127
healthy,0.0421572246915608,-0.0242016435271322,-0.396269822854775,-0.6535909701751,-0.103801208986986,-0.387068475659841
healthy,-0.46121749676156,-0.367001233215518,-0.449243934434227,-0.6124317725778,0.0537442289066052,-0.374229488104017
healthy,0.149324819900949,-0.128300272863977,-0.571353917663003,-0.623759107490278,0.147050507292463,-0.445122818712631
healthy,-0.0375824687753916,0.289490549809298,0.281375948443628,0.674751303467471,-0.270872737775038,0.509339909135724
healthy,-0.166895832830535,-0.394906857214539,-0.13168143220431,-0.14094197787601,0.252287245645484,-0.174180579972626
moderate,-0.193267791890705,0.145845747872819,0.358756014696043,0.184363554932535,-0.270919677243397,0.145218355379816
moderate,-0.0260570260283448,-0.0935000850431263,-0.368147295106806,-0.642804976076884,0.445030619094589,-0.331777905248236
moderate,0.0525134560290266,-0.303244742086976,-0.582984952496576,-0.785217142274541,0.0706654666788768,-0.60936338971487
severe,-0.679563991424826,-0.537895787845712,-0.185902495751107,-0.389736966745898,0.615802658144597,-0.403872254658157
severe,-0.10202263876316,-0.199013937240339,-0.0761498670654642,0.132455631922136,0.208709019337215,-0.034415213058004
severe,0.149953712000283,0.0896955688763843,0.0464509927878749,0.204573681715023,-0.595484807678744,0.39239640265751
