group,CD3,CD8,CD95,CD27,CD38,CD127,CD94
healthy,-0.0894181354092855,-0.266583853771304,-0.150479804835289,0.150944306412769,-0.0375442764039127,-0.0995325386309308,-0.262726013844944
healthy,0.366656388908936,0.288123512251589,0.0248247271882964,0.450284990626118,-0.108413590162769,0.245914840895669,-0.317097832904496
healthy,-0.132692618126036,-0.119608559503851,-0.141029980710619,0.239148406044274,-0.129548458676027,0.145121796049139,-0.474159710178532
healthy,-0.239898036328951,0.0466088272882253,-0.611929745401417,0.563590402014767,-0.139339576418693,0.256982478997034,-0.215502700906166
healthy,-0.284259104878324,-0.627349556722539,0.393737754361988,-0.302749573413533,0.362894562286934,-0.547656612698727,0.281566401854134
moderate,-0.193867559262997,-0.299500213533405,0.0387937906537435,-0.0987166497866216,0.294490474842296,-0.213480709995787,-0.0511624946451828
moderate,-0.0918689578194907,-0.159888974859055,-0.139474673394757,0.314204886630795,-0.327784758545869,0.071826199661694,-0.299583249572643
moderate,0.204655031009417,0.182033140430682,-0.411157651378197,0.630243217259896,-0.365361915415645,0.580392401565689,-0.528942117712283
severe,-0.553217083943965,-0.552827217506628,-0.168269535440542,-0.089195930575618,0.505563030745911,0.0455540962741824,0.237196757185682
severe,-0.397197989579481,-0.326356444168154,0.140830436101897,0.063818766781079,0.362063875219151,0.182198742399921,0.396946600630075
severe,-0.0964182768092786,-0.2746561239477,0.303473244724177,-0.457584170945468,0.497301484433948,-0.77222018683358,0.32014153843509
