group,CD3,CD8,CD28,CD27,CD38,CD127
healthy,0.0762135815136738,0.107044999085994,-0.353243706957389,-0.539957018865687,-0.122961070926175,-0.206441525925349
healthy,-0.326369264289697,-0.359573864967416,-0.0188071005976844,0.187422065226427,-0.0048011072026711,0.270822032128416
healthy,-0.163431891870035,-0.240028388442438,0.0267284396800526,0.0691212429767001,0.0194910750225484,-0.117856817181737
healthy,-0.11338110618369,-0.562965997489781,-0.137022005186358,-0.453089477821901,0.119015275568919,-0.544325297176938
healthy,-0.300155746390567,-0.0507909036251243,-0.361330872833225,-0.624751053690788,0.0674457789149533,-0.332892737644447
moderate,0.0778800002587081,-0.0948958144171402,0.509376475094029,0.453626947383221,0.07388431183892,0.596653240991763
moderate,-0.126864603703586,-0.384383701868744,0.0619193617513388,-0.124209947832632,0.504166404215373,-0.101440012546243
moderate,-0.405711841915567,0.0380054488823946,0.27499992934971,0.444258867312549,0.348265512239287,0.246780852847545
severe,-0.414375661604241,-0.303651276445222,0.246733796648861,0.10796027335312,0.626887041491964,0.084383549319072
severe,0.470247795543129,0.360617163863711,-0.122583123130507,0.0160174299289997,-0.253168455435534,-0.193511065238335
severe,-0.513040084485941,-0.0389945916453396,0.495095229261708,0.480642898876604,0.326872996173034,0.155793275750562
