group,CD3,CD8,CD28,CD95,CD27,CD127,CD94
healthy,0.0956652114734412,0.125860263608996,0.402709105670733,-0.0381369775297882,0.562300105950396,0.4430350212644,-0.0557721055035706
healthy,0.555794029869244,0.435062689267493,0.391186672024843,0.141836183124177,0.51394637939499,0.266503182464387,-0.21516329537918
healthy,0.238351579405593,0.330132428312998,0.441425789856934,0.0795350447888953,0.512559167500891,0.452419454896293,-0.178686441030359
healthy,-0.0461892411673124,0.0664899603781816,0.336777198474242,-0.509279079009892,0.746173176552969,0.396049199426684,-0.405486765904498
healthy,0.225637465485098,0.564037007693095,0.343600615406832,-0.293362984266853,0.603192436435521,0.650661363149533,-0.487201717319335
moderate,0.173749100214074,0.396036080933092,0.342147191593015,-0.15722905309131,0.380931840348618,0.218040351555497,-0.107428207401011
moderate,0.323890727200547,0.358225227118859,0.190673292683375,0.0383133985131978,0.436061963632163,0.306311117914916,-0.075077206420911
moderate,0.247922651782003,0.407153857685774,0.506450135160985,-0.37494241923371,0.649641847168091,0.557486646122022,-0.427754252454731
severe,0.587975776042422,0.466273691230371,0.357969833917625,0.107168672252409,0.631972236423938,0.43857827657478,-0.2797740151326
severe,0.295648511584938,0.391853339124849,0.10619599195031,0.0289938457603908,-0.0242092860886086,-0.135962636683081,-0.181890866208527
severe,-0.145888133457284,0.305809047298608,0.497033080746676,-0.383144604261793,0.70406723010143,0.804023352967744,-0.522917704276192
