group,CD3,CD56,CD28,CD27,CD38,CD127,CD94
healthy,0.0683820705900348,0.0845869638209786,0.235562133978182,0.298403321864661,-0.25769614334834,0.299621002714491,-0.0562038852810739
healthy,0.548094491475597,-0.0057294000702125,0.394477760361826,0.471077909148636,-0.0794410343265046,0.278152035398969,-0.10021054928772
healthy,-0.0085607447373676,-0.133155898798478,0.577607528279156,0.631045407786451,-0.134081095922871,0.485217319419665,-0.241457588639453
healthy,0.0120442333167427,0.50811244264404,-0.282980714221617,-0.510678070091357,0.151516794724881,-0.308421534178153,0.474854158564225
healthy,-0.281073530351312,0.194607003753678,-0.185514396301114,-0.448055886809399,0.307321628885617,-0.619287129323697,0.319551802802478
moderate,-0.205846785101301,0.0201452475261759,0.109186622697938,0.155368621751097,0.320959021210289,0.105829989262217,0.288499525406169
moderate,0.197886985454252,-0.108583509000396,0.187043566137653,0.423944380856205,-0.558156389996839,0.349941002582227,-0.221011336522848
moderate,0.170987119502359,-0.361134766026803,0.150436652792008,0.169565273147225,-0.345532251385088,0.165016986773771,-0.297164753648405
severe,-0.109802551008411,0.114030041483426,-0.2116667774488,-0.267286688377805,-0.04032150745307,0.0069381542262255,0.411851046501515
severe,-0.517626532902871,-0.0609570936871843,0.0422910785269064,-0.0041018677942404,0.167289202788422,0.0122772632308271,0.156405657257744
severe,0.249139404416836,0.348432970545769,-0.6112743615263,-0.77864278745248,0.298479490013624,-0.776511420353634,0.533616416457233
