group,CD8,CD28,CD27,CD127,CD8,CD27,CD38,CD127
healthy,-0.0065067687447429,-0.364607189932677,-0.546919063623921,-0.452090219977203,0.107044999085994,-0.539957018865687,-0.122961070926175,-0.206441525925349
healthy,-0.276242480911092,-0.459505195414851,-0.616235774685329,-0.420625999538118,-0.359573864967416,0.187422065226427,-0.0048011072026711,0.270822032128416
healthy,-0.147071416764301,-0.577802815509729,-0.645211327283995,-0.453439946756519,-0.240028388442438,0.0691212429767001,0.0194910750225484,-0.117856817181737
healthy,0.359914757507623,0.347235799048662,0.683327071599279,0.544922967506545,-0.562965997489781,-0.453089477821901,0.119015275568919,-0.544325297176938
healthy,-0.553252744697854,-0.286644787766108,-0.620230526091676,-0.584431903291503,-0.0507909036251243,-0.624751053690788,0.0674457789149533,-0.332892737644447
moderate,0.225637256085211,-0.392098812834637,-0.267379311526539,-0.472543310231837,-0.0948958144171402,0.453626947383221,0.07388431183892,0.596653240991763
moderate,-0.32421690150332,-0.2458061798058,-0.486117299881914,-0.34811858488487,-0.384383701868744,-0.124209947832632,0.504166404215373,-0.101440012546243
moderate,-0.355272285259702,-0.545740439227149,-0.69445640642149,-0.601303123874337,0.0380054488823946,0.444258867312549,0.348265512239287,0.246780852847545
severe,0.132542291681874,-0.0289197519879806,0.0611610241176087,0.265316008911924,-0.303651276445222,0.10796027335312,0.626887041491964,0.084383549319072
severe,0.115794021867398,-0.135438617513377,-0.0683344346810254,-0.0805280291214082,0.360617163863711,0.0160174299289997,-0.253168455435534,-0.193511065238335
severe,-0.423768725669285,-0.54177189039414,-0.736870848611191,-0.76917017835091,-0.0389945916453396,0.480642898876604,0.326872996173034,0.155793275750562
