group,CD3,CD8,CD95,CD197,CD45RO,CD27,CD38,CD127,CD94
healthy,-0.121507353090704,-0.226044438661736,-0.0027971987969733,-0.004973531966892,-0.466595835396534,-0.0889080886801628,0.137555695313139,-0.302310193300969,-0.194318044661125
healthy,-0.470049193909095,-0.333632304772935,-0.131329104310837,-0.0712127513777609,-0.300341439469407,-0.593606150483135,0.0659637398467524,-0.357227711291264,0.262312500715351
healthy,-0.19426761188008,-0.343252610687443,-0.0226887559191806,-0.0107011801400734,-0.1283550449901,-0.527001462113486,0.139252895959532,-0.448035333486502,0.260053444510666
healthy,-0.0727219786797839,-0.263492245911129,0.494129047918606,-0.152992054279729,0.413695056367185,-0.672905204054764,0.0961866083705842,-0.337929372165606,0.312046604627654
healthy,0.212485053422207,0.664362212434601,0.144421714553658,-0.048870404672529,0.313453209618671,0.266357641010352,-0.476055249983553,0.391217890542653,-0.27442340230313
moderate,-0.244738420408044,-0.232674209868171,0.18813859679631,0.121988545508697,-0.112687276040284,-0.25666368332973,0.437406851333382,-0.516812636408865,0.299079847787237
moderate,-0.19875764828219,-0.208535266379786,0.07575277081735,0.1254294120895,0.189227487355732,-0.37511827658387,0.627842028546939,-0.291753458925913,0.237302572447836
moderate,-0.313492852312115,-0.303472961735112,0.324114530015454,0.0628007743128456,-0.0802489100873304,-0.501147978096084,0.419494035315791,-0.511924418692008,0.534177771771527
severe,-0.213728898411803,-0.330886097886718,0.0739378106648682,0.186861849256156,0.154844679899018,-0.446968449680488,0.134904893919731,-0.166718727511319,0.501036579101615
severe,-0.256297225429994,-0.250119058059387,-0.175643266834091,-0.477485128596182,-0.422154854208462,-0.133445584328131,0.0482941470328544,0.0167609301031477,0.195443759977527
severe,-0.0344953509308894,-0.438092011247408,0.336217220071762,-0.260966037640292,0.0967836841142824,-0.544460784101395,0.461832818232779,-0.702992289217198,0.372664318159564
