group,CD3,CD8,CD28,CD95,CD45RA,CD27,CD38,CD127,CD94
healthy,0.0090187952728892,0.0137335489830787,0.350232662307711,-0.152219255148525,-0.0886934406307137,0.544602275758315,-0.157415280789784,0.392215484423699,-0.133237787911752
healthy,0.447945387438101,0.353403969228003,0.444244560687987,0.12714895330219,-0.197254403095484,0.61993197831341,-0.0790571054338748,0.389560294993462,-0.223782269877051
healthy,-0.056979721389445,0.16876551803766,0.582302822533844,0.097075713904509,-0.422599629694737,0.649839179022399,-0.154652188012724,0.479053311627695,-0.33813798857606
healthy,-0.058553604432779,-0.435080002156599,-0.311389014637382,0.239847875034526,0.0999913477530433,-0.529152185038703,0.255067871155126,-0.635311738321744,0.346796141908825
healthy,0.192529187815818,0.547225326255002,0.287794146455091,-0.388195478091345,-0.0351314357953499,0.604192065742762,-0.35090542952563,0.614185902458109,-0.443573404644146
moderate,0.178647672450176,0.115610770854463,0.47765846027574,-0.0948439328728701,-0.380087140769497,0.396405593471634,-0.14597474806725,0.575215574950242,-0.0959875095587008
moderate,0.102719763670536,0.24646626887359,0.326901356495425,-0.0274127104985958,0.058264263505022,0.596570183828629,-0.490568545974672,0.364754929999453,-0.170126213512373
moderate,0.0513215310905035,0.277629943840852,0.622577304371236,-0.432226888597792,0.18876663791106,0.844057792819661,-0.112475830122145,0.673143514079203,-0.281300859466192
severe,-0.35830909701417,-0.145284006025888,0.121562684913578,-0.109379051689697,0.0152795995189705,0.0180737997656446,0.367020569640046,-0.152100849614164,-0.368411762372475
severe,-0.432489664885436,-0.56111966689852,-0.133302714451727,-0.0816862807762628,0.0026869150209979,-0.239577391822453,-0.0278716568864553,-0.315101508853582,-0.0373496283324281
severe,0.0357203100950577,0.0873722587869396,0.300621490618427,-0.372416643124364,0.152352674721338,0.439269182656208,-0.575711819125542,0.747342631975129,-0.313571236467662
