group,CD3,CD8,CD28,CD45RA,CD27,CD38,CD127,CD94
healthy,0.234190922921527,0.311165835048731,0.112274406640899,-0.012080130764878,-0.006363874973754,-0.061595476390323,0.208394548103771,0.224349520209113
healthy,0.426659806579044,0.405028600751077,0.340115922560265,-0.0156256742105986,0.412152526587782,0.0307780816002417,0.223631716665223,0.0099493127127366
healthy,0.337561627068131,0.298039326664936,0.12222406219405,0.217585111247215,0.177585069327078,0.02826815916988,0.225631586325306,0.22904010872915
healthy,-0.286564848403376,0.438001498916172,-0.155634657447463,-0.605203744191803,-0.297790136963748,0.0360515636805238,0.0326958509324117,0.0574620318442711
healthy,-0.119854365028019,-0.432070732587561,-0.445439064516902,0.422212694616617,-0.218424758077267,0.423783719790842,-0.322827019527623,0.523005247560393
moderate,0.0479142890384812,0.15082996628331,-0.481967105967168,0.393701573014016,-0.438884944156877,-0.120119488780803,-0.51180424935537,-0.092979147177194
moderate,0.413026980973924,0.436608189449022,0.0568863322820261,-0.0581556458034727,0.218627209198286,-0.440247054240215,0.285357504240285,-0.0595885081807232
moderate,0.419140757343301,-0.0126330462896094,-0.113498212220256,-0.307453419103523,-0.206193952554839,-0.272004564607134,-0.0538621478395741,-0.273524858524666
severe,0.630160283503026,0.467002331335822,0.246303678261886,0.162630104681598,0.4753111084574,-0.456351062475207,0.422426741561263,0.0419478269350817
severe,0.449307841235645,0.436534513265505,0.112930246426131,-0.0522695259033398,0.0501752427216554,-0.229684122688475,-0.0939884753166574,-0.376986722159074
severe,0.0478708117630713,0.308719898461313,0.37012359971581,0.152989983985447,0.52663700931728,-0.467073664139775,0.783962267326144,-0.351773367374522
