group,CD3,CD28,CD45RO,CD45RA,CD27,CD38,CD127
healthy,-0.0783668426802861,0.386640112100382,-0.125608783277711,-0.022440968812262,0.645219338144404,0.0027593565517788,0.356602413382296
healthy,0.378941178844502,0.410108982087711,0.296361639604891,-0.223410655354224,0.606923824591538,-0.0972503654812707,0.377680434303288
healthy,-0.154656733018886,0.566415579225749,0.313845295559132,-0.478779387038742,0.618683433791561,-0.14504375409502,0.437547383086313
healthy,-0.0012700237310029,0.339344823719025,-0.319868735552976,0.389133880790595,0.825464917639474,-0.189332200460772,0.355875244787784
healthy,-0.238748783965339,0.305093806034537,0.585173482665766,-0.596181328627328,0.163153313609854,0.206122033053701,-0.111789601818721
moderate,-0.0259357450550766,0.533541976267226,0.171898970363453,-0.359903829931931,0.352610449685707,-0.143713388167422,0.545520903790601
moderate,0.0427733706779367,0.381774231952554,-0.147079224165347,0.085990312846167,0.653850534759191,-0.424501817915118,0.35082851066607
moderate,0.0667097598108173,0.577025983319257,0.0021875385095242,0.113641496456512,0.766510831094966,-0.205986593806106,0.621063717779304
severe,-0.550968014402884,0.0720286527993885,-0.198936774143686,-0.0127857641384239,-0.0590874953763641,0.570621892101029,-0.255850036989868
severe,-0.33244798596169,0.170324044655809,0.0762317107331573,0.151043008680386,0.0760382443044788,0.400400613807313,0.249808203238357
severe,-0.501876750125478,0.612965908684401,-0.0535094096675925,-0.022302332468154,0.719390489644428,-0.0153951579968908,0.522160246457905
