group,CD8,CD45RO,CD45RA,CD27,CD38,CD127
healthy,-0.187853793279392,0.0161774929000629,-0.105393054405013,-0.48699720866156,-0.156670285008792,-0.367222524543226
healthy,0.22553365030279,-0.213787968923685,0.189510773972989,-0.258777049721025,-0.047669886024423,-0.265196868859041
healthy,-0.240732556294234,0.0336354380019484,-0.220100812818056,-0.315657037310697,-0.0712787000138479,-0.175198193480438
healthy,0.223929381395992,0.564236531637696,-0.721567023314414,-0.471009894153637,-0.131630494922413,-0.0687058166815233
healthy,-0.519322011423847,0.294656234934827,-0.101483689857596,-0.390960283268985,0.332939462127113,-0.646152382709967
moderate,0.299274044409466,-0.239099506780114,0.0977532443851305,-0.134119208707997,-0.17289617665111,-0.100863637711082
moderate,0.171352829168208,0.161041596022306,-0.321214208111139,-0.33348269421877,-0.203447421374776,-0.142949221678266
moderate,-0.165657729021857,-0.183025381552747,-0.107517292359908,-0.671286474535438,0.0857547833715381,-0.604155772678999
severe,0.56074928115313,0.110626071515572,0.140859518964991,0.385300204148393,-0.558957015632954,0.214207767195206
severe,-0.444607044091854,-0.107946272142401,-0.148597846938912,-0.165713083001539,0.0707379471412695,0.0433855296168413
severe,0.185182734468767,0.0159506624119348,-0.158532515639611,-0.54472192948618,0.0393121860672318,-0.428966360068424
