group,CD20,CD28,CD27,CD38,CD127,CD94
healthy,-0.17388940707013,0.237337245557803,0.300039276985699,-0.0519047602967143,0.323618007834971,0.0762271654445294
healthy,0.0816341860376525,0.437597539907494,0.582890754391994,-0.0446929228656604,0.355726852105991,-0.123953528658213
healthy,0.0133590459703729,0.539467504816247,0.610270012418581,-0.158470290676497,0.471633999791042,-0.391939124132549
healthy,-0.197168130264006,0.283964619796975,0.717136801284165,-0.14113367079865,0.449457282792597,-0.34135767933081
healthy,0.0474525080673557,0.482733119341295,0.514582203682603,-0.406253211021888,0.412278469987085,-0.509748542034366
moderate,0.115917148792265,0.47621340477449,0.43771948364561,-0.303293563611942,0.592737336837311,-0.159850982645584
moderate,-0.0421043687868135,0.247922325356449,0.446437559560554,-0.16737856421937,0.11963969853998,-0.197337030705243
moderate,0.162584666583951,0.414711520317732,0.610610309471157,0.338869430742085,0.382086655864932,0.210682061034338
severe,-0.0083901267402309,0.0897110861329628,-0.184995238067925,0.635811648963757,-0.268859910191372,0.0682120938165808
severe,0.550601419369285,0.052941897430807,0.24322289155753,0.0354526803965722,-0.045544589959062,0.0819680719977967
severe,0.0053982844136901,0.555580500194077,0.754104155371223,-0.306934270128898,0.728560391558562,-0.597775438661636
