group,CD3,CD8,CD28,CD27,CD38,CD127,CD94
healthy,-0.0868313665841495,-0.158321638604193,-0.383973481428848,-0.503402916179524,0.0001906467166336,-0.442087287777704,0.0144244909159372
healthy,-0.57266262844982,-0.466543276938305,-0.359551125029779,-0.414281331373056,0.0710615694330964,-0.182669555541396,0.196753648920585
healthy,-0.347548967928645,-0.34094441432688,-0.214027828427183,-0.282374784168661,0.0594701196366857,-0.343845724277834,0.0159648944711278
healthy,-0.0751754336146759,-0.342705869096271,0.17143239268816,-0.244391022608132,0.322042571839156,-0.264352870688077,0.374874674003502
healthy,-0.174406917867263,-0.529474274857791,-0.240389687117296,-0.584586671541776,0.304812793372108,-0.511275054778606,0.430944700584494
moderate,-0.317603947144032,-0.264503918888555,-0.266464902890553,-0.242335477667562,0.298046624561407,-0.346745356942567,0.252563380632761
moderate,-0.324330682412361,-0.471754859935546,-0.145797548116078,-0.377911173424016,0.452955277961819,-0.269550555139949,0.022377292290061
moderate,-0.270159158223867,-0.444907908048723,-0.469430733943383,-0.607315951104843,0.33815629696833,-0.507816751062471,0.410053811191358
severe,-0.482007921773673,-0.287057636543746,-0.0657291312910331,-0.221764991206871,0.562130757433424,-0.401095658523936,-0.0880728732548949
severe,-0.348254713327889,-0.263218338273965,0.141988324423297,0.113438151226768,0.257297004490616,0.367527451162867,0.368500242731701
severe,0.319074410851503,-0.128133447592501,-0.4854844127053,-0.652429102986645,0.255842797778319,-0.498016405836143,0.495459342904752
