group,HSF1,RUNX1,FOXK1,ARID3A,STAT1,KMT2A,MYBL2,REST,E2F1,ZNF263,FOXH1,CEBPA,E2F4,BATF,BARX2,MEIS1,STAT5B,CTCF,KLF4,PBX1,GMEB2,IRF2,VEZF1,MAFK,TBP,RARG,EGR1,JUND,NR2C2,ETV7
healthy,-0.35123946530099,0.252352123289189,0.0343663418937183,0.246719930926621,-0.168915928466731,-0.148754673505152,0.367014588157207,0.240265338794299,-0.180927949346189,0.166872389644915,0.0170211831134225,0.203556403617035,0.241835374718377,0.0545774392655859,0.0276126952996663,-0.104519534374369,-0.15700359240785,-0.240888368922901,-0.176417211215106,0.264513671399511,-0.302717878885421,0.061854431167664,0.264588435014943,-0.0659165876061528,0.146486843837038,0.224540058348369,0.354454300764579,-0.253049917033223,0.0938034161624043,0.0343414206885742
healthy,-0.0455853381731056,-0.0293292001652317,0.0098013604841222,0.0299225147618847,-0.0090730058253539,0.0265574824056723,-0.112850619550022,-0.0530718281150495,0.077611691992352,0.0520248909805179,0.0115809606606917,-0.0173556744228145,-0.0811670068710086,0.0467968396894594,-0.0392911338294967,-0.0491096485513,-0.0337173017412976,-0.0473314756918873,-0.0702336517225277,0.0362355385465243,-0.054817939202032,0.04221380359429,-0.0103243929267012,-0.0815131312815388,-0.0124076416124857,-0.112627350142176,0.0300115634933911,-0.039629355132066,-0.021088188083311,-0.0306308076850598
healthy,-0.0245570228134091,0.0533825345282881,-0.0695630064739469,-0.0595659548232103,0.0224356125174893,0.0642005946120543,-0.0849051061300616,0.0257675855925932,0.0877984530906,0.0171539803359039,0.0285325910049798,-0.0658731869645846,0.110429220256308,-0.0230029576553483,0.0300979804172893,-0.0172313627399365,-0.0805864130347559,-0.101393220316143,0.0105787408439773,-0.0227043748183247,0.0654217266952039,0.0731724237781436,0.144508053517151,0.0782955164002474,0.0133090185433346,-0.0506005427345285,0.0205784348207054,0.0176009109035852,-0.0168014185536282,-0.024704238118642
healthy,0.0605348595052416,0.0909359243726424,-0.0716666029834075,-0.0067568870016837,0.0155731095970269,0.0034153933021635,0.0220528730887984,0.0077840914784253,-0.0908250749686775,-0.0078727710015972,0.0324640954411923,0.0748430542370244,0.0365716816881145,0.0091426125070176,-0.0319431032425572,-0.0744747878838521,0.0005148338984148,0.0187187693495425,0.0309343736664764,-0.057094833002197,-0.0723575642681221,0.0052493351077608,0.105117258119888,0.0039856519025608,-0.0439123755506802,-0.0054734972357788,-0.0055523234785983,0.0459778694445598,0.0467969233738562,0.104465709956583
healthy,-0.0349918537761597,-0.0204401939675321,0.0014391654849397,0.0075536407126467,-0.01638028791411,-0.0292668411689954,0.0405348827209033,0.0535155048254457,-0.0052713721733041,0.058052788312174,-0.0214116526485696,-0.024068438290285,-0.0524086573327523,0.0218257314166861,-0.0065610824765458,-0.0483127062060971,-0.0361707914153193,0.0151820090161424,0.0825906917026165,0.0020405028042426,-0.0342243574607336,-0.0910516132829834,-0.0085233410974289,-0.0075307828613281,-0.0010154160874193,-0.0554584221875208,-0.009556340147401,0.0091818230450281,0.0198124822044001,-0.0196735768002337
healthy,0.0466831015088647,-0.0022300700317525,-0.166824649428157,0.127856441954614,0.0971355652909112,-0.0061465927528291,0.145105942996966,-0.0380066786332941,0.209179360268346,-0.106700692226561,0.0236465989518652,0.113856255688878,-0.0259839420000503,0.149266625146994,-0.148028301706598,0.139803332032577,-0.176101801195749,-0.140844333558239,0.140336070984607,0.0992145465671249,-0.143478717099814,0.102329996706335,0.0471995228752963,-0.0087196342596547,-0.0647968302328993,0.0882047089510132,-0.168473632106107,-0.121432450246615,-0.100794330595039,-0.149838949352975
healthy,0.0034332477503891,0.0212748280085871,0.0159003660681335,0.0332833423267369,0.135052595634018,0.093248956397006,-0.0753241363717583,-0.031087697150596,0.0065853649667802,-0.0047415255985475,0.011527922455561,0.0456310979596553,0.0461776534112268,0.0176641067926015,0.0125126646053753,0.0287632659197744,-0.0203843195573197,0.0123775963041248,0.0152156011920266,-0.0093118599780682,-0.0281695936189295,-0.046986492657087,-0.0114101303323775,0.0249515128135556,-0.000769575204799,-0.0074601678016232,0.0030924358739781,0.0333461647924348,-0.0293145330562733,0.0250300408956779
healthy,0.0054020737100976,0.155321396942291,-0.101277104287346,0.0248393316597294,0.0192880727744983,-0.0203519986287399,-0.0580997738631793,-0.163267470480981,0.136512287098484,-0.0541581444991255,0.167040285041594,0.0477863671506601,-0.123533176861869,0.158603470795228,0.198793171791063,0.0280507388507613,0.0718091062728166,-0.0296603683719386,-0.0408414046556291,0.0429731822897737,-0.118174288334047,-0.069696958266979,0.0040868886135258,0.101854215359573,-0.216173244694117,0.0978144378539842,0.0162258507585999,0.0079853327953041,0.238138798769696,0.111127251771819
healthy,-0.0294381879221966,-0.0572798641277103,0.104264407175038,-0.0598734406358132,-0.0709402788791351,-0.0323673254393582,-0.0927810223775913,-0.0029327155008628,-0.0154132612720873,-0.0295264640899661,-0.0753714000919687,-0.0638888424627967,0.0598795001243395,0.0495001156634488,0.14604525384066,-0.11196630563909,-0.0263075098930018,-0.0010575827307973,-0.0174990911146258,-0.0743317649890922,0.0732786643561572,0.0774628085112457,-0.035809692016465,-0.0153018821020317,-0.0732363825917735,-0.0780825306774825,-0.0601368071672866,0.0511026483957151,-0.0253249494011021,0.0122673479574548
healthy,-0.0395945501827126,-0.0520032481929645,0.028024511764577,-0.0566937713766423,0.0428463143670886,0.0296965218750113,-0.0307027219107581,0.0222048965418245,0.059806107098319,-0.0582660405268685,-0.0310519893394798,-0.0616300785669761,-0.053186214275991,0.0225755743337322,0.0811285659476916,0.0028765606246402,0.0750197367539342,0.0447197211458663,-0.0391391883120244,-0.0359137954286459,0.0467836453434009,0.0606773174051977,0.0116864028717117,0.0159399283580032,0.0151756828330579,0.0135326550435218,-0.0301906138742272,0.0550786815000441,-0.0679193292358743,0.0794206978306205
