group,AHR,AR,ARID3A,ARNT,ASCL1,BACH1,BARX2,BATF,CDX2,CEBPB,CEBPD,CLOCK,CREB3,CTCFL,E2F1,E2F6,EGR1,EGR2,ELF1,ELK1,ESR1,ESR2,ETV1,ETV4,ETV5,ETV6,ETV7,FOS,FOXK1,FOXM1,FOXP3,GATA1,GATA2,GATA3,GMEB1,GMEB2,GRHL2,GTF2I,HES1,HEY1,HINFP,HOXA4,IKZF1,IRF1,JUN,JUND,KLF3,KLF9,KMT2A,MAF,MAFF,MAFK,MECOM,MEF2C,MEIS1,MXI1,MYB,MYBL2,MZF1,NANOG,NFATC1,NFE2,NFYA,NFYB,NR3C1,NRF1,PAX5,PAX6,PBX1,PBX3,POU2F1,POU2F2,PPARG,PRDM1,RARA,RARG,REST,RFX3,RFX5,RUNX2,RXRA,SMAD3,SP1,SP4,STAT1,STAT2,STAT6,TAL1,TBP,TBX21,TCF12,TCF4,TCF7L2,TEAD4,THAP1,TP73,USF2,VDR,VEZF1,XBP1,YY1,ZFP42,ZKSCAN1,ZNF217,ZNF250,ZNF263,ZNF281,ZNF384
healthy,0.0516118946592967,-0.196909532198388,-0.23248428399359,0.165131451937304,-0.2038705766735,-0.253426888910376,0.210238490220559,-0.233273973240845,0.114534460599423,0.211395808324166,0.273975369197378,-0.200772443166083,0.220395299368229,0.218761201341636,-0.218354404820211,0.221896198533826,0.172932873226233,-0.191549034036776,-0.0884807633883198,0.217701802400708,-0.214415462502671,0.190695265337474,-0.142903946007891,0.195251962372505,0.182425992049214,0.255617830175324,-0.202054752200875,0.221085485466349,-0.220970862446507,-0.314209633148425,-0.211973675382742,0.214233592057871,-0.166594191429209,-0.197478183335771,-0.192144756942664,0.191514618331069,0.165114316083835,0.103139982035242,0.220741472408054,0.0267731150592586,0.187646955404009,0.190205525525309,0.262083374887525,0.344160801031699,-0.221917798349123,0.25230773048046,0.278834751644103,0.219658025672762,-0.228098801494479,0.215528572984304,-0.236340427019159,-0.196123586919119,0.308905438505353,0.0326024732115821,-0.199483222190396,-0.217930328446549,-0.127896970334689,0.214227688108357,-0.13354157806684,0.40269730847764,0.217757097927868,0.240793444940765,-0.246493636197613,0.22384075790562,0.2094387210595,-0.477854009801922,-0.203438868365099,0.188814641418959,-0.259248327130424,0.230435757510834,0.260584779702227,-0.191779144069072,0.234437771289041,-0.165212091247746,-0.113248839592953,-0.21217282567978,-0.213500926323001,0.200719739616759,0.232838232966922,-0.0222960493432888,0.152011724125975,0.165781894375277,-0.225684230141825,-0.162951742576311,0.205513458624981,0.214663572381048,-0.247092095080106,-0.18382062012355,0.0064988084277583,0.233433091880198,0.117528914993415,0.0305471787866991,-0.228218464471224,-0.262317948881649,-0.207593808835608,-0.20961943951415,-0.243831386962888,-0.200132224640684,0.191746456348589,-0.277533290773081,-0.221527273688555,0.195853589227908,0.212372983968197,0.254638494549763,0.199791667552836,0.180419657205671,0.241195489502824,-0.200210847968364
healthy,-0.112873920790184,-0.140668666194265,0.0306776536308886,-0.0823866602340467,-0.0888295506118072,-0.101005307505203,0.0042300782833021,-0.0671928272354932,-0.117521760810082,0.104100125901265,-0.124257403100681,-0.115737183849326,-0.119414990040371,-0.0899937951726527,-0.107768196730874,0.117662645110171,-0.0603984976902568,0.126037531719169,0.0933642296351674,0.109224736964326,0.0895632184530505,0.0851675048370359,-0.0649111228658985,0.082589210769116,0.0349590924874444,0.13446719399375,-0.0861697237305394,0.0828500929598179,0.0426394942398885,-0.0261534345858044,0.092220301183507,0.0767814067952616,-0.0607322709675463,-0.0991830035028519,0.102282833832059,-0.123093970379073,0.0752774913811775,0.0819901270871015,0.0842266502548293,-0.0876019624621847,-0.0799832135258906,0.118198351656333,0.0617947806659169,0.103779040128094,-0.0899538942805378,0.138127179978059,0.132096737480066,0.0902560863405438,-0.0418289365006064,-0.102320990276226,0.0711076032615147,-0.149771376743878,0.115736150599387,-0.0675191128054344,-0.110502565214866,-0.0909890161461166,-0.113401911508881,-0.0902238878570632,-0.115879953495082,0.0652934790185544,-0.0895909015001106,0.0776844068569852,-0.0984481078386295,0.104541323625108,0.0720471830548358,0.0103419395345845,-0.0969236951611503,0.108784934798842,-0.104945424992384,-0.0969944258160478,0.0767058654896753,-0.0822615698973071,0.0851684978304835,0.0728929316767718,0.090038667741421,-0.100414476403868,-0.0792434803733186,0.108404209034076,0.0984903167695686,-0.10979236019853,0.0752745191102499,0.0940065689168902,-0.0885704329972994,0.113786038947146,0.0918915465487771,-0.0832815351939793,-0.106550511678067,-0.108237238527742,0.0977656999294121,0.0891927312558597,-0.0609215905358676,-0.0661676353043907,-0.0916409968574626,0.093456967171877,-0.119381322194964,-0.0936137192388824,0.085967025588336,-0.0855969074089805,0.0897974508466311,0.0964174764947339,-0.0002201292028582,0.108112658106556,0.0861880404339989,0.0850940031936663,-0.119693732694299,-0.0484499350139113,-0.113516447935532,-0.0830112665314313
healthy,-0.348392275320317,-0.385468956723146,0.305268446573255,0.337464765322057,-0.341809811406159,0.0903192229972427,-0.124078542905211,0.358591650780196,-0.425924328949742,0.364458113872369,-0.371347438959289,-0.363084249377321,-0.109109269664822,-0.39082959658574,-0.388872223900347,0.357679940149285,-0.307877933575286,0.342917575091157,0.326870314683374,0.356978879072875,-0.366091111300725,0.344357943335895,-0.307995297676513,0.388696079065523,-0.101529283829831,0.38896620442507,-0.330559985621821,0.371416328262839,-0.328185261146761,-0.362663851286861,0.34365744003287,0.300018074218211,-0.332682742406282,-0.369010788953568,0.340686103983494,-0.361852582770803,0.326537469852022,0.340484713467175,0.360303869191409,-0.35673010356226,-0.248888970302172,0.416025284423463,0.332238025396258,0.35321033897786,-0.299723981765388,0.395625340726774,0.140816489804453,-0.310282331594401,-0.394311235214028,0.285528983793972,-0.391462952554401,-0.350922077958525,0.410204661722367,-0.366743946432198,-0.3804361588937,-0.352385812617509,-0.358368893252686,-0.400112267197634,-0.341841269825045,0.371155736537602,0.307436906450728,0.33521774520866,-0.359040675516974,0.365532136558169,0.339283638585515,0.343683028959525,-0.350650682591887,0.372972473099941,-0.372621462018512,-0.352713251337596,0.364359285009765,-0.392664276288801,0.376060915816674,0.033875062175816,0.388915241099985,-0.3317993065954,-0.342613339743866,0.360868927954421,0.372045788398937,-0.359987740399334,0.315144056036257,0.359562991676475,-0.334721918994358,0.345661382505304,0.361391484385533,0.317670683656738,0.372481289276424,0.193694556526049,0.359095483187848,0.374266241336975,-0.0223592728794918,-0.322841277255541,-0.358929790168136,0.39291139564152,-0.391572936884694,-0.342147856401681,0.376306902460366,-0.405367916947008,0.42184742598439,0.371090322591294,-0.230896522412165,0.381522581310895,0.365798795141603,0.308733926935651,-0.0608751469123864,0.182790730443808,-0.414861142720986,-0.165199767835962
healthy,-0.488797999583649,-0.56452521947161,0.452934195109745,-0.592887430763052,-0.530644161311956,-0.486037605089904,-0.490124926335851,-0.596917092062311,-0.57711397102292,0.508022434690175,-0.485126790515555,-0.600465029045928,0.103057811536958,-0.518183379674189,-0.525408496430439,0.61367901178065,0.561130946114693,-0.46014515276666,0.50872587554183,0.533942116050601,-0.481191610694711,0.521107542063853,-0.473375840351663,0.543761392388296,-0.368580960589188,0.53468803420026,-0.456168899747561,0.533197575755835,0.350570717459717,0.43875681623345,0.484012853885041,0.448933652477236,-0.506840917557739,-0.496444254407507,0.556675750734594,-0.429106766721538,0.487500414579466,0.456607464398965,0.516393480555325,-0.54864928669468,0.419600735852072,0.584658960073316,0.516292857780813,0.533520098780347,-0.440414257568547,0.591978400838851,0.466893098689632,0.608411590624443,-0.598776566292085,0.505660528954073,0.512234970139877,-0.499922629402642,0.607608393078495,-0.606143785816358,0.104871173556295,-0.537121824594523,-0.534500724669303,-0.533387614751725,0.405511119771283,0.576707215135916,0.445310117188459,0.535854854213832,-0.518268163678639,0.445325824734245,0.513873187118602,-0.308311159896061,-0.636342743293044,0.537328358481853,-0.614035220076703,-0.558016836586131,0.501205569777671,-0.534363385342484,0.526944699657331,0.607908568608876,0.487669470813691,-0.546822500431952,-0.486695878545906,0.444976112039834,0.509154322801588,-0.558176930202334,0.501808558446372,0.49090018623353,-0.44702481167499,0.493170549914989,0.5195789760898,0.432382623292176,0.476484018542969,0.506259935200052,0.518119749022962,0.515518280249367,-0.47659405009804,-0.524555512394337,-0.534565326380169,0.532271001145989,-0.495054641818862,-0.517609037264845,0.541462986079146,-0.556067959257406,0.520462522259684,0.479123345520067,0.443805132216727,0.608698761829115,0.460328131896524,0.566931951420249,0.599547863216641,0.54549224058315,-0.544427198117716,-0.56344467941923
healthy,0.6687839545948,-0.53341222676846,0.608006675099458,0.534214912231295,-0.601862500636535,-0.665653353897735,-0.667587685731959,0.28076613771196,-0.559926672876417,0.650302443188315,-0.488645285341561,-0.706792981606346,-0.657949785443025,-0.565363532166312,-0.635600131517217,-0.402543690622524,-0.47392849730589,-0.581851648171116,0.700480302259795,0.649249084996537,-0.723350410444725,0.725044897870706,-0.699841547149383,0.664955651030782,-0.591896334304547,0.730467280796028,-0.461388143825558,0.668703234385942,0.613077108649285,-0.442197695893212,0.694622586099039,-0.6865437902746,0.65403155470228,-0.610004239694136,0.484226867252095,0.624796825974711,0.710243162527722,0.44281050935831,-0.138689826397353,-0.770493386541696,-0.213345596608681,0.742049762185303,0.652326991726557,0.64262614820446,0.656654614057422,0.665052526862504,-0.339885873463712,0.68206011273364,-0.659483874749538,-0.419499393203032,0.550182168638769,-0.507142141694493,-0.0245266675357305,0.473632600414021,-0.717391707164709,-0.72511594786803,-0.615252095568168,-0.696970594527296,-0.664997342960752,-0.0027834574746083,-0.627523246572902,0.663793372671958,0.456248918591282,-0.619868897757739,0.714936168300405,-0.704947071406934,0.617481629428761,0.514498972264955,0.460143523905043,-0.692956414442163,0.694465430685236,-0.631863202766383,0.678275296168799,0.752125254022545,0.459646984600195,-0.591450462275703,-0.650971019609748,0.448031902437902,0.564548570746319,-0.500518683753292,0.580781671112808,0.486412103437095,-0.504427070566127,-0.495204468224059,0.63669095454051,0.361484088257272,0.49730933163295,-0.704413588419695,0.487389315951221,0.695593081580002,0.65940790278826,-0.734591481251915,-0.550720226157213,0.701458557072169,-0.550687162140528,-0.6561442932535,0.695102622348274,0.425644957396954,0.661606109795917,0.628784774887238,0.696831389805563,0.715451758501031,-0.676010671600481,0.666035240395167,0.642238702783032,0.505322578478603,-0.670483132362903,0.024721519402881
moderate,0.469410052092116,-0.221030961386728,-0.4396231638338,0.401657925829007,-0.482341146004713,0.525217931083325,0.429266945638886,-0.459530242620298,-0.112500517039596,0.487377466791724,-0.499934239564746,-0.566313854982746,-0.116924312325485,0.450070126547398,-0.436912171338088,0.467663220107431,0.656956286084118,0.560846497731981,-0.376816613839018,0.48395186121137,-0.553666337691039,0.462524811736899,-0.423969734360655,0.504686983730868,0.52086219418645,0.480866547576083,-0.444239791221893,0.374411884093868,-0.483214561997055,-0.156386834888577,0.516767347780794,0.538795579691552,-0.459541585685134,-0.485074824630095,0.465428636334816,-0.56759562130917,0.428665763202599,0.417334041431823,0.359087403500957,-0.455117790399245,-0.202791313131065,0.541472542992756,0.470533015510841,0.492311699995216,-0.462320636569858,-0.316074501644318,0.203279064918996,0.449060593777028,-0.552543374272313,-0.39327540091549,-0.456376870595998,-0.456717162541066,0.545794250695124,-0.52985724460109,0.438738404776622,-0.502758662708814,-0.568378292782827,-0.476079774215455,0.347392703655441,0.438874521554649,0.537593214818977,0.438840492360142,0.399967809168501,0.545612761657755,0.450274301714439,0.452633659200246,-0.505549056658374,0.461027527178599,-0.51863895347867,-0.41431678618555,0.362773899572531,-0.431637646189529,0.501442867187883,-0.253506156011084,0.464158213073227,-0.532239288216568,-0.427361310746503,0.507647523652962,0.521111741612833,-0.488749977636834,0.497892487894336,0.504199231942936,-0.412411151293167,0.538239769514607,0.422211559311136,-0.0161638673907466,0.466449512170021,-0.400217356594885,0.436299645836965,-0.499378429387802,0.52670387257679,-0.427633544302558,-0.497019071901994,0.43814856540517,-0.500875713946102,0.459598301009312,-0.437978419432636,-0.423255121276012,0.495873422353598,-0.547007958632535,0.490564868010531,0.473720416729648,0.450977571734247,-0.559553388340721,0.471032110363608,0.467243526708514,0.450705338178192,-0.409269122333703
moderate,0.493502627575236,-0.46658096256647,0.236135171500726,-0.471745264860857,-0.453889671641273,-0.420668410762033,-0.379202347677463,-0.176743974089548,-0.390529458329235,0.460093473470025,0.50114454572017,-0.406508977942005,-0.483733541088056,-0.481582025579705,-0.472231877590464,0.457454042308642,0.495679365347516,0.547154700101832,0.454875965227981,0.464431663972604,-0.208893804087183,0.453802161858944,-0.448499710788185,0.445022538757254,0.311755194171222,0.557516033349199,-0.469255592106967,0.517435250118903,0.501071212522578,-0.467756724555229,0.454733577088822,0.477441587738571,-0.384378609642102,-0.446649559523559,0.277578501488509,0.390262436813421,0.437847047752135,0.416848103151278,0.503113087996979,-0.484804446910967,0.31559644578988,0.500317694956867,0.424065423832351,0.451598860006072,-0.348182813475012,0.231098439022356,0.503649231263384,0.37560357594233,-0.551919316050394,-0.46394650973937,-0.281800751252811,-0.479916403276084,0.503799709195754,-0.498621541462522,0.168554555853124,-0.466589227379245,-0.471042911347882,-0.470229128712073,0.478158954040871,0.544815038561473,-0.46118827918682,0.432218690805363,0.503675853683831,0.541762989053097,0.474297516832422,-0.507431579075226,-0.0372436383007027,0.484651518704692,-0.557035585197592,-0.0454503056875548,0.468778819366219,-0.467377554391705,0.502619766184061,0.513957903068407,0.33820646493004,-0.461037101176192,-0.332349085159603,-0.387808526390576,0.542706072253952,-0.474800892546999,0.479207787952017,0.438045033773001,-0.430181307499788,0.388398925722025,0.475605515825591,-0.289920589488974,0.48952489958938,0.1723600062475,0.459001059687279,0.459876488103084,-0.460126416041417,-0.340086388967277,-0.466624075719231,0.468363809085176,-0.525665350680801,-0.443166572953757,0.469478294779687,-0.474543808253134,0.444934834508741,0.481003994297492,0.547341076491575,0.536008170747551,0.434956055136482,-0.293591410944892,-0.025135745924369,0.499443647250961,-0.544708471093214,0.0784798423570207
moderate,0.371722149531907,0.417283745697894,-0.291725287614131,0.280326123940514,-0.352334160019557,-0.284351622088466,0.487989630121337,-0.334228689386859,-0.271911765473871,0.356980583660817,-0.255372554077992,-0.393331759040135,-0.259163393808649,-0.46284378370706,-0.498943628391095,-0.345216655475322,0.285110911907509,0.252246268231639,0.371029860456182,0.253356766598214,-0.273042364063441,0.34030581262148,-0.292372857589083,0.433965995889974,0.306322568163565,0.467300735478844,-0.311367256688361,0.395457552391499,0.300270687069449,0.299031173318067,0.373061541135538,-0.349541631364338,0.378168555933187,-0.465345871930781,0.536117822203449,0.375563317727894,0.341403066655073,-0.403970853816298,0.369978727864501,-0.312704622688123,-0.415933446996514,0.31706839668199,0.342900299544706,0.381883201795281,-0.259474557725872,0.360056696857522,0.372924423335259,0.423642116238769,0.250196980380203,0.452276208328997,0.324776286845834,-0.303332309407716,0.400754662321354,-0.345108831023285,0.257210711680136,-0.432893828181204,-0.210583959511075,-0.39028852295236,-0.441915400361126,0.3875922883887,-0.211873801727787,0.448639781939335,-0.441348854540884,0.399021524488969,0.376883544002622,0.399300746191354,-0.363595115183121,0.403344942221163,0.334629135689945,-0.365257356880135,0.329226226911922,-0.384289307558806,0.501163534414469,-0.158416401685301,0.157840974371178,0.366143948111482,-0.370139685464146,0.225065624824365,0.317938938898077,-0.169820395645064,-0.421460385057517,0.33458644219304,-0.37083992113966,-0.221486382790046,0.173339337010396,0.193558603186935,-0.014891460557304,0.244043507461336,0.251788949204574,0.419145587283723,-0.280498300269273,-0.338781311987473,0.193873974127576,0.422846677181471,-0.171689093120907,-0.158666174223763,0.287481803326872,0.22431132110715,0.343916685239272,0.371685688662287,0.371386210921224,0.416760360821604,-0.376714016540459,0.267908548968464,-0.420707951128489,0.443805756216785,-0.138253540785695,-0.440572736628171
severe,0.477273655856962,-0.432900881417136,0.124736143420842,-0.411670648375173,-0.371210742216463,-0.370729370020192,-0.377313280928474,0.408704478746723,-0.168514938954198,0.4136385437585,0.415252000209215,-0.200009287957362,-0.36661220508673,-0.453224530156122,-0.436047279088119,0.442662708414014,-0.38163216373466,-0.450936866099559,-0.326639401745675,0.117206679984171,0.405937161680303,0.212000613203754,-0.39456216476378,0.335407825525605,0.285953995635498,0.419913001112036,-0.332207273482542,0.30239285613815,-0.336708963110883,-0.403783594164129,0.281222508089652,0.348357310667432,-0.416073198253568,-0.437561309257819,0.39986814710339,-0.391650436038479,0.110727352916151,-0.315999357021672,0.3490787958997,-0.338166833191018,0.375135358271417,0.50737575039484,0.322836274864066,0.356860406677275,-0.330145682439584,0.0152440259440511,0.46398606405347,-0.365205337536914,-0.386596887570842,-0.349161316847632,0.375390084391944,-0.387252757188261,0.38549660826508,-0.308526340205636,0.269151813737089,0.378393216528322,-0.425317836670523,-0.444554673064,0.333191794236344,0.327406731949017,-0.0473441016275224,0.407306493660053,0.362650626523848,-0.419318735674497,0.370426220148969,0.153547128960865,-0.45222224447603,0.405743466677518,-0.376316725869766,0.413019636649008,0.394798839426946,-0.322036853180973,0.398954399523683,-0.342121535008239,0.349867902464301,-0.0268336346314121,0.477669068732471,-0.353529196466652,0.417278061399591,-0.412187263892957,0.395161587760565,0.375397247668674,-0.404397630245444,0.415901566143111,0.325466630079403,0.396031496086683,-0.392363898400809,0.42807168677669,0.347485969685968,-0.394799125958015,-0.382598059968963,-0.415229650785817,-0.366250602877388,0.329324197864162,-0.438601990101185,0.499264915418744,-0.394477065036225,-0.366489569789108,-0.442389071242919,-0.439463015964158,0.470080293364473,0.399467003606497,0.249820135559704,-0.0520830389811682,-0.422753383601103,0.373153995927838,-0.436049571336673,-0.210889159186293
severe,-0.0404633795184833,0.0375105587196205,-0.0639723758786607,0.0013466160786022,-0.0158673557213619,0.0265104900293511,0.159192734496936,0.0796937129890899,0.0030663908295883,-0.0160782714927093,0.0109027229496475,-0.13065420820463,0.0176358033426589,-0.0066681832325968,-0.0177655976634881,0.0083717336934793,-0.034314373569203,-0.0010708031468403,0.220828812600672,0.0309234969375418,-0.0353851767160434,0.0231682862680009,-0.130329722402557,0.0021902791639916,-0.0030014936691737,0.103803008083102,0.0011843731775658,0.0035693438228012,0.0146505339635888,0.104581774008077,0.0015088589796387,-0.0404147066481724,0.0877896337508073,0.0203452597899672,0.0843014113785242,-0.0546109604888592,-0.0219352402201241,0.173697249849592,-0.0281978162001299,-0.18656311190178,-0.0233143048789337,0.0106269100178856,-0.154098307404392,-0.0224057446331297,0.000859887375493,0.0358394568389453,0.0069277718742551,0.045103526488125,-0.0119248532261769,0.0779577139480002,-0.060873536468865,-0.212083920234809,0.0254559111726144,0.0398955293648559,-0.37940502407367,-0.0509442709254361,-0.0051917728331654,-0.0383379975149062,0.030323198203707,-0.0147478797042106,-0.0067168561029078,0.0433837517371389,0.0291063764459339,-0.0156564399500146,0.0484132816692679,0.101320691697245,-0.146261975284333,0.082906122429611,0.0002758129317619,-0.0189661951311576,-0.0017846719114006,0.0047050441300562,0.013823095168303,-0.0856480274571265,0.0341521306681666,-0.0322701130161441,0.0292848436370739,0.0161269443630202,-0.0612629194313525,-0.0442760876928392,0.0066032860721823,0.0231520619778972,-0.143325378775574,-0.0235089963601774,0.0194853724144741,0.191170810291215,0.246349620933701,0.0336167290947464,0.0115192459735859,0.0176520276327626,-0.171734110747051,-0.0178953919843172,-0.0075929677685044,-0.21894679494865,-0.0410150053820072,-0.11457593671192,0.0196476153155106,-0.0115841431340004,-0.023525220650281,-0.0673957010905292,-0.171766559327259,-0.0118275074855551,0.0359530268696708,-0.0365046527331947,-0.0064410431711459,-0.084625897180597,0.116344384333217,-0.0840093741566587
