group,ARID3A,BACH1,BHLHE40,CEBPB,E2F2,E2F7,EBF1,EGR1,EHF,ELF1,ELF3,EOMES,EPAS1,ESR1,ETV1,ETV7,FOXP1,FOXP3,GATA2,GATA3,GMEB2,GTF2I,HIF1A,HOXA1,HOXA6,JUN,JUNB,KLF10,KLF4,KLF5,MAFK,MITF,NFATC1,NFE2L2,NR2F2,RARA,RBPJ,RELA,REST,RFX2,RFX3,RUNX3,SETDB1,SMAD3,SP1,SP2,SPI1,STAT3,STAT5B,STAT6,TBP,TCF12,THAP1,TP73,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZNF143
healthy,0.405928591837027,0.412362391209966,0.556601153625145,-0.434953599565722,0.419447141724158,-0.468139608818173,0.451060007079737,-0.424958748341478,-0.366831009518955,0.457091828678844,0.427998866880449,0.393978588531272,0.346565611806713,0.434862658918533,0.438603437072577,0.436247743878328,0.416596949781686,0.411330006548511,0.482528344329356,0.426246858677493,-0.422331526200645,-0.468097945646475,0.440790322588395,0.486221138002893,0.428870920163921,0.437729516129684,0.40373955132957,-0.396531678959704,0.418098260623908,-0.264903352954748,0.426831292410139,0.374905619526249,-0.442028724450591,-0.423055890723753,0.460851427093207,0.519414617893028,-0.419360798392467,-0.39169760171386,0.425251970870566,0.479428317022805,-0.421606730679208,0.46558048441315,-0.451086585309958,-0.445009652552529,0.417077656583416,-0.485635698607481,-0.471919464153948,-0.453819402041129,-0.469047003964534,0.402633753286261,-0.27480597053682,-0.485652794874488,0.43305634492626,0.429943100337653,0.224616646249971,-0.337391812397139,-0.471803094605413,0.405114148663386,-0.412679462313198,0.389837412930598,-0.228757821850645
healthy,-0.340609395337992,0.385090362563987,-0.482462418996742,-0.489716671495383,0.475650006757689,-0.345752439083896,0.477878272313592,0.467761370974453,0.339824385145236,-0.447344607237003,0.447487698812808,-0.478470287627196,-0.419346262542469,-0.464080826262335,0.397427349570025,0.413531172140016,0.448122354538873,-0.469470821588214,0.500040854278548,0.491676269892703,0.443253479940257,-0.337855703150622,0.41676360379383,0.477599770682445,0.461522806854416,0.474484894200339,0.448094638603019,-0.180469223106017,0.434432516223223,0.476548757941578,0.341025566295205,0.241955342312483,0.521558387872107,-0.399385971165003,0.492727614879265,-0.496277919279051,0.462619177777528,-0.395209563043334,0.437979963310034,0.409974694615222,-0.464377774174453,0.417761782824322,-0.428147982588864,-0.474237238259491,0.473204857857183,-0.440527443884516,0.326572453300148,0.498126946309166,-0.457011694419881,0.473967913254432,-0.495681697734952,0.419276059027173,0.467044823329552,0.472738079235749,-0.489321810777029,-0.368004182503488,-0.476249916229,0.480129828292695,0.0820257141772554,0.458406827316604,0.484869313127957
healthy,-0.654387651178484,0.192806481142444,0.63145056913409,-0.600015193680521,-0.166659772178013,-0.653837403374683,0.607844099156013,0.654375928007809,0.637120349426858,-0.653100496452921,0.637997227257789,-0.626326964206473,-0.646229644949486,0.577975581693454,0.660622452514843,0.635443586710773,0.627120212209392,-0.638167281390542,0.644234252247887,0.598179725133528,0.591694136550088,-0.625547628948984,0.617762736482,0.645913102301774,0.609091551864611,0.659945592763805,0.632161047803357,-0.672285840131032,0.66256807285955,0.385763352843573,0.619232094498298,0.436430623868106,-0.645047939121772,-0.355257166462173,0.667802204453711,-0.594906651664062,0.653320748929871,-0.627206670593119,0.630750893502915,0.196590449708336,-0.583943672377215,0.63615602492165,-0.634722066450521,-0.623741093459848,0.612806697921266,-0.632989899825353,-0.263122322961919,0.636374479732167,-0.625239529369687,-0.586398466829632,-0.615414592211638,0.4255324968888,0.565505612671652,0.618576874902429,-0.595439272113121,0.600649625095833,-0.628171097335281,0.645787896112649,-0.527817518855614,0.609762848221426,0.559372434867131
healthy,-0.757481068535994,0.766085898134845,0.774505914278236,-0.751929237226221,0.758972531985422,-0.750476798392885,0.758795119976115,-0.673021175291667,0.754945909479575,-0.75379677273968,0.751387687166061,-0.697680593091498,-0.761019431393988,0.75765872944349,0.769553652506524,0.764004545976927,0.765659718935349,-0.754799452545066,0.759979050062884,0.761866929728337,0.75161056894457,-0.763881668870873,0.762380419792637,0.757830521593682,0.754571750001629,0.758815280729443,0.757345746520478,-0.759028874675522,0.772862491934327,-0.750433725906242,0.750535250167641,0.771521624989292,-0.757654825671891,-0.698271411893221,0.768064651839179,-0.76469449175749,0.728711057841211,-0.767018205252201,0.761634773217303,-0.753836452351006,-0.756409286733333,0.754951843736403,-0.75598749600191,-0.758439405163982,0.765833502271055,-0.764885252569683,0.778623581121724,0.750333066238553,-0.759626898424829,-0.758956065405218,-0.750487723713402,0.773684327555376,0.76189965329027,0.757139737419218,-0.76261151521139,-0.707227161739086,-0.758474748706854,0.767449165916911,0.760315940311968,0.766220971252172,0.760791715750646
healthy,-0.70232662678814,0.65339083660162,0.703953524488439,-0.498818732273385,0.61657520882213,-0.68215759294642,0.697005130085336,0.75610397249674,0.120816318364507,-0.477609228500246,0.669625358660783,0.771424976061833,-0.704725176485582,0.627626747677528,0.520452679331137,0.666653850996328,0.660612962815217,-0.588790938669377,-0.531526648586212,0.680945195157681,-0.636617522467735,-0.669309656566357,0.727589789389543,0.671468235673439,0.656950332913284,-0.561347344664299,0.68655227478421,-0.729551177534514,0.687506665166352,-0.691601195882688,0.572035892592962,0.690871514169477,0.515747382706064,-0.755975402370756,0.4781947891145,-0.696788746100821,0.754370183536123,-0.564290467467308,0.682772347766439,-0.714673174363046,-0.728006948575292,0.695930956744093,-0.660987862665492,-0.689067138822247,0.62900350017318,-0.597374150785037,0.703087237016369,0.708705127170578,0.755502051565196,-0.735929851347877,-0.655660758362769,-0.532141692457774,0.654503742849522,0.69612716493096,-0.628706297377457,0.750911739643623,-0.665313518994997,0.714416380972927,-0.618940286350982,0.143395463965359,0.682003008181634
moderate,0.522380738257847,-0.56552532936312,0.360190081257699,-0.537041082681095,0.544783824338709,-0.327614049933256,0.500531512529135,-0.436148072409765,0.491500197807334,0.493862581758344,0.469537939353694,-0.363976677542809,-0.191895657111403,0.377438875081814,0.541584998223228,0.424257029747269,0.422075498156145,-0.415406567385354,0.540364244793998,0.501480987418536,0.47287240473909,-0.476218173396978,0.52554565455585,0.521928607358132,0.526856834165022,0.530643430450133,-0.493749549033415,-0.451373580457657,0.46550267107374,0.407256907917997,0.494744237012787,-0.419114040763014,-0.436588900036987,-0.485226881573793,0.445134174041594,-0.527128112704851,0.494891179555195,-0.468622374281772,0.539866900804312,0.419340106212872,-0.487250167350016,0.444218608969672,0.0158132782175209,-0.49613453952941,0.543077030192286,-0.54395868544673,-0.60447640637354,0.575833913876615,-0.514773635870147,-0.421657277073909,-0.412874634346952,-0.46463231909179,0.417633312066449,-0.350424053823862,0.430259067440981,-0.41712466480427,-0.50252088848788,0.523285000057276,0.470012676798394,0.537233238313474,0.492540098876678
moderate,-0.597731990937138,0.518697810944085,0.446838624032642,-0.460794305392782,0.422556393963874,-0.544725236393003,0.521305388462985,-0.311119046245751,0.511204220355491,-0.454055814306378,0.518635008520591,0.237439459696572,-0.443327937603133,-0.322489303129166,0.47529195270699,0.448677945657493,0.50435465449605,-0.461353568132617,0.559307471567813,0.464665689783224,-0.501985846141763,-0.504323930451531,0.323979902979202,0.448938035915972,0.526394938653798,0.584210625289439,0.0737634972425525,-0.53214743556088,0.422960740189565,0.550674421358383,0.109362487983719,0.460297206604482,0.413464011549835,-0.556722143829263,0.546744549067072,-0.543984763702939,0.490865115708069,0.435333591523208,0.0257408482780042,0.359042577275747,0.550119395750632,0.520398971106777,-0.275309824101725,-0.502018795164316,0.49836458797773,-0.540397770200646,-0.556387507132792,0.463297018729509,-0.467706460851731,-0.404139709034004,-0.455247280370328,0.465272799224631,0.320857562281168,0.486979491458203,-0.438506564982266,-0.19608810748177,-0.498624774974385,0.449415148597227,0.467058373119209,0.429557161591523,0.398275169972131
moderate,0.473061295615785,0.554016405911157,0.621105242918965,-0.561151514802707,0.511350196147827,0.207777822641651,0.605949705675667,-0.0635085329667164,0.630830074488608,-0.580952569227564,0.585920868846666,0.66150186923296,0.581506088243775,0.629816948109498,0.644819334726121,0.662803416335405,0.64383435074643,-0.588752833835786,-0.54831205038679,0.451984659727727,-0.570487328232305,0.404241934267969,-0.595800405871682,0.656399854345897,0.653842005656098,0.649701963284006,0.508514188604095,-0.645028925634506,0.623434998238882,-0.640579005903058,0.618078457894084,-0.314350912483925,0.244951910997785,-0.658023717437276,0.632031801588691,-0.526276240675415,0.706774127375703,0.551924383899045,0.607979690022759,-0.362995283105203,-0.626172274160341,-0.0028950910342267,-0.431709382550217,-0.644390823937166,0.569548989113531,-0.554619523962809,-0.611276859758088,0.677178118606958,-0.637319307539332,0.422843749318659,-0.291105446046113,0.595334890159734,0.468071383877792,-0.234981416493981,-0.323251529361171,-0.632766924596737,-0.591278186605813,0.399827620113687,-0.600450587539333,0.423194674155622,0.615877131424557
severe,-0.490897795212368,0.459413425071586,-0.310036218878359,-0.436334653282722,0.432941001819696,0.391911058853722,0.470164937826799,0.443455210269474,0.475485294643329,0.497249897462751,0.444903880235136,0.323345535079745,0.347182481274056,-0.164174314730726,0.413091967328612,0.513463121584662,0.49660594895643,-0.0898066864106561,0.447847481655607,0.405415986907361,0.449673382653133,0.366678843301589,-0.458111249821553,0.441924012091693,0.514318102439618,0.46435312407928,0.50772755362481,-0.470665532829717,0.0700450347324038,0.368040416019168,0.464252319723301,-0.455011444484027,-0.328804390798965,-0.413498040400004,0.365294996533681,-0.489649020570175,0.50873873839682,0.458443932752756,-0.242819131843561,-0.321252631043013,0.423014771185667,0.486698280031009,0.466965470392286,-0.455855288313819,0.449045711337437,-0.567929171500051,-0.43185728360174,0.502189310905697,-0.422700078833575,0.449783896210537,-0.468876184119912,0.428722068235485,0.415933336569365,-0.310619342093396,0.317004569854526,-0.44741856340439,-0.507047052830768,0.473922398778541,0.122676616707833,0.33109804685341,-0.258710238929937
severe,0.567691650404426,0.569527016620531,0.592211499063452,-0.616183957798377,-0.527136496909949,-0.594191762612408,0.557870831177895,-0.41242610840334,0.0111087955185347,0.190636590920246,0.61690844446263,0.602724605546935,-0.254230420337945,0.385056612198254,-0.566838366110973,0.619532696157588,0.56925332165848,-0.612770820624567,0.477662107593344,0.574356927715546,0.178368616738908,0.369552597583256,0.557146344513643,0.600840940219879,0.614107096027521,-0.317405657460743,-0.493665213021494,-0.575532206082,0.441824167268332,-0.61700504268453,0.430956867304548,-0.31325193391903,-0.575532206082,0.416998424239954,0.583582057907025,-0.586029212861833,0.500298290925315,-0.55949690124655,0.619275100899187,0.624233809623402,-0.575081414379799,-0.273179771534054,-0.596993111047517,-0.589732144701344,-0.366026762483895,0.0822372862444572,-0.619854690230589,0.602386511770284,0.481461637654756,-0.0316359176723489,-0.592501293729153,-0.0569446518102281,0.573551942533044,0.369182304399305,-0.339639348201462,-0.590086338181646,-0.108914495192591,0.599391966891375,0.581650093469019,0.595640735940913,-0.279040063662673
