group,AR,ARID3A,BACH2,BATF,BCL6,CREB3,E2F2,EHF,ELF1,ELK4,ESR1,ESR2,ETV1,ETV6,FOSL2,FOXD2,FOXK1,FOXP3,HEY1,HOXA4,IRF4,JUN,JUND,KLF4,MAX,MECOM,MEF2A,MEF2C,MEIS1,MITF,MNT,MYBL2,NANOG,NFAT5,NFE2L2,NFIC,NFYB,NR2F2,PBX1,PBX3,PRDM1,SPI1,STAT4,STAT6,TAL1,TBX21,TCF12,TCF3,TFDP1,VDR,ZEB1,ZFP42,ZKSCAN1,ZNF143
healthy,0.0418198563383345,0.0506834989517435,-0.221245685642363,0.0735382557121225,0.0973061612814522,-0.135647910333773,0.0709774688348479,-0.0322109358454086,0.169964209438129,0.0492625657547028,0.0850853877759055,-0.108379888693336,0.136547249708939,-0.091237922071373,0.0489377563642474,0.0857729824997215,0.0633126576917909,0.0912481352984423,-0.0718268928608173,-0.0447408392801353,0.0958980305803152,0.0835942566237974,-0.0363461420222996,0.0616327976113049,-0.0718480385562986,0.0072139906693249,-0.0773984239994871,0.0931361438235647,0.103125399138618,0.104571361934392,-0.0570523810431564,-0.0407245956213606,0.114465965088719,0.0397294532993189,-0.042999987533771,0.113216067483021,-0.0894326263006846,0.112407496365329,0.0327926582435491,-0.0816535996323745,0.0727899570189654,-0.0888985176794442,-0.0790305264548044,0.0244117704194972,0.151934842847292,-0.0618438230213128,-0.134932121349315,0.180611139037134,0.130215624319089,0.1035924744667,-0.0487910311302951,-0.0759628182790512,-0.0880009044835003,0.0216618230690388
healthy,0.035323805039984,-0.133184286262218,0.112907968404479,0.1049551753696,0.0348562105946405,0.0497870792261095,0.105177723493115,0.151262435457512,-0.120244128099372,0.086841638522126,-0.121228647657258,-0.117348268569168,0.116549455834949,-0.0645449837893884,0.0823474133634331,0.0718347867935049,0.141067264200371,-0.119176643934661,0.116084715340073,-0.0849249907353867,0.108495340890353,0.117657435423003,-0.0063185996590443,0.122933216250937,-0.109535079055305,-0.0446950181254892,0.010601352422557,0.112485603739564,0.101118045633694,0.113014038007497,-0.111371929586791,0.112807720060241,-0.0615031126858334,-0.0757650033250446,-0.120027881338456,-0.105369598317208,-0.104690351437753,0.117203250543994,0.069231490526798,0.010124389284673,-0.0674475314324876,0.135551564826099,-0.115224809395139,0.100008379014171,0.0335764872022642,-0.118616002702336,0.0971179606605602,-0.00060444403752,0.0701530031268085,0.0957731565285435,-0.0605751320205103,-0.0944079613205205,-0.116624852138547,0.112879248860869
healthy,-0.103412510751754,-0.035982143302174,-0.0213755911649226,0.0545545569587858,-0.037044858684509,-0.155759132664601,-0.160211719814239,0.0934095297968094,-0.0151701089168254,0.0189257222827882,-0.108267308411768,0.0025580605573432,0.0334478448677392,0.0993712727323216,-0.0271744732846921,0.0465473889659117,0.0306735549816607,0.0028372248569075,-0.0254240682034336,0.1075989056502,-0.0264688486165154,0.0336815043168795,0.122168133199721,0.0682687416945673,-0.0060058273637529,0.11573427102349,0.0206933606789684,-0.0300980444081713,-0.0763251709555668,-0.139786074489768,-0.0101358674399175,-0.0670862915675948,0.0428735183295653,0.0383317269554688,-0.172483679741961,-0.166491817010756,0.0847781803787702,0.0820003736642742,-0.0636877774725504,-0.0177132122574441,0.14685914376197,0.162763029087832,-0.0322882669606206,0.0224273453375184,-0.103767462275878,0.0329251637313536,0.106264744165947,0.11053226570728,-0.017051723358069,-0.0232510875226662,0.0378564759405386,0.0647412772242147,0.0502937011336024,-0.0877755877854967
healthy,-0.0926473937194634,-0.0440993781755478,-0.0044876885776251,-0.0548264885293274,-0.113113335662156,-0.0636031720782183,0.0095328809112881,0.0677523465983962,-0.032318412000951,0.0195862426615072,0.0072978741811304,-0.04372439437158,0.0385483508527664,-0.0042124862108692,-0.0079628905918621,0.0212281056449861,0.10220487755112,-0.0496073108754995,0.0249198871145442,0.0238720766579932,-0.0568746684792778,-0.0046966553520185,0.0594317390273002,0.0434622046843337,0.171795093910792,0.033846295502166,-0.0223757107094773,0.0047473626557758,-0.0908399219989857,0.013239690181778,-0.0460990239919018,0.0328501406418062,-0.0143812367112748,0.0071141293513332,-0.0173149637457526,-0.0392762443201573,0.0647325225133568,0.0485466984710908,-0.0991539573766856,0.0005825939933515,0.0465702594779109,0.0810793718791911,-0.0617605740255014,-0.0482693361049021,0.0196192616772266,-0.0479419908250097,0.0129150975840896,0.0499078273819494,-0.00321805671591,0.0287957426821058,0.0373428472668941,0.0517674288448353,-0.014334427943079,0.0489562422659831
healthy,-0.349700867640103,0.127673085316716,-0.416420495553001,0.0749529969691962,0.412872387482972,-0.326356424210994,-0.394994208020956,0.342790266342961,0.19509226226902,0.472542144743567,-0.333240941615531,0.330595755435066,-0.395182559343676,0.325045941499471,-0.0547647627683151,0.501180977918851,0.329748844047034,0.328438070220639,-0.355672623472374,0.306600146258415,0.318712096988376,0.0687325125895805,0.411209189991531,-0.236761921158859,0.3204078411226,0.323071425763028,-0.311401736747867,0.234828510842459,-0.36793397435507,-0.205375604036799,-0.321570321032777,-0.300928122299208,-0.227379463476534,-0.45178507208118,-0.0068392199303244,-0.640431410613067,-0.355545522718897,-0.310050439731174,-0.0758051484249385,-0.223090759170031,0.45541480876155,-0.303447372185687,-0.21120937141935,0.0303459890125219,-0.38117067650769,0.199409845170908,0.46284097449847,0.416065568300049,-0.0894590181903208,0.0898317616734898,0.255988137150993,0.309174766193707,-0.396473013351948,-0.351272422169578
moderate,-0.0620566553474197,-0.136454187403738,-0.0693179999302801,-0.328828682620085,0.0950792959699433,-0.0721816287798589,-0.13210192609664,-0.152022328371686,-0.159090491643266,-0.122579223811136,-0.172101821138376,0.177965442116085,-0.0437498852018981,0.136851913632847,-0.0327385504588749,0.120931500861974,-0.0211703989951003,0.132624651997754,-0.0610225671517384,0.161249576886996,0.0195681304721217,-0.0703066336997776,0.0750793484490756,-0.0178976803098674,0.0534884960117752,0.0748066218919728,0.236181198450974,-0.0678975491120367,0.0554657635507701,0.078886156641968,-0.258703866625042,-0.111136072019367,0.119670140535374,-0.0334430940647237,-0.0193294947346568,-0.0602157510869761,0.302942386908416,-0.0812497868035251,-0.31120372886732,0.106067903499875,-0.199669930618845,0.0876247700758017,-0.0740225330403024,0.0230567576817276,0.0857156841760825,-0.327862776063679,0.227738038787335,-0.100465645472722,-0.16471547688351,-0.0873520435186989,-0.0487953265082988,0.119863321846655,0.115204243162816,-0.0189204048990027
moderate,-0.0222980746101689,-0.158908684648574,-0.0174435266411113,-0.139759854436228,-0.013061633256692,-0.0315874214367672,-0.0330772007301594,0.204441911140719,0.0078205161590768,0.0330766571142888,-0.283054939953262,0.0017636257882093,0.0031041048657104,0.0845976182726196,-0.102948614535443,-0.098208031750687,0.132971101784707,-0.0043061754595851,-0.0275355223006574,0.167335876119246,-0.18325339535216,0.107232792967121,0.236440442079631,-0.0218252452918579,0.0127628192615321,0.0540034024462997,-0.27327672714017,-0.112986073874256,-0.174655430838708,0.0198322136062534,0.0358395071172271,-0.0201342698817844,0.0829021192019085,0.0126204889776963,-0.0735123199283635,-0.253878882029382,0.129751284397968,0.063891056783056,-0.145145262717784,0.200406689362926,0.106376345577836,-0.050867981423472,0.0620150384135992,0.0300433388008721,-0.212409320073975,0.0106288163317683,-0.0207628839767287,0.210289994772717,-0.0838405360985399,-0.0424637771381858,0.129013092875391,0.138468184297967,0.0019278171959844,-0.0658382888315621
moderate,-0.0299743364787699,0.105930377563716,0.131255982653482,0.148878114072989,-0.190877891748856,-0.0456899288439736,0.000609167811878,0.107953908077274,-0.111749960726524,0.141450640280573,0.140036589972642,-0.0516977292409644,0.140974083615434,0.114263012245833,-0.182820788353957,0.0660598756856751,-0.130012967923501,-0.12347722208955,0.168549860884153,-0.12199772529106,0.12311390815867,0.151463797139099,-0.0252006475898941,0.119286928528203,-0.121889168463046,-0.0998143327324603,0.18670087492187,0.0507708569856608,-0.0694087366822557,-0.181988102814182,0.0677963163432771,0.092869819677051,-0.108544176067297,-0.163874732223302,-0.176406876082381,-0.0720356557233235,-0.079051550750535,0.122619232656051,-0.14743766649321,0.118482202229025,0.0644152787904793,-0.165224273221924,-0.0955678082961712,0.22792372934228,-0.207958644800165,-0.106034873272984,0.129630285580142,0.159500126349644,0.0862992419400098,-0.0367773351655738,-0.0850420132944185,-0.0760216437723787,0.0873256116045869,0.108268488583203
severe,-0.121157845072272,-0.112205656808613,0.11932396356727,0.032206127128287,0.0177015046412226,0.0240760434666981,0.088484854353211,0.0382343203151242,0.0639255912879489,0.0505627329236199,0.264825861075991,0.0360457716938368,-0.0002657133897092,0.0916386943816063,-0.264413804458688,0.0169095295271864,0.0460415880334919,0.237688374677535,0.0706823441901984,0.14558482533769,0.135277097060007,0.0611660171315411,0.227360847022001,0.30728777898354,-0.070315625278699,-0.0213715632312668,-0.101934083916571,-0.0122532323621632,-0.126796937442213,0.0051472643462246,-0.09559197015917,-0.108374620668216,-0.0573725711143102,0.0622552698608459,0.066176694465345,0.0661198788593381,-0.0420188709596976,0.204156837023258,-0.196366786155195,0.0358067444221005,0.0545088350135564,0.0771596102224945,-0.11773054407153,0.0016921294374894,0.0851212556985982,0.0121743217982647,-0.0332302427739373,0.0541174386166197,-0.100752147143123,-0.0032806708256431,-0.30772336529626,0.0176251766048698,0.182686276902736,0.16993576451426
severe,0.0228118017229302,-0.0752369409516188,-0.112298040917909,0.0231510707287245,0.0417300877126973,0.0224886883840785,-0.0281431718139832,0.0732174825837957,0.412195686373116,0.0329898718967588,0.125481065143058,0.0099195795027472,-0.0693562781845178,0.196727556359859,-0.0023425717066748,-0.112831177927014,0.0063653327753785,0.0355747786075724,-0.353356747368221,0.017948945973212,-0.0017448120297991,-0.304421232199131,0.0279977708115,0.0480469534872481,0.103719381771396,0.0962716193108646,-0.0541053285907175,0.0248635714246385,-0.159731079061339,0.303532670517289,0.0607937747049477,0.019354488997217,-0.144286261464228,0.0060260637695842,0.159278720386947,-0.0281108604800981,-0.0007916276801866,-0.0312127485330744,-0.0329898718967588,-0.107015137827684,0.0806652450443274,0.0264306711180692,0.0038773600662204,0.321416993822731,0.0430386967350467,0.0182720593120638,-0.20554855051051,0.0411646393697068,0.045284334440066,-0.27241685598587,0.016704959618633,0.027803902808189,0.0310511918636486,-0.269411901934549
