group,AHR,ASCL2,ATF2,BCL6,CEBPD,E2F3,E2F6,EBF1,EGR1,ELK3,ETV1,ETV5,ETV7,FOXD2,JUN,KLF4,KLF5,MAF,MAFF,MAX,MITF,MNT,MXI1,NFAT5,NFATC1,NFYB,NR5A2,PBX3,RARG,SP1,SRF,STAT2,STAT4,TBX21,VDR,XBP1,ZBTB33,ZKSCAN1,ZNF143,ZNF263,ZNF281
healthy,0.126662126224104,-0.0427608625965602,0.0624838746891761,0.0284335204542248,-0.0188591636311965,0.411279605655211,-0.0002885314972199,-0.0192348511379145,0.0382419908319818,-0.0770796689809672,0.0923782404445043,0.0873773188310658,0.0031377618444516,-0.0251477825469025,0.0198014379509122,0.0279124759299966,-0.189374439869728,0.0278024760248538,-0.0780495887794887,0.0240696088734786,-0.0026375241805877,0.0308330025120431,0.0166587290207795,-0.0121803069567695,-0.0303238891944574,-0.0029488995734524,0.0734463255532927,-0.0440596180903499,0.0019766517346104,-0.0013690332109643,-0.0354905381782104,-0.0722561149394455,0.0240939077943236,-0.0126332563016236,0.0468878960746973,0.0693911703200506,0.0219567667801198,0.0451894451583846,0.152278717890544,0.018846941419514,0.0108851890259805
healthy,-0.117671860949143,-0.0694411631080828,-0.0177120786275702,-0.023041346080531,0.0267543100181367,-0.0659340362709704,-0.0489836685922509,0.0874771736096658,0.0948710881284957,-0.0562125608276964,0.0730068302098945,0.182317391959044,0.0854719585264816,0.1102924113213,0.085355619960903,0.0904697315200714,0.0711586936323151,0.0456370714135575,-0.0385901849452666,-0.0656093011700698,0.0309050530305803,-0.0507920045968423,0.0866907328024834,-0.0227955314248542,0.0574712582028216,-0.0787886343300035,0.0717699016448284,0.0043877970494381,0.0662509433132193,0.0946505002426997,0.096770147929356,0.0605946399908151,-0.107319369101463,-0.0846878457158721,0.0735083569101869,-0.0825506019147685,0.0045233722182771,-0.0625806388917613,0.0934804164915112,0.0815028400887714,0.0384115690678585
healthy,-0.0300541577081663,0.0255146747261965,0.002225867084029,-0.047496978545966,-0.060809233783882,0.0360583472314166,0.03306736497607,-0.0346574068787936,-0.0182048953391509,0.0168129012351571,-0.0076245941853193,0.0775598891653648,-0.0112864747833456,-0.016611162449763,-0.0030228126212943,0.0161207094146498,-4.53464075898885e-06,0.0054939809214195,-0.0661381045685188,0.0450673865741949,-0.084568554345112,0.0155016606465399,-0.0237881893497828,0.0320635308482076,0.0143388065098908,0.0620841533061098,-0.0070564195167323,-0.0264095280787639,-0.0207124813743638,-0.0269503367176543,0.0348151262541843,0.0047717514999157,-0.0096083237561072,0.0313175033507825,-0.0596730865721681,0.0396303171519134,-0.0154554881609823,0.0319279398166757,-0.0439412050264747,0.0013028040476701,-0.0563867111388528
healthy,-0.0532623311540286,0.112143045663426,0.0537754203858232,-0.084265269713869,-0.132244109144412,0.0148584909050716,0.0333570504732202,0.0248764961263383,0.0419368384983914,-0.0332591183980345,0.0480884723752957,0.0209814759553294,0.030172122587093,-0.0290281761593527,-0.0108217586961503,0.0295500512120971,-0.0287516939667476,0.0181778228700186,-0.0426236917445263,0.134020417746686,-0.0087223949152173,-0.111269778447787,0.0610706752896919,-0.0094032011302664,-0.0008898355384795,0.0736607838274723,0.0007466185219785,0.0014184084238615,0.0032438661016653,0.0349610729230117,0.0693178630467778,0.0992033211086525,-0.0639398966313502,-0.0428906017309732,0.0150871527419824,-0.0278476221443217,0.0093564383270938,-0.0339668922023878,0.0360160222385384,0.0152265462993663,-0.0018145838685419
healthy,0.0392352653395043,0.0059251153481313,0.0754615164842743,0.0114710037662023,-0.0799725943038882,-0.0421158139682082,0.026905686428006,-0.0084870962512771,-0.038066185927859,-0.04201673115884,-0.166374942111389,-0.0789956940033849,-0.0125522403419219,0.189170768902229,0.0238297821739263,-0.026572824388396,-0.0175562276490772,-0.0045110167328017,-0.0167987511779516,0.0203369604266666,0.0172963643500314,-0.114798247018822,-0.0946252435960668,-0.237853903875096,-0.0750349472747686,-0.149066238225296,0.001003534150617,-0.119428627382638,-0.0211136792436313,-0.0111827350994893,0.0546641447541501,0.10406333933948,-0.0284480062621172,0.0463275664081031,-0.064743896372781,0.0203093491875579,-0.0131960953423787,-0.210060687152817,-0.0990002199981269,-0.0204733672782814,-0.114223908810635
moderate,-0.0862113505828988,-0.409806015074365,0.0329441363759371,-0.0372162548389152,0.0936326306557294,0.119753583543653,-0.0496053983815518,0.0813411355351037,0.0399137924969672,-0.12428202911441,0.0160875775263005,-0.0538042805280218,0.0545488497458551,-0.0820246744891802,0.0264261042067076,0.0032712221373661,0.334238342490658,0.211335597337153,-0.0158922806822787,0.0247294628742677,-0.0497274589090655,0.347286612881868,0.106131628673128,-0.0682196288273851,-0.138770613730281,-0.140503873220975,-0.261380413617754,0.0889455063992048,0.0221661917964808,0.0329685484814398,-0.183310500220016,0.0044307971487458,0.0295142355528032,0.09211908011456,-0.119973292493177,0.04074380408406,-0.121376988559585,-0.0556718065989808,0.0597730403234398,-0.0420620577812076,-0.0456994615011147
moderate,-0.0079723492825288,-0.114641376719754,0.0539645961242121,0.0676776711110227,0.0255759831328028,-0.120390358796643,-0.0609079795668026,0.0797586132162321,-0.0776807389050066,-0.173787236881982,0.0333245477488252,-0.200478241081656,0.0640666787747698,-0.146805123664038,0.132624331330463,0.0533004099705641,0.155799414708317,0.0401565933906511,0.128130523272376,-0.0633718701048074,0.12574020071119,-0.0471681432528575,0.0569639185873106,-0.059207187347818,0.116998242487461,-0.0305861636289686,0.0386569526973423,0.161142971921327,0.0445878214304893,0.0574546182249913,-0.387056529727846,-0.184822207484269,0.161149297699344,-0.0432181467219135,0.0370792461525841,-0.0212662593226867,-0.308754940356263,-0.0151100450167691,0.0010106457295745,-0.0548843806786193,0.008500716052953
moderate,-0.302570094165867,0.110669735633833,0.192330687759439,-0.321902850031184,0.0578612576603167,-0.054970332068497,0.114081745579224,0.131337819998721,-0.0268113610597579,0.0590374058155762,0.0926879392037002,-0.0537648360341261,0.135089404045352,0.276917176834296,0.0582799434356837,0.165770697664245,-0.149763503100414,-0.0831658284267825,0.0238365388135218,-0.103962469262125,-0.340053396766207,0.144085645488409,0.135119868419864,-0.307574226553053,0.210636905853228,-0.0868593547125628,0.253123383844697,0.135957080471255,-0.0783479912722167,0.0937854541828622,0.189832290050735,0.0567438052632801,-0.215993691287781,-0.339518754968482,-0.0364577218248703,-0.0600448036659449,-0.167156587455545,0.106089871499019,0.134185042770559,-0.137964698701558,0.206663777219174
severe,0.0676285407750762,-0.0033894188761142,0.112589004733278,-0.0219381067915524,0.0566839761286428,-0.0012012684707591,0.0323761795803194,0.0403653774347996,-0.0067512695793154,-0.0255501240000167,0.0162027537119219,-0.0362521473805033,-0.0391943166428705,0.0107043696079685,-0.0190592856711979,0.173219922043434,-0.077699722241353,0.0391951964781763,0.0097878744978312,-0.0064186918337488,-0.0193625355732401,-0.053287811848518,0.0131878513976142,0.0397600507444561,-0.0181844360988652,-0.0279963594283864,-0.0310719703787896,0.0090271102368084,-0.107325536655955,-0.00131652689581,-0.0018761021502554,0.0341962655494433,-0.0605801801408586,-0.0461004372359948,-0.0079991693212784,-0.0627985382250437,0.0132142464567862,-0.0926264214815286,0.103164795495149,0.0378546207506762,-0.0440853211074337
severe,0.0846457348820893,-0.085517015509153,-0.0478711167171575,0.0955285230918278,0.117918791281652,-0.109567648667533,0.02793029783738,0.0325661683436432,-0.16523097325692,0.0,-0.0012000657693518,-0.101676805252617,0.045273714093081,-0.0323031402298127,-0.246819006315729,0.100789085368438,-0.0481341448309881,0.0401282266162711,-0.164211739315826,0.150517838139524,0.115370706428919,-0.0143514714608786,-0.184333390023862,-0.0639322709179346,-0.0028439914807926,-0.010060825354018,-0.139552853644214,-0.197057375030415,-0.0522275198524758,0.165066580685776,-0.049580799457056,0.0326483646292153,0.0570277829298831,-0.0708038803917574,-0.569307913129081,-0.277346706777186,-0.146638173460524,-0.0456518170067124,-0.218494166307603,0.171625844274425,-0.416307747165281
