group,ASCL1,ASCL2,ATF3,CEBPB,CLOCK,CTCF,CTCFL,E2F4,E2F7,EGR2,ELF3,ELK4,EOMES,ETV4,ETV7,FOSL1,FOXH1,FOXK1,GFI1B,GMEB2,GRHL2,HOXA1,HSF1,JUNB,MEIS1,MXI1,MYB,MYBL2,NFE2,NR2F2,NR3C1,NRF1,PAX6,PBX1,POU2F1,POU2F2,PPARG,REST,RFX3,RFX5,SMAD3,STAT1,STAT6,TBP,TBX21,TCF7L2,TEAD4,TFAP4,TP73,VEZF1,ZNF250,ZNF384
healthy,-0.611918729943566,0.377565760627625,0.537076366954602,0.627730270227251,-0.666800850803989,-0.659701325890512,0.604497511173385,0.498204690838371,0.547817351435311,-0.601080519239202,-0.576121671585455,-0.669312504312875,-0.612085177791745,0.555129998528854,-0.658917053501466,0.640169913162023,-0.664222129870513,-0.461550548133469,0.549925595103356,0.532026491470985,0.548090503986852,-0.468444705986639,-0.581258433133048,-0.692265217375414,-0.633467622716245,-0.650705674195754,-0.551079528200955,0.679006834852663,0.594425764805285,-0.545821269777125,0.619856813084408,-0.38294451063439,0.615339743050959,-0.653770095407522,0.621341918518418,-0.654493762971779,0.655188995096915,-0.623890767879485,0.688238874086767,0.49292216176196,0.552579282194511,0.619094944374668,-0.636386420012523,0.0061584267692871,0.479713613064332,-0.632908105186905,-0.01806296644063,-0.643712279532324,-0.657930860772006,0.54208086062629,0.517272232514559,-0.63098411741982
healthy,-0.646421642830038,0.637925290388236,0.652990951445809,0.667664558004284,-0.632771488581933,-0.634679738001751,-0.669525018398982,0.624902465811922,0.519062590141681,0.700996357785929,-0.585294303275756,0.0417682052349859,0.562570426055996,0.558243730761257,-0.657181002381817,0.578814646366741,-0.718659821223478,-0.300559049147062,0.690464236674525,-0.474944028935639,0.565998639896086,-0.660940653451813,0.671708454558925,-0.722896181257846,-0.669231534985859,-0.663953492332553,-0.636681448446534,-0.612276049241231,0.618014369026358,-0.588951666851768,0.561496390778057,0.509753658361762,0.619012702400458,-0.570016833507484,0.646570504880097,-0.616590181749614,0.596911250521208,-0.611032651941201,0.703816733186942,0.628307803833432,0.627343150406907,0.646509821246476,-0.695377785975981,0.609032666971565,0.640094106464532,-0.65425239987045,0.527674423325896,-0.669123699425634,-0.649067977516736,0.678834242182387,-0.673683513049134,-0.68053189072411
healthy,-0.476742369851064,0.502724805934259,0.533761111545934,0.582209182646018,-0.561498858620204,-0.545451028081646,-0.614276876132853,0.473170765585178,0.444512207304319,0.595597002565853,-0.477438401976915,0.303679814864807,0.512502823613413,0.426809641859394,-0.52520555672727,0.212074687953308,0.4373463336195,-0.371818482370775,0.243446170580452,-0.609232079474501,0.410361898611004,-0.335805954317087,0.578961495163728,-0.56954668166827,-0.615984933301274,-0.566431674272676,-0.586157711045549,-0.537080922387943,0.428789314885581,-0.310403228674909,0.455811607423465,0.533315306795082,0.547921597852997,-0.608115061068053,0.494925695279125,-0.479994559723877,0.511219540180755,-0.520384364612999,0.638966096288606,0.579464137275472,0.495599292052577,0.517167989597124,0.565223229251866,0.538437793095576,0.518365659520766,-0.51179542061093,0.482477070617919,-0.593102133503495,-0.574685985971928,0.402057260569291,-0.437341371627676,-0.136666140690327
healthy,-0.150956892182213,0.0696197233395878,0.0748812114461447,0.226376687026922,-0.239404686775645,0.422607026159167,-0.310889768494813,0.116630490903626,0.18696142606477,-0.141940742421481,-0.109332717927986,-0.384507726354477,0.0361224647815641,0.118063964022622,-0.24494554071856,0.0526098930912659,0.194247455699335,0.33266151700342,-0.456563531831564,-0.309297819184379,0.119683903593056,-0.156643470907195,-0.0545571406552708,-0.380122131772253,-0.0772255200931863,-0.0819272553669325,-0.274757746702117,-0.1606705990212,0.0798153522837429,-0.183406401208881,0.0628896630087692,-0.251103267000544,0.148072101826177,-0.0700567798596213,0.127056195071933,-0.110377220693917,0.118488413143039,-0.234523790272667,0.398730339402881,0.291798905618437,0.129607118444566,0.192641576717881,0.281790999938144,0.241918900752095,0.137198042917828,-0.21186437871506,0.13023413692559,-0.281749800055908,-0.207658390483134,0.131384277394017,-0.0207268268052015,-0.162767381079927
healthy,-0.0658803657373125,0.0019051485011853,-0.0687369904540993,0.274232967663128,-0.0403229656108126,0.040620128554242,-0.142576029390837,0.0736612728507807,-0.140370366049933,-0.114192807318621,-0.0073288634449529,-0.190621532886634,-0.103859777928843,-0.013622222101814,0.0286596379334413,-0.0833911342824547,-0.10279086976049,0.242063836523611,0.0895853808335239,0.137747796160234,0.0587347007619573,-0.0721024677023711,-0.0199996093311656,-0.0744148138113751,-0.174933213470439,-0.121381526823898,-0.0704687650092931,0.0036107435905344,0.116034038625051,0.172898670214228,-0.0002264263734649,-0.100201529877106,-0.0301946330599348,-0.0015476514245508,-0.0123442827459106,-0.0198673828016894,0.030673954229286,-0.0375679958176922,0.11338476914767,0.114038504506689,0.0292215428923998,0.112205595149666,-0.0669831974077645,0.0159428901602256,0.0722086881399485,-0.0224275380708306,0.136692237785723,-0.0748954641809789,-0.130825552409947,0.0178456114261671,0.0553426972999488,-0.294685892071746
moderate,-0.34468856644679,-0.115935155728417,0.370820842927947,0.319391980743337,-0.455349835780782,0.321187586603537,0.218962276876903,0.340047094694951,0.289092543492281,0.335902520162287,-0.398409931710776,-0.264360613719708,0.112919893057514,0.244563776783032,-0.169024106349817,0.341402268929065,-0.318364306949134,-0.3177657716624,0.113450669632542,-0.332062859832299,0.149498304259964,-0.359143758277335,0.436128947893605,0.436309637791486,0.161378665045693,-0.347681242880458,-0.366981182597959,-0.26406699263565,0.137482426050823,-0.193665691173449,0.173473595085157,0.121502663206901,0.308121448362959,-0.364316006604202,0.0604520639600835,-0.303400924780796,0.311351280287596,-0.239301183507224,0.306619463586816,0.379527837382127,0.290922028708334,0.18083670842384,0.165410308392181,0.267488807576786,-0.408980290736862,-0.320171205927952,0.266077167749585,-0.274682524136206,0.23046996474825,0.284541416689382,0.316478356139993,-0.259030261732194
moderate,-0.512933195754907,0.450474686276083,0.286543886154312,0.514535338114338,-0.503898717890754,-0.493877447963121,-0.541710244466727,0.465652553394799,0.439664895445032,0.67581423971516,-0.434866667622748,-0.549837602283341,-0.358259993817664,0.434265666024815,-0.536935125396641,0.474808241015244,0.398783637035373,0.729795704711279,0.469683493292671,0.420659445447777,0.460581468255779,-0.508299146431495,0.574256707750301,-0.639419173290588,0.0732180218532121,-0.551581993999392,-0.542573506229761,-0.526621060810418,0.393931572588724,-0.449048692555783,0.507435033802271,-0.695341367376028,0.533378814129666,-0.617297406535763,0.48024459914192,-0.493647424023888,0.540056005891046,-0.0902393679233411,-0.408661477996442,0.601120119725796,0.458744100070637,0.526692030785784,0.399069934170333,0.530565386397754,0.485548976319856,-0.525805679608421,0.56040464485805,-0.522797983655111,-0.513674242192514,0.513900398558157,-0.314322733460563,0.276489026350055
moderate,-0.27981268563157,-0.251515180542192,0.195146886049033,0.368003844199102,-0.350901028226712,-0.179886232141575,-0.284864296476689,0.314087311246264,-0.13883422158702,0.37210632590946,-0.280168375970383,-0.436444787798019,-0.402012595558791,0.269188126638263,-0.219630315399585,-0.385366474171709,-0.245773943780229,0.454576293173181,0.300248175564872,0.228029983929314,0.160368326939899,-0.232648053470245,0.531064633568279,-0.401201142981559,0.149816024830624,-0.238455486861449,-0.22732342037729,-0.179305069246354,0.0928303613046536,-0.149034251962748,0.240505562283015,0.183021559343949,0.152327301180804,0.241297746357838,0.248817590205015,-0.202998179215864,0.220758299746219,-0.305198626772348,0.304513817981107,0.351164260832195,0.205732286472928,-0.308754131640144,-0.339525153030626,0.157268739701669,0.097176030162343,0.326042950817235,0.0771395846982727,-0.206714824704608,0.017086966075248,0.238368778600612,-0.381957969330351,0.0037478791095834
severe,-0.383109213189864,0.397107858700955,0.303715439530628,0.44511691399859,-0.25050808601409,-0.208623455965135,-0.478317640462029,-0.0388562374717732,-0.468000385569453,-0.497731774537065,-0.229135528617536,0.448315691117151,-0.514411479314017,0.305876783135095,-0.275109958462082,0.330889062568855,0.326568658569857,-0.310627286805549,0.360663547123986,-0.449659360163742,0.0541537440344857,-0.458915778640392,0.446213140168504,-0.303491684957024,0.220925391093477,0.425156521946669,-0.457151142762085,-0.428168646653065,0.406471302643296,0.224433543158195,0.314592651659697,0.389503342612084,0.392887915939084,-0.374963861747703,0.259561869609032,-0.225191283455284,0.269291768745898,0.586152504074511,-0.294621414360586,0.424218408064735,0.371089254488461,0.399505229132425,-0.402154323459199,0.340495097566762,-0.339965963664387,-0.360149824888671,0.192107286099758,-0.373961817987597,0.471683773996662,-0.464767931104355,-0.268542875887305,-0.0588491652652645
severe,-0.446299946147814,0.514430588204478,0.488835345816721,0.449823112761842,-0.0972812260960215,-0.0600386201075496,-0.313159640678875,0.420752966316413,0.389414479722225,-0.478410633643706,-0.413674458050785,-0.341087573290532,-0.487757482058091,0.476367518757945,-0.550466630284036,0.465090168089298,-0.558124289225943,-0.479729810184118,0.556740762610388,-0.0057915067627861,0.474565716653967,-0.46673109500542,-0.444996857126187,0.270350753190614,-0.0279761951680141,0.456853358471113,-0.529215017968368,-0.398326965129402,0.307834671960869,-0.350273546517062,0.378298004241433,0.257722050943983,0.148294748164896,-0.40730380061172,0.440315389159601,-0.406354637003375,0.417953738047733,-0.414044470982852,0.579617214323393,0.576335360491148,0.393484621974961,0.481242036949957,-0.19399938903455,0.5312903078917,0.220978158037862,-0.463336628541676,0.200176996248188,-0.514575375873548,-0.258140326432406,0.551431881411168,-0.610794825729725,0.61357796647962
