group,AHR,ATF3,BHLHE40,CEBPD,CLOCK,CTCFL,E2F2,E2F6,EGR1,ELF1,ELK3,EOMES,EPAS1,ETV7,FOSL2,FOXD2,FOXH1,GMEB1,HEY1,HINFP,JUN,JUND,MAFF,MAFK,MEF2A,MXI1,NFE2L2,NFIC,PBX1,PBX3,RARG,SP1,SPDEF,STAT2,STAT4,TCF12,TEAD4,TFDP1,VDR,ZBTB33,ZFX,ZNF143,ZNF250,ZNF76
healthy,-0.0884539957656529,-0.0711936731278049,0.231779873412541,0.0237501061859923,0.0709849189029067,-0.0397120408038295,0.0210926591522329,-0.0364036026334729,-0.0276168037608116,0.241034068969185,-0.0373934599602114,0.021890583358972,-0.0463123835798985,0.0166961686581644,-0.0283662774346369,0.0439968219089545,0.0073308387930854,0.0956351698561771,-0.0051658044454668,-0.0845923301452906,0.0339832325396978,0.0155389629032018,-0.0219759828146122,-0.0024817599381494,-0.0056126420012406,0.0254450122172079,-0.0682836219803085,0.0548934474003358,-0.0581357513121158,-0.0174315528595104,0.0308471747520223,0.005339910069676,0.0845855729493056,-0.0739184045811596,0.0323850838041823,-0.0780752302729517,-0.388161660093335,0.0261924731092505,0.0373752011540391,0.044557525405582,-0.0039178797401524,0.0694133676409491,-0.0796295291196284,-0.0648056788298176
healthy,-0.0447875952685462,-0.0534436061707591,-0.0294739073545142,-0.0106164782014105,0.0203176083532697,0.0623373643614601,0.0435064611452827,-0.0205877118210379,0.0768954795189722,-0.057415913533209,-0.0645629044621662,-0.101293771111132,-0.0921607064585592,0.0673327693152941,0.0205991257697832,0.0556423071672353,0.0055718660021101,-0.027114444921157,0.0649630523185283,0.0696858484661655,0.0578180603298068,0.0148097084386988,0.0150999945397124,-0.0692967547493063,0.0068410531258987,0.0629492666201133,-0.0940170023189456,-0.0540469729546063,0.0378827826122659,0.0186815090861028,0.0498703205950053,0.0592383873248091,-0.0069341037938658,-4.65619812212118e-05,-0.109084614026841,0.0543415101351877,-0.0721810256152516,0.0153269208983917,0.0406294131167221,0.0166288306738371,0.0551786396533199,0.0597272814644977,0.013145204230784,-0.0926410517971736
healthy,-0.0516553388115573,0.0349585423619396,0.106230948809734,-0.103420674971303,-0.070939929407628,-0.112136451188227,-0.146545305691855,0.044784548004792,0.008226018596139,0.0048083213143402,0.0023417454240428,0.0303575175018564,-0.0241572656108963,-0.0170604170600695,-0.0353620595340512,-0.008785099908609,0.0051884317065911,0.034949721054535,-0.0609105213242423,-0.202621972585455,0.0204799076376621,0.125046669411266,-0.1312809768433,-0.0711671741427149,-0.0564693218169036,-0.0566955418115369,-0.143254326106646,-0.214838808720077,-0.0912902842334453,-0.0524815443417663,-0.0187474216503,-0.0417737409990978,-0.104396800029872,0.0067110423095547,-0.0225031295707147,0.123781490689251,0.0816987904433965,0.0048739900984077,-0.110276794910575,-0.0389537321263579,-0.06276384129009,-0.128083419429443,0.145002601636497,-0.117938702426518
healthy,-0.148192399554026,-0.0102239462939794,0.0537219746817548,-0.170468747313267,-0.0689946190906248,-0.0087336372063504,-0.0152662551162042,0.0836082855265113,0.0971496156766654,0.0203890348446162,0.0447669603165602,-0.0440962554936635,-0.0284201916717467,0.0015990322364883,-0.0404372679736484,0.0562928367380713,0.0043615336326986,0.0660046141767591,-0.0075563508725714,0.0853368784198326,-0.0708476322839225,0.10993800844091,-0.0251757982535971,-0.0371503055644461,-0.099646751080164,0.0505359657260096,0.0250184849284157,-0.0655270211233418,-0.157948796867832,-0.040980449877085,-0.0348156632830636,0.0428487658207179,-0.132781951511983,0.1698430041795,-0.0178030540916628,-0.0106333474522174,-0.0024521605676766,0.0436254987204647,0.0309858607844356,0.0705748515565123,-0.0074213606316419,0.0285264300956805,0.0440907338827178,-0.109603175323824
healthy,0.0053377708442009,-0.0936292049253939,0.0102644378497141,-0.128465961399481,-0.10059887344621,-0.134410694078878,-0.06297154807419,-0.0070398839618953,0.0220518404653816,0.0396162388734247,-0.0453681993095285,0.10341762167539,-0.0808481315527676,-0.0188122071420409,-0.0438437789996058,0.144862838878872,-0.174986485758621,0.070239370221677,-0.0839195039932578,0.0810058542972805,0.0320566674927321,0.15772303562167,0.0029715803459552,-0.099501509736879,-0.355044727145615,-0.0801253084176154,-0.0446084635793149,-0.280161589444297,-0.0465798523313289,-0.0694890081946257,-0.0736032487782367,-0.0547155280150688,-0.0720853493052965,0.0958639889140917,-0.0853426766646763,-0.0299103805773675,0.0815827154831918,0.0007806373416126,-0.0656810722839132,-0.0074940719020743,0.0118708926177463,-0.0426223447223316,0.0302840478251651,0.0295481247942892
moderate,0.0765959408925476,0.0586352792204919,0.131983135740084,-0.0866683976588548,-0.186374402278143,0.112087204284839,-0.0956770219127655,0.0117474271049741,0.0609553394868885,-0.0945000157288375,0.0998418130251263,-0.160536853067492,0.156021223573384,-0.0364645569674628,0.0215935365282182,0.116557564310335,-0.152626013427437,0.0105025167181271,-0.0044590426583427,-0.104391394620694,-0.021797249136975,0.13770972351958,-0.0984950463339009,0.0027274854839101,0.244341956836599,-0.0833976785515932,-0.0713107304320246,-0.137596549848049,-0.255229264037933,-0.0334201852032643,-0.149434515890248,0.0421571926454994,-0.340709338145707,-0.109382353535235,-0.0450091691680942,0.276087171701197,0.0569376741475187,-0.116195408561434,-0.122046487379615,0.0541875539293023,-0.174977813554917,0.0510300084935722,-0.0013580840583785,-0.227965726565985
moderate,0.0837222057066069,-0.0955767085086408,-0.0054495118737747,0.093767326221958,-0.35338253754129,-0.0518621858720933,-0.0298291038560911,0.0361805369756888,0.137009009919181,0.0347770318400695,-0.159206387534845,0.322058018313739,0.0465929691458846,-0.040405018089615,-0.131335620594227,-0.0864273689767815,0.0599485045940658,0.371120767550466,-0.0544075667322687,-0.0215433331428758,0.123511396161223,0.250353022675985,0.119888312097322,-0.319552849392363,-0.296120852910056,-0.0357770810637148,-0.0696184880098345,-0.311422037980881,-0.184809266984865,0.281553593832063,-0.0298943610920333,0.0160907995627173,-0.0730248033805244,-0.220381317522475,0.122929097845137,-0.004032370319603,0.0280595267400409,-0.130831189327262,-0.0745025533915864,-0.353343739606118,-0.0731139630887589,-0.120820721585761,0.362077594510207,-0.0192909415824517
moderate,-0.118168774916648,-0.0349119341879713,0.101316096730252,0.102414450067388,0.0607079892196047,-0.0546786972000614,-0.0672688636103461,0.133193522901643,-0.0080342599509228,-0.0903705670412145,0.011510267536168,0.0584405925683457,0.128525951301641,0.122780201158821,-0.095864054058191,0.0811201892560945,-0.180393783553912,0.206649636223474,0.127424470089418,0.0827745223901142,0.0983266301149385,0.0474192119084252,-0.0712925621234922,0.112507790188712,0.108107026333713,0.0715391950741775,-0.155537654986209,-0.0163692650915527,-0.13355541804932,0.0762300693435846,-0.0326382817865364,0.0723788731415392,0.105679326084196,-0.0204006268986643,-0.0829587542327948,0.0778609434144447,-0.046597831910328,0.170362375359329,0.0449506928890106,-0.102970117076763,-0.04843467655573,0.108608581104066,0.0333239120058163,-0.118433393149089
severe,0.0950003065450177,-0.0837980454814993,0.105738164469901,-0.0187204477515632,-0.357977371733441,-0.0583693301156709,0.0571870311713427,0.0280439480560743,0.0157822762633742,-0.0874864066551757,-0.0978241634144658,-0.113502127588239,-0.039145040682007,0.0057217324545309,-0.109917792717617,0.0520623068131864,-0.0436344615465106,-0.0688859892532905,0.0436824736863817,-0.0401330047744755,0.0952443682560296,0.323860459556755,-0.0560121626772327,0.0437719248755465,-0.057802043820169,0.0028790136729905,-0.0044679868734896,-0.0555231818955683,-0.119463634955579,0.0051915984101198,-0.226846501002615,0.0134545448392618,-0.0123845600078466,-0.0061798482891352,-0.079292620570372,0.06913662405488,0.0660166923228929,-0.120096937943404,0.0675345046732257,-0.0911396160835893,-0.0132282018941547,0.0645271728406985,-0.125558604640299,-0.0800891076764495
severe,-0.322544099430901,-0.15833307774707,0.19424666927277,0.117155173794492,-0.205566555810322,0.0387556743083089,-0.180924406229289,-0.154602844094895,-0.0233341455731276,0.425876416055429,0.304668044656193,0.169297703936796,-0.29756283769967,0.147239265976317,-0.114216201826112,-0.07717223646642,0.153375581075132,0.202934399596882,-0.369406168948697,0.164824653193712,-0.375397150268857,-0.138438498268805,-0.152196762648255,0.103671428774726,0.159964045707545,-0.184654639881463,0.0985524501265037,0.180520701288577,0.106868771905162,-0.210653238063287,0.187173758711503,-0.0800950602371717,-0.207100634585025,0.342551716292565,0.160028638498059,-0.117025988213464,-0.100328751865635,0.139778798671967,0.0122726301976311,-0.137727977573153,0.178308398213478,-0.224072390292539,0.160609973612683,0.143831996276711
severe,0.259414340843971,0.302704586037354,0.0052340850611646,0.350847264256191,-0.269991554405075,-0.302104847124095,-0.320206057960623,0.329420228537048,-0.359461695919358,0.29518058876193,0.201021579380354,0.371729082781462,-0.352919089592902,-0.304885454812839,0.025734251550726,-0.324949447547303,-0.224902092471917,0.215251748140395,0.245129650364543,-0.325876316776885,0.364368650664199,0.254998081573614,0.383015078694598,-0.145572990763641,0.174578545477595,-0.338797964271635,-0.30543067200671,-0.173978806564336,-0.301123456175127,-0.382360818061953,-0.302104847124095,-0.39839020356177,0.189626540028443,0.136685950503539,0.173324545931691,-0.346703613582769,0.280786854843727,-0.0875618813357331,-0.436500885413374,-0.206964446793551,0.312627538965812,-0.420689586791106,0.272881205532593,-0.147208642345255
severe,0.0227392591833646,-0.188862909496676,0.360452902140615,-0.181319453544041,-0.231019094585923,-0.204573446636327,0.10654112263494,0.187283234759569,0.231225873319196,0.152096083462659,0.101433053293945,-0.0701100540519453,-0.0823631536454194,-0.15236715288829,-0.413185860825633,0.193765469362702,-0.355015024307085,0.145214760937647,0.0934746602461727,0.146712529884542,-0.337483576093356,0.251241756700245,-0.143029881767111,-0.19095379733054,-0.143208902373126,-0.176493832805298,0.112468029137479,-0.14597968221384,-0.205762024260356,-0.0681013479340118,-0.149247260791789,-0.16843121709522,-0.189035826625803,0.236768878851388,-0.427096302727393,-0.0980208675655647,0.151327508929956,0.435720603866615,-0.167382831810131,-0.0816103731008299,-0.126072491491733,0.223843193764083,0.20252059240347,-0.337510385036143
