group,ARID3A,ATF1,BARX2,CLOCK,CUX1,ELF1,ETV1,ETV4,FOS,FOSL1,FOXO3,FOXP1,GMEB2,GRHL2,HEY1,HOXA4,KLF1,KLF9,KMT2A,MBD2,MEF2A,MEIS1,MXI1,MYB,MZF1,NFATC1,NFE2,NR3C1,NRF1,PBX3,POU2F1,PPARG,PRDM1,SPIB,TBX21,TCF4,TEAD4,TP73,USF2,YY1,ZKSCAN1,ZNF281
healthy,-0.331789509308479,0.274193668236851,0.345327431360023,-0.397590334848149,0.379552008903993,-0.226014253965766,-0.285577051257116,0.412851485030417,0.389768146002462,0.417934360185928,0.433413901101221,-0.40831883359384,0.280200924998658,0.365095031849396,0.122740198751975,0.451461872516116,0.311675823570463,0.334076781534121,-0.389511749235477,0.230564612759075,0.426532649520564,-0.289374343521452,-0.364478585495532,-0.325858120652343,-0.311839940535294,0.343735352838915,0.471571239386637,0.369128710127988,-0.534567824261447,0.354962680780341,0.437010509989263,0.419078716109998,-0.244644552681311,-0.402648736421184,0.395011107179808,-0.0356010006148011,-0.138031581006712,-0.370352965100726,-0.243209105088041,-0.337164339906688,0.381639749451341,0.283397894681113
healthy,0.223597672996569,-0.0216011312832314,-0.212765729290728,-0.270485598454828,-0.202094941403274,0.217622071235444,-0.194296419404168,0.329455744849639,0.316186482679267,0.34974457590605,-0.0490234666564236,-0.19907659556342,-0.449895439083455,0.369564088961496,-0.235590038567385,0.248083546747637,0.396582268469223,0.152041883680672,-0.0830117619413215,-0.230450547582622,-0.328281666728589,-0.193234697146905,-0.228062322325628,-0.240751250263982,-0.238034741674049,-0.249538647824943,0.275435281476322,0.321559569622617,0.131870093870195,-0.396850501598536,0.216116850565323,0.305002808735232,0.349706546332034,-0.271251448493495,0.262841993984364,-0.284013269781133,0.387800149461122,-0.209931746240296,0.34381029614964,-0.137658426971889,0.159494460522244,-0.387600270925414
healthy,0.259844007898198,-0.517397574978462,-0.430193221269013,-0.307039889050503,-0.195210321227033,0.303265546364988,-0.26431961881575,0.410339343598358,0.385932693585714,0.456544986470385,-0.119687087257911,-0.31027847698554,-0.270733118530304,0.342805185353788,-0.272510665339353,0.336126894892214,0.404324605426227,-0.192790456075789,-0.37661974118474,-0.379548621724665,-0.310693694837081,-0.261680410414258,-0.28373286639477,-0.24991986886156,-0.242746998670603,0.17150171154396,0.347570922199775,0.324388965780921,0.332597367631569,-0.291136749944886,0.358756160775244,0.353473873914133,0.0390383722784495,0.0837897551882876,0.343328773394976,-0.320713283891432,0.369434772781096,-0.245637281374158,0.31713831769609,-0.195382239141067,0.300254606893438,-0.323556021389716
healthy,0.418600234852526,0.266564605805707,-0.530825534412359,-0.563065619976288,-0.291574080352954,0.47831016305614,-0.436979887164589,0.55088675844335,0.538554311412631,0.597533642666858,-0.139770526993622,-0.434369117920709,-0.387947545938332,0.497031329933778,-0.545654693190834,0.511156353417769,0.484584983308407,0.489723478780703,-0.521255718365572,-0.530631539296374,-0.394091426395499,0.145364739270633,-0.590838462380999,-0.451386422655049,0.316478945175445,0.303409677245677,0.563740175061809,0.508129803282965,-0.211200112934636,-0.519296687444606,0.502055715276127,0.532553529163858,0.569737101882991,-0.499476184206658,0.518701069936294,-0.550919930910785,0.533729566163867,-0.44552311995398,0.51044399408832,0.248649696999136,0.370150655323124,-0.458671707056179
healthy,0.730340866972743,-0.689284512465134,-0.671119756783171,-0.703513526512481,0.659624484458515,0.75212144721081,-0.757741942059181,0.731198068012661,0.739913788209779,0.714538660837149,0.666054625891011,-0.70258138941692,0.659718023724248,0.778585618129102,-0.670194712161457,0.702924909318234,0.659798773283044,0.687226997429206,-0.71794089728741,-0.680296487780326,-0.69667638172424,-0.492002352805812,-0.746995565210701,-0.657641091587789,-0.677711920548543,-0.736364005049495,0.678917641102486,0.739590731839564,-0.688828152467619,-0.773304050514554,0.677461532967741,0.681976008841243,0.699761375307438,-0.684648708780827,0.658969651463356,-0.678077241086681,0.685192678270858,-0.666735154570108,0.670655606691431,0.676201688699443,-0.679884775487027,-0.75556315734748
moderate,-0.329791492175456,-0.236811531612402,0.199737674871892,-0.220046515512833,0.125408226799008,-0.425247586552674,-0.144172323409095,0.1264986343502,0.241161803405176,0.0789182465174812,-0.166116775376822,-0.231370852268436,-0.118604538016053,0.248794656263516,-0.177770506080181,0.278496903621491,0.139322281488691,0.178315709855777,-0.316013738429672,-0.156746085483771,0.28402845026139,0.171773264548628,-0.235255429169555,-0.0742953728369091,0.108336533575667,0.23824269152334,0.16084647221273,0.205973443055268,0.0101203450844956,0.0439002623474474,0.245103172366253,0.235039619341715,-0.107098466668585,-0.124272385599851,-0.401656164846167,-0.174533358662581,0.224873840609253,-0.0100862698485209,-0.299464532157944,0.251509316729503,0.247272629056644,0.220057873924825
moderate,-0.0644527443440371,-0.0725789749754512,-0.0380577198741965,-0.368935965493855,-0.0705805210381777,0.122155426316644,-0.103738091765251,0.168377685407858,0.217754491954424,0.151348126598412,-0.12870611655242,-0.122570919639105,-0.0016903103473234,0.114755870797618,-0.158553490502256,0.333503133545729,0.113685470099398,0.113656354016287,-0.35719575703881,-0.181378337864798,-0.379564095379203,-0.101533838730834,-0.121640217712893,-0.131520482988579,0.236241802483487,-0.138074912547404,0.159331055464256,0.166953100704656,-0.260316440672363,0.0716220977879007,0.198565902548676,0.216669172915293,0.299881672528615,0.0465547667079016,0.153470835124478,-0.0732317205550723,0.143478662816315,-0.122135249552695,0.170111114824083,0.291937928652215,0.203145443695689,-0.238997001922662
moderate,-0.0297695675219389,0.0627190930343083,0.226295116120947,-0.147189142352534,0.105828652886546,0.137588810536266,-0.0726123649241757,0.219441409133046,0.144800590018385,0.108116857663568,-0.0538264919703202,-0.12034944302415,0.227731769035087,0.106508336184971,0.0086616770272467,0.115309003927989,0.304022245894,0.196465402392408,0.0225566973055028,-0.411047590145035,0.0001703103725764,0.186616227332768,-0.214468283926138,-0.0234129237440277,-0.281061665252982,-0.12520445728649,0.265833456001474,0.15401963228141,0.216159077936044,-0.178586552932393,0.0701381120365803,0.33332560240519,-0.007752472064773,-0.0945691583555527,0.232911510485395,-0.0839558459975464,0.219222638992975,-0.205423135877015,0.0308573412739575,0.162112569272148,-0.210145703829483,0.000372096221146
severe,0.0284236248800071,0.0490050644328715,-0.304276275061428,-0.217504052770196,-0.468315622064264,-0.133509366603013,-0.332672399583771,0.387378631914831,0.434944224501235,0.300520471005899,0.325431211656408,-0.284943810085797,-0.296530340986109,0.151771895788284,-0.245242460405078,0.476035774554273,0.463930174403056,-0.269429884356616,-0.360949069427512,-0.276057184091546,0.198686646576644,0.168827560318996,0.166922014702538,-0.323057587035546,0.266901856685954,-0.340658102402472,0.369919342342991,0.404345206745193,0.290381432889706,0.270059814424354,0.445057481032118,0.563329644254942,-0.143720879620132,-0.508245568468063,-0.20312709495318,-0.414163120893249,0.342842375602336,0.482343382631361,-0.244562399477016,0.397107742824597,0.213278737399968,-0.439018287904311
severe,-0.182166153222244,-0.286951993571322,0.362139864246415,-0.363090997258814,-0.11853696678258,0.231302651896704,-0.0673692348951998,0.207943469948117,0.276811948405235,0.237589802317649,-0.265430594053473,-0.286968114469838,-0.474099504434776,0.160773720892517,-0.147506221414472,0.194031134529463,-0.213827597906181,0.300267855744913,-0.241152520889517,-0.249374179132291,-0.264237647563345,-0.681365896645253,-0.106494655591694,-0.183165648930189,0.29743057760623,0.215584775844342,0.31735600817107,0.289015468581273,0.234607436092329,0.131643257275473,0.233285522414079,0.236477460320097,-0.255516241466599,-0.180618546964781,0.377019453575984,-0.28482403496731,-0.414339333638771,-0.247294583223825,0.230625574159064,-0.285968618761892,0.262964096580641,0.125372227753043
severe,-0.211392283810381,0.177314342778272,0.321641238637462,-0.283637518798453,0.123662032417319,0.351520777334415,-0.18162179452473,0.278294097644618,0.278457671761573,0.240726575450821,0.185220425097721,-0.270878737676031,-0.234783382534821,0.258556154198821,0.289962384654013,0.265317217699591,0.277312652942894,-0.302503066953829,-0.258610678904472,-0.0928555737242917,0.132004312381979,-0.338380323272434,-0.37671119134535,-0.301248998723847,-0.191218142719372,-0.100652606632438,0.29105287876704,0.263408853001793,-0.286309229375371,-0.363080014932507,0.266571285929573,0.281947252923261,-0.0503263033162192,-0.122244390070383,0.261282389481389,-0.271696608260802,0.276276683535518,-0.293397441110049,0.218262396722454,0.168590389874052,0.234238135478307,-0.216463081435959
severe,-0.416839020234758,0.385929005573832,0.429323943200222,-0.419185566345235,0.0587742611602712,0.397489043233846,-0.118462767098069,0.371778043607994,0.354065668188237,0.381996899133632,0.286306244395173,-0.391772214981825,-0.406543734305851,0.380431281498133,-0.245205579350193,0.427702512566908,0.380493664634811,0.293010971557192,-0.416620004545156,-0.340314378609052,-0.382207641315037,-0.437569976271779,-0.418979259560604,-0.42076222269889,-0.273204170810192,-0.438445884178432,0.395137984300716,0.384981345999159,-0.331615702788865,-0.334834064295255,0.394823646293403,0.390958269899936,0.427591959472742,-0.307195624841172,0.37134060951414,-0.354402979559891,0.400969535583522,-0.416578681247526,0.417854206236633,-0.0986211468272635,0.373491555732947,-0.0736332496057239
