group,ARID3A,E2F2,E2F8,EHF,ELF1,ELK4,EOMES,ESR2,ETV1,ETV5,ETV6,FOSL2,FOXH1,FOXO3,GATA2,GMEB1,HIF1A,HSF2,KLF4,KLF5,MAF,MAX,MBD2,MEF2A,MEIS1,MXI1,MYC,NANOG,NFAT5,NFE2L2,NFIC,NR2C2,NR5A2,PAX5,PRDM1,RELA,REST,SETDB1,STAT2,STAT4,TBX21,TCF12,TFDP1,VDR,ZBTB33,ZFX,ZNF143,ZNF250
healthy,-0.0348457967237551,-0.0729659918494898,-0.0151269747011552,0.160098627561364,0.139651457453219,-0.0625647837500396,-0.131858363336647,0.100589219390427,-0.0079300373805806,0.0960915475628428,0.118138981070487,-0.13613528435064,0.0654633441719337,0.045046701899719,-0.0114205786209161,-0.0794612209413451,-0.0723274992810225,0.149876266500714,-0.0558129480372983,-0.205161889372083,0.0948112504437082,0.0762206623574957,0.0834567674675658,0.0926662379719245,-0.011352034989299,-0.0556267570379685,0.0566599514851388,0.227288954451753,-0.0887169151972776,-0.014060516432759,-0.0406463735489693,-0.0137376701678732,0.100746754543766,-0.099912999024725,-0.0247291310950517,0.140611212295085,-0.0686550870181398,0.011720241010402,0.100248949219185,0.12030314543934,0.0503442894282133,-0.0469641955942861,-0.116167631665363,-0.065512015910351,0.0415568806555139,-0.12507470379494,0.0829254103233068,0.0605076108061687
healthy,-0.175060216120279,0.115965755926369,0.148858190356876,0.152328506109071,-0.131389559399452,0.0038280704961432,-0.122102259856483,-0.12402489805738,0.141529395222165,0.261005302675309,-0.0801105365953605,0.091196043417822,0.12338124107195,0.0781142779334854,0.0936064246781818,-0.032685589956365,0.14107203436291,-0.0915441244265269,0.1455176227447,0.0590805633728663,0.0081870756117281,-0.138943645820685,0.0167086823312779,-0.0281878834920053,0.0999335278787693,0.119991350753112,-0.0661688827924943,-0.0630139708385047,-0.103504530536,-0.124074374209497,-0.156101883307606,-0.17561239959955,0.156935465737814,-0.0647582453761266,-0.0275080467367626,-0.116682279488582,0.132436557772226,-0.144026693325807,-0.0546903554574632,-0.138558671187221,-0.118802949057237,0.102704279127365,0.0636427836439913,0.0623651300652921,-0.0875803881330131,0.120269960999682,0.114926663330329,0.100256103584138
healthy,-0.112538308490048,-0.292936235733642,0.0840050594315871,0.113790923939936,-0.0837148647915846,-0.143150371086115,-0.0320523246316906,-0.0543970379252584,0.0992957817272804,0.308151457591619,0.107956841239299,0.0065432628157677,-0.0487435466549146,-0.110487903940006,0.056304704008848,-0.0216303017464295,0.0165895130529768,0.0731935902535661,0.148253551669979,-0.100696726683067,-0.130349913171133,-0.106111121817865,0.0704158454127981,-0.0312090623148535,-0.0578574546757621,-0.0042131008034931,0.16967531535097,0.0235771307923821,-0.004563880734637,-0.279682055977483,-0.319488356046276,-0.0212246988052264,0.0480644108849812,-0.0021369415112585,0.294924265517437,-0.0669166253073689,0.0404618815515686,-0.0512506783368617,-0.0941767099195109,-0.111840670061245,0.0170569342251071,0.243479450536802,-0.072637097743993,-0.0983967288851356,-0.0130440405814162,-0.0098935968799789,-0.095822016691179,0.19043247311492
healthy,-0.0842933125334282,0.0269561611956043,0.0767313465286614,0.0882761809972688,-0.0275705233033938,0.0260982637520102,-0.0893824032476057,-0.0194238846184218,0.0564479635661385,0.0466587744998192,0.0407355220074159,-0.0080612485042102,0.0080543950623703,-0.112460984956516,-0.0028952484127833,0.0237821576358624,0.0709909671503718,0.0637591306451972,0.0456002881918728,-0.0670374044272172,0.0216341196117843,0.0968264847604934,0.103694784544752,-0.0213153419521508,-0.161023375695567,0.0603321848053494,0.047696250642434,0.0222449094622442,0.0361219119744001,0.0020189339980673,-0.0897024510431786,0.059823071982958,0.0040627017998672,-0.120596377646191,0.0741514358240089,-0.0322339994026153,0.0403848851046348,0.0008441111764181,0.0844287937003016,-0.0635589122371606,-0.0441361654488512,0.0308069884440741,-0.020077131408774,0.0309836961066484,0.0362700283477544,0.0301608200154677,0.0592745849464441,0.0102333926499723
healthy,0.127391798052862,-0.20410788140879,0.0556108877536892,0.234639547818883,0.0679693169731515,0.328048079493762,0.0024645061178754,0.181126301139972,-0.221291062816231,0.0290078702687066,0.197699087358638,-0.109791991124977,-0.0193459257734126,0.0601449558198399,0.131017145020817,0.0688005538994796,-0.0821919869331743,0.184269208432327,-0.147033443234501,0.0794360265908451,-0.11823261209475,0.155635963471638,-0.0228413623522977,-0.276741176837163,-0.228421028355915,-0.122333645530666,0.152060376981028,-0.178157555518326,-0.326273585328414,0.0318283415155947,-0.30857852262961,-0.12097269647526,-0.133026046577662,0.146927583742814,0.251804661433955,0.0737235237915527,-0.113665014945055,0.0910874423613532,0.174388377075376,-0.115652353628383,0.131708282507952,0.116683876476027,-0.0765010470073983,0.0081184218789595,-0.160085794158282,0.0854154588078994,-0.186788273359293,0.0792126968294243
moderate,-0.0666701981447325,-0.0355029587668919,-0.08277592016846,-0.168003451300363,-0.072413323827612,-0.0255830144055545,-0.0093297417219901,0.149366667957896,-0.0113273506551656,0.0219509981634172,0.110413293760973,-0.0575561073871192,-0.198410237277506,-0.315440610629623,-0.066193496012952,-0.0227568517671414,-0.0548888454592997,0.0294306816120687,-0.0870775894052413,0.356754795383934,-0.148016011917851,0.0353554081070551,-0.0703816647421665,0.348639509092909,0.0148345163389795,-0.0368876649592068,-0.382178909078895,0.0595991165233215,0.0010442046696144,0.0759318395621825,-0.289335493889261,0.0684635061642878,0.157084702472437,-0.121808744720679,-0.268644351359835,0.233992646399694,-0.0762382909326129,-0.359297206753431,-0.142227486031945,0.121751994466896,-0.34993341487917,0.333430441078959,-0.13222809131531,-0.266283540802446,0.0406785819119376,-0.179262701650988,-0.0228703522747082,0.13185353964034
moderate,-0.15569492071459,0.0224998935037932,-0.0019947391366448,0.217380346851259,0.0183221125413077,0.0197839893326991,0.339406057540443,0.0109733625755048,0.0059785130377328,-0.17018723846656,0.146254574097797,-0.0808410973667601,0.0304518272905912,-0.0437450003428467,0.0537721964179142,0.376589472343621,-0.152174836344993,0.053803054540575,-0.0285038912623859,0.198746479661265,-0.155933063652374,-0.009613775106801,-0.0320808636032229,-0.403695734010061,-0.194568192508755,-0.024311703353043,-0.0118417510317592,0.0943556506794422,0.0041312893555996,-0.0541616122977008,-0.294042125216612,-0.0387054892698166,-0.0187913117565289,-0.354756601010479,0.16179482201402,-0.116906202123402,-0.319874754374315,-0.179744145070969,-0.0362892106556626,0.0852579947093845,0.0295095350907278,0.0054842963539821,-0.0564958881278501,-0.0731166765272266,-0.335477477820897,-0.0581857451188366,-0.104953011410816,0.365280992502904
moderate,0.0068981738500759,-0.0049248230100028,0.156803627329633,0.143872798026786,-0.111038311693082,0.0836300735828412,0.0864947606196718,-0.11221986484031,0.141352607530841,-0.149736393551817,0.273616883067698,-0.152453328121902,-0.272925868110065,0.0622179416309662,-0.112473688025288,0.151953613726477,-0.118266673424106,-0.0344498096175158,0.13437246994395,-0.147313719683925,0.178834919881628,-0.163527142211124,-0.260836761280932,0.163812693294224,-0.123050431710595,0.0681523028111231,-0.0832851104552181,-0.145866989741116,-0.0726236035126729,-0.106465917198495,-0.107262691816536,0.149026870653613,0.112963759628147,-0.0977776055671108,0.0520685913968353,0.0736813556456597,0.109399192485678,0.0281199384132175,-0.0104101722201652,-0.0933954229323457,0.116607802044833,0.109353778043268,0.0736460505825531,-0.0200173486657955,-0.114167086823106,-0.0423652980833641,0.132066909347067,0.0047552964955261
severe,-0.117512904710488,0.170659434428777,0.124039102268595,0.0602033684717215,0.0374716529803671,-0.0003999909010226,-0.074961396001484,0.03206876080977,0.0524062737650678,0.0211168204250577,0.0223305760163159,-0.242002535136803,0.0129938178414043,-0.0924912197750164,-0.0136286921286699,0.0181638366302862,-0.114943831780517,-0.107171718558709,0.301948623028973,0.0203225814930917,0.100543872200199,-0.0674373747671007,0.0541667505878746,-0.222027397283509,-0.180622165442331,-0.0614834542123955,0.168192871729721,-0.0880898841462477,0.0046287532839087,0.0489582545694614,-0.0102208730236185,0.0237209248625123,0.0177802129089895,-0.0467521310285017,0.125731238937458,0.0015172662749487,-0.017873534547778,0.0534193160470548,0.0025621814858757,-0.117004660708471,0.139647361713596,0.0492086437049185,-0.0507460100251448,0.0153831389378934,-0.0226516024537483,-0.0840454678929068,0.0556837297193193,0.120235886558584
severe,0.0516162442796311,-0.107524430096737,0.0003549726083625,-0.0995375464085791,0.333625846505137,-0.0311407788245352,0.103845623064616,-0.0094390443587321,-0.211854106718211,-0.0932932555251101,0.352229638207048,-0.151637844245068,0.151492628178011,0.0073414789456805,0.304340606315224,0.154784192364646,0.163852128996453,0.390066491234787,0.165836748579571,-0.113365343016158,0.312020922750705,-0.015973767376316,0.0302856175407526,-0.0183456298049205,-0.305324848547502,-0.41310744054123,-0.0392083381055029,-0.0412413630443067,0.122255793343784,0.197348635131031,0.093325525762234,-0.238428646989718,-0.0147959037212947,-0.222422609376279,0.21667850716823,-0.106475647390211,0.0284623491432539,-0.0846448319759127,0.390921652518569,0.098053115500881,0.134970266770589,-0.151089250213962,0.0758834625967819,-0.030446968726372,-0.0688162806666542,0.132953376950347,-0.359571117152729,0.103329299270634
severe,-0.527948861215392,-0.475006304740048,0.419711961148546,0.440495196128537,0.180923529773181,0.0723037806409146,0.0679283627503902,-0.319460198731908,-0.589368789853627,0.414516152403549,-0.0801248401202268,-0.143021472296514,-0.0855394197597507,0.0987750588785868,0.0973530480641664,0.132903318424677,0.385911857944246,0.163750014552873,0.0702254571429155,0.0498797639519774,0.0662328883178121,0.338985501068373,0.347845722296684,0.138208512616937,-0.0719209315754937,-0.133669016555518,0.127598124232416,-0.39767079352503,0.0847190289052774,-0.379184652937565,-0.322960533044327,0.322030756742591,-0.44377675954643,0.112229468891949,0.344618851602423,0.3237809238988,-0.0877818214286444,-0.201597379305909,0.553326284980433,-0.234248935313946,0.0619668558745508,-0.356870021695891,0.038394291989351,-0.342267064486266,-0.0917743902537478,0.340571590053688,0.10768997283053,0.0640998720961815
severe,-0.16731535514077,0.0940079910384659,0.0548282069583169,0.182096117464211,0.132433354993157,-0.103230373431991,-0.0865504673702704,0.0913477919933253,0.198266087717882,0.145049024449072,0.172556451754656,-0.344580872547192,-0.311003161066494,-0.0434674935955889,-0.152623902359006,0.147002189622604,-0.0492138592732716,-0.0485173311055497,-0.115123327870917,0.139673266828623,0.176559047525233,-0.0976906162445453,-0.0413372575476975,-0.17462902807616,-0.224773692713838,-0.145585324044561,0.13512409799002,0.136893468638703,-0.10878212923914,0.115188750759545,-0.157623887539363,-0.0892186175744583,-0.0703740609906385,-0.187394752159492,0.246153474701084,-0.0961476711612201,-0.122572070982389,0.0946458863198615,0.17310793485692,-0.37559310219727,0.0786736555306186,-0.103306434728135,0.400889642825016,-0.158517834471079,-0.0171519107494197,-0.117652106089746,0.196018397900532,0.200042746007473
