group,ARNT,ATF1,BHLHE40,E2F2,ELK4,EOMES,ESR2,FOSL2,FOXH1,FOXP3,GMEB1,HSF2,IRF2,JUN,KLF4,MAX,MBD2,MEF2A,MEF2C,MYC,NANOG,NFAT5,NFE2L2,NFIC,NFYC,NR2C2,PAX5,PRDM1,RARG,RFX5,SRF,STAT4,TAL1,TCF12,TFDP1,TP53,VDR,ZBTB33,ZNF217,ZNF250,ZNF76
healthy,-0.0191163511239592,-0.118355441662992,0.179614183906662,0.0636891049252088,0.0327444711019613,-0.0216361520724437,0.0094276848429229,-0.015495539226916,0.226176148294612,-0.132433628804242,-0.0095697507717692,-0.0224704299258508,-0.230390674989435,0.0817278831030403,0.107040062980095,-0.0380030673406639,0.0311654974535187,-0.0582940506232723,-0.132033169682949,-0.102381220779062,0.127715832118567,0.087074767277281,-0.0925926194569855,0.0908869655622741,-0.0424416210771291,-0.0325890325705009,0.051559435397113,0.072513009570535,0.0704757726475649,0.0348559044007256,-0.0409641641754128,-0.0120566234837093,0.282821055053574,-0.112199443134887,0.0226441299684078,0.312767488797823,0.0748885877187837,-0.147673650667231,0.0429723552303393,-0.0858444878367861,-0.0980440399978974
healthy,0.0747427030367177,-0.0530954343677143,-0.0446260082902542,0.0683752518441964,0.163629990997761,-0.120735526741921,-0.0803261643862381,0.0416387352623869,0.0146089018045372,-0.0871575175078849,-0.0195472012205102,0.0564117636071317,0.0700644307112371,0.0817314297042781,0.099509192486318,-0.0628002032933157,0.109226604034537,-0.0006387234989481,0.0735814824995825,-0.0251381584606244,-0.0870249874850822,-0.016472895548641,-0.116589964605562,-0.0751021109124133,-0.090542467610033,-0.0972522266778328,-0.0240264509579652,-0.0608355571397113,0.0646657430648545,-0.0607779927156064,0.0740054018837012,-0.102953580985219,0.006020304452154,0.0703133344355089,0.037795377986629,0.0908045092211224,0.0831221248849763,0.0604301097716988,-0.0893271428054331,0.0335614312688569,-0.118489771305529
healthy,2.04369749627413e-05,-0.100649204232282,0.152497895690775,-0.18153082396152,-0.0551694118635769,-0.0180971433778505,-0.0160151426743997,0.0061658104126337,-0.0114354977333694,-0.0139350076939471,-0.0103357013137926,0.0776060291859877,-0.114963297606954,0.0569843304508129,0.0842997790225222,-0.063294128250784,0.0502064941123282,0.0837724500425517,0.0002220554280028,0.120438609956385,0.0293823171439298,0.0197991040445731,-0.192743148552648,-0.153988350432347,0.0353689837575212,-0.0163480323658626,0.0019798330242407,0.20152961195372,0.0271658726131789,0.0380893110626374,-0.0048586780017963,-0.0504620895652909,-0.144382645483389,0.184132226471649,-0.0429713492920205,-0.0228977690216542,-0.0344232685446366,0.0227623278493412,-0.0615489722276404,0.155255227934991,-0.091523583342209
healthy,-0.0450382436953324,0.0233242935036182,0.0242571869671336,-0.0223752687077122,-0.0196392889550318,-0.0381246190807785,0.0234618065010466,-0.0518465518652212,0.0421251101792342,0.0032747398097203,0.0522425496306041,0.107720158637728,0.0013903225160187,-0.0412963695888671,-0.0048886663929997,0.0704117453087051,0.0657152665520151,-0.0156681515925656,-0.046424678824693,0.0968016530867238,0.0542889281459884,0.069879120446935,0.030085992700821,-0.0158044349064592,0.0099478092355998,0.0184580523071222,-0.126949037407454,0.0979910744024611,-0.0425636576393983,0.0585166991399053,0.111484841390402,-0.00807012214533,0.076547852924434,-0.0111264807372113,-0.0002366281348055,-0.0146877897001302,-0.0023959524217315,0.0686977251301822,0.0314264932000791,0.0371911702763119,-0.14652992300579
healthy,0.0462866333514346,-0.0592534528596297,-0.0208685517182619,-0.110348124077207,0.316794114127364,0.0588318241158804,0.119337619941239,-0.0503599859027807,-0.070344733298494,0.0178865799486121,0.0477621297618628,0.121088543126157,0.101413701899919,0.0062279938636679,-0.046944425531561,0.0997079344708693,0.0107983514334173,-0.265979770308945,0.218739323711134,0.0687933355464832,-0.187249659818277,-0.332078987444248,-0.0228811332559844,-0.299248185933941,0.0349640901008611,-0.100973404109816,0.113982287313077,0.214378759549787,-0.115161120908788,0.0897408223263603,0.204765309152145,-0.107434177645209,-0.227764407444778,0.0704943190324048,-0.0160007145630168,-0.0411787822690019,-0.05996235155415,-0.0561746354120189,0.0763721515953971,0.0426207910775327,0.0228404697393948
moderate,-0.140857469705159,0.0471861781391689,0.216617688620192,0.0819454188772004,0.0790393925695641,-0.385054139509494,-0.0161471033747264,0.0285175032990616,0.0646449509757078,0.0082431641177699,-0.165507809590946,-0.0132749995531714,0.0181372225581661,0.0163845607772959,0.0887977610656347,-0.0620894570242455,0.0491310673411668,0.0502618168772121,-0.0731368799914078,-0.301344751356063,-0.0381288743554464,0.128679297201951,-0.179336876416779,-0.229259468433178,0.330077097066974,0.0056085176987845,-0.037145122259087,0.264244859078418,-0.255967772474567,0.013263692057811,-0.153318329592378,-0.0172100079386089,0.098997121880763,-0.0005992972541039,0.0643170336102547,-0.12314993197069,-0.415358227075507,0.0391917789193289,0.16962373790215,-0.0066035772905043,-0.291428077924946
moderate,0.0248351668725535,-0.0943143987908764,0.0484638118799271,0.0480669235583734,0.0484127670226878,0.346286933494245,-0.042032353954687,-0.0501646342866164,-0.0095863600503743,-0.0472890426331669,0.315554416463131,0.0317948129137289,0.0006514333035662,0.18814569585493,0.0099708850357829,-0.0781089569996984,0.047103825495283,-0.303828228825119,-0.078886779698832,0.0475137564571655,0.0659985743240237,-0.0345955258374335,-0.130750974827225,-0.34431502990084,-0.127576295245997,0.0189379913922118,-0.32034993523558,0.0727685392283932,0.0333409674621141,0.0757328091908642,-0.364708187898191,0.180161620287213,-0.302548186838562,0.0466207819945335,-0.05826985890334,0.0476828061554751,-0.002052119713165,-0.345272848799988,0.044540228549104,0.345660071593441,-0.109102695602517
moderate,-0.0621386308186709,-0.0240658582374142,0.0251433614319121,-0.0535778742102314,0.0685785626004546,0.0695701415006299,0.0243593806442972,-0.132697528888641,-0.172358646545605,-0.0313247363499404,0.23866664398897,-0.0039391898654497,-0.0563457967789845,0.0810712964510978,0.031676900519737,-0.0354900262745383,-0.31789386083144,0.109338664525498,-0.0497512639858831,-0.0150786160805121,-0.0057595932542915,-0.0618780356048677,-0.101613161048183,-0.0232108487904414,-0.0618090452955576,0.0466380762782644,-0.0406428183992159,0.0168256388676332,0.0328422095624478,-0.0022523768028175,0.0646821780860087,0.0155976113619132,-0.114354730400815,0.0295943339555168,0.153387409058428,0.0912501894051745,0.0314498596836437,-0.0405170678808825,-0.0578889845613257,-0.0520271602123292,-0.0686114897935345
severe,-0.0909346284496856,-0.0685243029006885,0.062579970973781,0.0402061978117288,0.0329685396311239,-0.0660544466922035,0.0384159875479998,-0.189442169003986,0.138028666676336,0.0714964688641423,0.0436541159365117,0.0082188613176559,0.0277492585671304,0.0086377859399067,0.310460839736905,-0.0067019372594443,0.0565465426036954,-0.114558036340415,-0.0814498551685409,0.177165707169928,-0.0225602474485756,0.0361951444755766,0.0701103338154677,-0.0031829133194327,0.0965819722326661,-0.007669147685868,-0.0539367592889371,0.0140278351866583,0.0192513997334969,0.0085506884553897,-0.0316163868796872,-0.0202286049532258,0.0961636187414613,0.0120063168492938,0.0015606155832316,-0.0732215701886258,-0.0282055922728951,0.0257051805534484,-0.0790725221895101,0.0422431366873356,-0.10572663697591
severe,-0.290324068752205,0.0244493625592857,0.233916127259745,-0.124943671150062,0.211663008629166,0.220076560738405,-0.187649665085139,-0.20536495618655,0.22574480793676,-0.23096088726744,0.240424114783782,0.316097637209682,-0.0827951663417819,-0.0712971834209025,0.0130644216053251,0.108148864636418,0.167608939235684,0.176829933965772,0.116643161007742,0.178283330683299,0.0970061564687115,0.168351786446865,0.148440251416746,0.222401995486448,0.227295097768789,-0.327757108654731,-0.0885280089498046,0.139832913078504,0.211404626990495,-0.30876605821238,-0.28178132582363,0.262079725874932,0.115932611501395,0.0260158012437314,0.147713553057983,0.337785546005666,0.0750760148864724,-0.224388304333735,-0.175182751019241,0.186147821810361,0.223096396140378
