group,AHR,ARNTL,BARX2,CDX2,CEBPD,CUX1,E2F2,EGR1,ELF1,ELK4,EOMES,ESRRA,ETS2,ETV1,FOS,FOSL2,GATA1,GATA2,GATA6,GFI1B,GMEB1,GTF2I,HES1,HEY1,HIF1A,HNF4A,IRF2,IRF4,JUN,JUNB,KLF3,KLF4,MAFF,MAX,MEF2A,MNT,MXI1,MZF1,NANOG,NFE2L2,NFIC,NFYC,PAX5,PBX3,PRDM1,RUNX3,SETDB1,SPDEF,SRF,STAT2,STAT4,STAT5B,STAT6,TAL1,TCF12,TEAD4,TFAP2A,TFDP1,TP53,VDR,ZBTB33,ZFX,ZNF143,ZNF217,ZNF250,ZNF384
healthy,-0.0096331704995339,0.0525850387376034,-0.0962457420335452,-0.0680704469254445,-0.0665505700106433,-0.0486287299842544,0.0738157340392115,0.0464733309054188,0.200862091534117,-0.0733206563796471,0.0142057388134383,-0.0671228418348959,-0.096036153407632,0.18000514824031,-0.0654275889779726,0.0081449187546236,-0.0966410566571812,0.123917334435748,-0.0039167772909853,-0.129111337338008,0.0895013870527708,-0.0624190290659444,-0.028130732368709,0.0504618398317476,0.0606145256221253,-0.0359274867529885,-0.0911139832156612,0.111224428749271,0.0678183080709508,0.0322041980014265,-0.0293524701819026,0.0743581057028401,-0.065854241269955,-0.0527239019835788,-0.0615678807435631,-0.0170407915433834,0.0640493065738192,-0.214502746061914,0.137121561619051,-0.0358554676161007,0.119669786617858,-0.0909649136648573,0.0792048067393895,-0.07838212106991,0.0289262491422369,0.0719635053390116,-0.0679640713539933,0.0927409544557746,-0.108453488863741,-0.141031151371424,-0.0218964051278112,-0.167824282804522,-0.0617799131326042,0.203742138255771,-0.0186743753190195,-0.302283292620305,-0.308902871930782,0.0916240109555377,0.318329041318303,0.0697592309976174,0.0001898947701175,-0.0399453208368525,0.065636027597708,0.0739790349164663,-0.119701411787749,0.0511065620452048
healthy,-0.179550320292035,0.0978723435396005,0.112253672098187,0.042614063621514,0.0084183506987373,0.0634929379021727,0.0954649484996181,0.131959276568219,-0.0860068433125511,0.270801847560387,-0.15164137871553,-0.119138026326251,-0.0424751159699439,0.106594058167433,-0.0970357181734813,0.068911389740369,-0.0864939199526012,0.0767018831529462,-0.135062036416913,-0.100716164581415,-0.0081143935459551,-0.0651156646394527,-0.100927765471118,0.10903144099809,0.116701370027975,-0.119713693258781,0.0759490689626325,0.092472514925931,0.102404939111049,0.097073331221443,0.0067866656172325,0.123685865746839,0.0545867507038305,-0.0643885390344385,-0.038878400752599,-0.0667780773748835,0.108081949826347,0.0677947494628779,-0.101140872749061,-0.134866659195248,-0.103581328345111,-0.103708371530323,-0.066399147412696,-0.0110044393773527,-0.0583663787799678,0.104682771431507,-0.105578305909426,0.0305993043154275,0.112600727951681,0.0213825945111323,-0.145424554440907,-0.0978747031034811,0.0550453326105762,-0.0131086771167158,0.0760306672141206,-0.0793448546512151,0.0577763078430713,0.0688375300585572,0.111854785824534,0.0932840582613077,0.0706381639131767,0.0864426894215656,0.112824486594261,-0.108232981911012,0.0818077194386966,0.114860250323042
healthy,-0.0781452055875462,-0.0311731910676056,0.040388067580261,-0.155349798303567,-0.0633372251976575,-0.168773244177317,-0.185521534054897,0.0719034244778746,-0.0343923672214657,0.0075654989181348,-0.0285334165199347,-0.0727993063134541,0.0834302624168881,0.0600782938423066,0.0238632698809362,0.0466584254219493,-0.0923968190531625,0.0164848108641611,-0.0971976070836805,-0.0515103873361299,-0.0219909663238051,-0.0176359873233836,0.0207248652467212,-0.016436905588994,0.0263924693763813,-0.0257367916596062,-0.0798719488288176,-0.0524704402781295,0.069143449212015,0.119442992970587,0.356613251138489,0.105461095469508,-0.0924036393779758,-0.0622914249015578,-0.0989423576982642,0.0057992063719708,0.0036607900407695,0.0145939937712474,0.0364523455278009,-0.174366734110672,-0.275070803155792,0.0778906830761462,-0.0155687168458644,-0.0114207497168222,0.206293446674293,0.0777581028249942,-0.0316724216858943,-0.0917336775847049,-0.0197944185197291,-0.0109132146024085,-0.0531587955008342,-0.0092684525232962,0.030217685008815,-0.169998457621621,0.109699802945155,0.0847487127040491,-0.0524517294247735,-0.0411180911270142,-0.0213063258188918,-0.0444299893822364,0.0676771308512902,-0.0092991053793442,-0.115433534198918,-0.05286766629009,0.309276079001748,0.126641858679635
healthy,-0.125125484735583,-0.033767937724915,-0.008019361389611,-0.114160220120552,-0.148084497985339,-0.0899854687406987,-0.0219623547663954,0.103444262145669,0.0480326874061257,-0.0118291251360802,0.0124486992344168,0.0221765991510754,0.0902189484848221,-0.0219133415908905,0.0435544684968002,-0.0537902823071141,-0.0371752914105003,-0.0895781573622643,-0.125346334669523,-0.113329162757125,0.116458766307451,0.0302437979284231,0.0353722538957474,-0.0482087517160862,-0.0072393649219601,-0.108063879442442,-0.0237994901264253,-0.192232792149462,-0.074752041682791,-0.0310757140132531,0.27328831132404,-0.0278491145776026,-0.0037097028862874,0.090692883433087,-0.135670491095632,-0.0358871300383222,-0.0191148213805459,-0.0072472783699729,0.0642927357188339,0.0876375923119303,-0.0455774179574977,0.0011701598402077,-0.202643653015151,-0.0787729055724928,0.144594112545562,-0.0654287712915675,0.0596819302247733,-0.123110501567293,0.133073149493533,0.112691872575675,0.0155279420771881,0.0195712648343719,0.010486494404709,0.078817981840639,-0.0372653514691032,0.0476862395585676,0.109739297745502,0.0889362168741353,-0.0557824499082627,-0.0478407565668439,0.105924857270158,-0.0464809514073982,-0.0061300157682346,0.0636878391509517,0.114131063226121,-0.0796895576432225
healthy,0.0613036007546365,0.0295400195700756,-0.0448228090522137,-0.141496264687885,-0.141333154199904,0.0747481544062376,-0.185344812858491,-0.0791996796814835,0.0525516871262569,0.324249563557241,0.049199206071031,0.0752088432224158,0.112531387137141,-0.199429306650592,0.0357799495120243,-0.0596827673161397,-0.0779824845394394,0.113133293597824,-0.0697912742186086,0.0834288135789107,0.10467848874604,0.0942243918639993,-0.189215796270974,-0.126593635922066,-0.0680077411497836,-0.229275356477714,0.14140417387981,0.0281938151251955,0.0512507944110353,-0.114600524968295,0.132803397173542,-0.109672522204231,0.0591045732113911,0.198726211819531,-0.246448854181989,-0.0342881253763634,-0.099375783803038,-0.0979160652582103,0.0179573554109966,0.0073924443507238,-0.324237413909522,0.071640955369461,0.132880403636382,-0.116456603759734,0.223838535858197,-0.0844890610977594,0.0942789772378107,-0.0711694668664212,0.190425361199475,0.101209852363101,-0.0562126635844428,-0.0067898922565862,0.107222695411205,-0.211879819559323,0.080240969054374,0.104328672802044,0.0815017738015169,-0.0540911120556393,-0.129690035271981,0.056144695989955,-0.105324004811823,0.0038387017397997,-0.147812966316872,0.120160602883515,0.0930738143555853,-0.135709334654621
moderate,-0.148282015804979,-0.329966792512552,-0.303939107840399,-0.31346336272695,0.144492674490259,-0.217236716266277,0.186062314286071,0.107232703473278,0.176673796998854,0.193788045981456,-0.310375332342118,-0.320476472025835,-0.30794336702073,0.240628829218043,-0.302355502514844,0.183585103098239,-0.101248937636003,0.164265118126471,0.133701535343265,0.33710432794416,-0.256068981142202,-0.211366065095113,-0.312162544066673,0.199896237951453,0.175429535671632,-0.186198051885404,-0.150453817394311,-0.196061650770288,0.166414296782581,-0.0450196371121991,0.0688189628619646,0.192668210786956,0.0001018031994999,-0.204047546197728,-0.0289799774576518,0.0958759909957285,0.126835475110324,-0.325464828801333,-0.152670864850088,-0.227812937547661,-0.144277756624648,0.350689399344097,0.114177943972497,0.116700401026773,0.155182010437753,0.255152752346702,-0.353732183862485,-0.324718272005,-0.161358071207417,0.263229139507031,-0.101101888570059,-0.183811332430461,-0.159536925083029,0.226319823954995,0.0076691743623293,-0.164853314390249,-0.218582780792999,0.100547626706115,-0.208798362174393,-0.204070169130951,-0.0619755255622459,0.0907632080875088,0.272979623725804,0.0897791104923427,-0.172262325020522,0.0809674780022917
moderate,0.0644666774792573,0.13403655288425,0.114661276221118,-0.128194569558074,0.0732904947585783,0.140449419359922,-0.0993060458837789,0.027370604420633,-0.0145356124388383,-0.0339526515907841,0.34009288576425,0.0138779694621644,0.0015275656912456,0.0020934706590972,0.0406591533020424,-0.109724837695288,0.0616496077792884,0.0876058856133158,-0.119512155881879,0.0129251803620896,0.261651367669509,-0.0605646741065393,0.0547737897810546,0.0112648502467585,-0.108726315183298,-0.0668035560392966,0.0600265462300414,-0.187907006085611,0.148485734791973,-0.336516672419063,0.0525591769118275,-0.0033518658751327,0.112763543015389,0.0076150101761624,-0.36351507543777,0.0085973390700408,0.0049631696179281,0.218489254370003,0.0479086254789467,-0.06182866735563,-0.277184592213578,-0.033024172288233,-0.231617959068811,0.245006110323819,0.0685235662232894,0.0223650524624803,-0.109292549447212,-0.012800745191339,-0.367540158056277,-0.276719703655356,0.108716339449653,-0.0264906284909897,0.0416732883214457,-0.238274562741487,-0.0031396055075915,-0.0412132229820159,-0.137096701189099,-0.103848084579028,0.0068967767240669,-0.0414108393599732,-0.418924135433634,-0.0221737314504156,-0.0562186440496501,0.0578864898633391,0.295554431147417,0.309142271408538
moderate,-0.0943666417924366,0.0174835542313536,-0.0648900993704292,-0.158637872271079,0.0915761824372228,-0.103141011523405,-0.0495803240754715,0.0048302724819958,-0.105564901656279,0.128362537215317,0.108812595542556,-0.0084143659275363,-0.0967930330372761,0.117141454704796,-0.116084422260678,-0.112508926387516,0.0742075230367516,-0.0202177385673597,-0.0059174745891894,-0.0549252003442224,0.190278501820619,0.151744495057129,0.149272145879936,0.164760906999874,-0.0771094381938963,-0.150983375422344,-0.11743736751413,0.0761480732824311,0.112035278309185,0.0384033236633296,-0.0806208430729602,0.12911099497078,-0.0942428367501797,-0.111244770608814,0.0904539647625222,0.008675419488861,0.0522080548334764,-0.0750883834068502,-0.0768526052590122,-0.161391283905314,-0.0167782406572835,-0.104057043780508,-0.0754896555577008,0.0928783238538903,-0.0266610719471457,-0.0408927116657822,-0.224963609909296,0.127069931288016,0.107919385932131,-0.0018795856415378,-0.0758330894943657,-0.076581078291335,0.263007711366683,-0.202806727971737,0.0965110326632463,-0.04465172662936,-0.114046797606865,0.130568830607255,0.133918132167102,0.0650603313035326,-0.124407966559993,-0.0124925853056201,0.107518426420276,-0.109830704431722,0.0152022274804718,-0.238354719688266
severe,0.080631579569926,-0.0009246806436651,0.036852674693193,-0.133169471744981,-0.0016595584183674,-0.123538765387848,0.0832026498054543,0.0615247574276663,-0.0016904765327686,0.012713356874466,-0.0877911270056602,-0.0569903869276626,-0.0086516327344285,0.0778274783610405,0.0305416577304691,-0.161852320986497,-0.061480956765598,-0.0327875152071109,-0.0016088870642099,-0.0277607451073846,0.0003650055172362,0.080792754555184,0.132774120671017,0.0497429518889546,-0.103788388419904,-0.0158984952154624,-0.0519189573293567,0.0565131601063035,0.0462534991441762,0.127062285314235,0.0829644658130304,0.252303550946007,-0.0564722222326057,-0.0633755501091819,-0.0962979026485424,-0.093685035702805,-0.0448069321805725,-0.0994933470276725,-0.101819362578688,0.0037777355336858,-0.0144026882918864,-0.0268406449251122,-0.0237983597238028,-0.0006492804024249,0.0603172332929977,0.0328519279454467,0.0537843502315617,-0.0722962849504355,-0.0719702133550378,-0.0029277736664902,-0.106385796308441,0.0309707897072041,0.0150453842810592,0.0342558393623303,0.021003991995377,0.210144125450455,-0.010370737150902,-0.130328726844953,-0.0667155653010212,0.0373883023973098,-0.017237135057499,-0.118282113381972,0.100706024181408,-0.136493741600782,0.055317945961628,0.155471165708696
severe,-0.0110749677740719,0.132996337898243,-0.143474837247802,0.25048449675914,0.302070955095428,0.322431485370032,-0.335086288430653,-0.307487533220739,0.367005409526231,0.248227589206927,0.297476536149853,0.378160981141453,-0.310018493832863,-0.340309417337202,-0.25767435938976,-0.292237286475073,-0.328234961932864,0.338729582050653,-0.333200158547732,-0.251838641290468,0.348402042988707,0.358106745463221,-0.279598604182683,-0.413546067406501,0.373405354513577,0.321609326190297,-0.380047111024374,0.229350169609492,-0.304295621111181,-0.155468688810989,-0.227883179700554,0.334183525409768,-0.321544843117377,0.351932491231097,0.192981716482409,-0.243858861016573,-0.398634356793668,-0.283354743180294,-0.315048173520651,0.349578859069504,0.287465539078967,0.0770733929080607,-0.434341858423317,-0.345742116230742,0.352657925801451,-0.357703726257469,-0.255465814142238,-0.340067605813751,-0.256368577163123,0.452896862656151,0.235459940768696,0.344339609394724,0.421912746117918,0.318401293312509,-0.432149433944025,0.0546010419953152,-0.331459115578882,0.330701439472068,0.319304056333395,-0.136962046882845,-0.301103709001623,0.302796389665782,-0.474595416693852,-0.32376950913313,0.296219116227906,-0.380305043316055
