group,KLF5,SIX5,ARNT,HOXA6,SPI1,ZNF263,IRF1,NFYB,FOXH1,KLF3,STAT4,ELF1,PRDM1,OTX2,SP4,MAX,TCF7L2,MEIS1,TBX21,SP2,SP1,PRDM14,NR3C1,FOSL2,NANOG,PBX1,FOXA1,RFX2,KLF9,HIF1A,TBP,HOXA1,RBPJ,SETDB1,SPIB,SREBF1
healthy,-0.442189217344719,0.157866556543159,0.33962981816846,0.0499997083789941,0.408564988648245,-0.118834463930385,0.138299175290566,0.357629677289552,0.456902167279024,-0.0373309063385051,-0.165362839279541,-0.374135139540929,0.25254223334869,-0.317411197484303,-0.429486682883281,-0.436657836623742,0.331911490505635,-0.0083567816083179,0.186266125645028,0.154767821802843,-0.405800126641886,0.288365558180915,-0.201138165591916,0.468050295216016,-0.197391888020516,0.205969817171637,0.170799511511686,-0.339164283147549,0.388229262920648,0.392889583254536,0.393490600195332,-0.41362903958103,0.451843638707104,-0.152260025694745,0.461401740892069,-0.11009528184201
healthy,-0.0953744084601849,-0.0896698279972701,-0.0567971932487965,0.51130757638528,0.0801311848234677,-0.0423451393288886,0.172252240101031,0.158689169172307,0.0229314125071894,-0.108510388893846,0.0171205454229523,0.0418960942017075,-0.402565913719988,-0.185379335142195,-0.283008520242826,-0.36264455309861,0.0024644866947827,-0.012234319117867,-0.303435477636896,0.131316296552657,-0.0884008544869536,-0.0772993753688923,0.0941191909320713,0.167181596999208,0.466539429613628,0.0954856924544581,-0.028361264241054,0.150161263167036,0.323521916362456,0.0041049139856609,0.0849819329501831,0.268778189089823,0.123662751204185,0.17416220857314,0.184232601811669,-0.297055871475879
healthy,0.111048634860262,-0.0841461188198374,-0.358391729192434,-0.0592554666543284,0.290021116880353,-0.0536096454504772,0.202067215157939,0.218311215014651,0.049736343677836,-0.307693160680513,-0.322029926286444,0.2453711769112,-0.199269291982224,-0.280181920852397,-0.061552471326004,-0.385500830241531,-0.192002881584124,-0.0937660272010465,-0.0657478518298042,-0.297710558554304,-0.13368339878786,0.147332216258114,-0.0594663973023423,0.238813941425558,-0.133822960666696,-0.199986155333517,-0.243109940194101,0.185829733760238,-0.0937448004242654,0.0529135074560416,0.340410977859088,0.197347182273698,0.177865513967955,-0.257700424281557,0.0503813368400273,-0.151312654754508
healthy,-0.451975190717293,0.114285049396283,0.289929514511119,0.15721445521517,0.32844166915797,-0.395408864858377,-0.250003671986977,-0.39786959682339,0.32007539760946,-0.139840639988498,-0.310773816601629,-0.365560564110634,-0.22298263621191,-0.291276954809801,0.044360087640255,-0.223436997113087,-0.138183165453205,0.0038055356543785,0.290188212413403,-0.346318611479972,0.299067492803082,-0.0573884383687008,-0.259659599993029,-0.396173747436542,0.31205133136249,0.218732222587339,-0.451912045031997,-0.331851491851164,-0.380509939524052,0.243177645562918,0.307555203474787,-0.211895627569636,0.0796483780980126,-0.410293388545178,-0.0270419735549281,-0.397454120370526
healthy,-0.173119196645791,0.251479909653943,-0.15578474931368,0.0067583002594411,0.0270687710391302,0.006355173577299,0.0308629045181147,-0.0139671538695118,0.345266146587591,-0.0261676643378714,-0.596686772905925,-0.0221245408493285,0.232189112246731,0.211890498134164,0.0859015532976339,0.0082996669852786,0.36330013727989,-0.306222141755416,-0.024484017606572,0.059152912270793,0.20693441127724,0.122526798036956,0.188331300563094,-0.0829373865171772,-0.164570539650954,0.0714364194090054,-0.19706966423188,-0.369216614173681,-0.139220985344488,0.176569486778242,0.367023130756143,0.027080627706252,0.129486661637469,-0.276782037291921,-0.0592477656077676,-0.0129711938312783
healthy,0.0582533001095958,-0.25161870198624,-0.0591080724051915,-0.158051437738291,-0.245799432399237,0.179021767217685,0.243925120031716,-0.10098812712441,-0.235876750758045,0.134506059371352,-0.0076847438362533,-0.0283318507046095,0.184997597756909,-0.052619631006275,-0.0988890740351514,-0.0149875547043859,0.0167109877671454,-0.116703563997793,-0.0569408395464174,0.139915619047098,-0.228258292808821,0.327966786666486,-0.245636558505394,0.124000693218466,0.16434985959439,-0.0684808968311221,0.0455163090933922,0.0380152718583341,0.29106132994527,-0.0076235083025215,0.107157133677262,0.0800436807056654,0.0982369471656164,-0.278037731379435,0.0827525639555925,-0.0817936281232366
healthy,-0.220256227782368,0.154599316458735,-0.0295190986068458,0.110776694334371,-0.0155992754673749,-0.0881209951458666,-0.139928530155864,-0.0889658874103799,0.251578295485082,0.143322188579084,-0.0516826093055168,-0.247203547600735,-0.213426173194922,0.171558215664724,-0.184965655557622,0.106531098964054,-0.206429864098505,-0.239711762495946,-0.0346725187394216,0.354255483430462,-0.272766822114198,-0.144860277609813,-0.0071015096896636,-0.007883469456431,-0.305018318272427,-0.39721865427964,0.0259145693516267,0.227496282896174,-0.13266921957633,-0.221291326476636,0.073349235059299,-0.0193902539883037,0.19779590112418,-0.0932978975537207,0.121277967838827,-0.0745975528130935
healthy,0.366792039267222,-0.0559065978714581,-0.247888852826112,0.0545577083813355,0.0281808370462208,-0.218164266524932,-0.193993183521579,0.215136678315384,-0.0124383466038486,0.292611589474172,-0.169880800509497,-0.0356599421195381,0.0464165642312151,0.137535895010367,0.0054330775425393,-0.211606811830016,0.228234643377839,-0.019756480567084,-0.0832371927760808,0.143395606510078,-0.020213372251715,0.0711147368469042,-0.280549648999913,0.250391166886972,0.0219314060168375,0.365539369350419,-0.0889807146023495,-0.217125821318539,-0.0154393080132329,0.124607373221683,-0.127550844948895,0.194058540212891,0.0261935095067132,-0.234407824934026,0.143466409592333,0.0613590403595711
healthy,-0.188736845969057,0.143162566359546,-0.0788017753797173,0.191580515750782,0.256887467030341,0.0026740581838639,0.0830671989760148,-0.0504286413735232,-0.151095070534831,0.0414054989504261,-0.207420714756731,-0.205090420040807,-0.303122842705318,-0.011517697701768,-0.159569812935017,-0.431620167647919,0.264770676821544,0.312013992928933,0.0233974821129272,-0.221488748224421,0.176295202870912,0.0627180231997839,0.0769050766606186,-0.19253316215368,-0.115536469285804,0.11555592759531,-0.0877504897689539,0.0787200504797921,0.15305192786082,-0.315938247498558,0.29548496976647,0.130195548904739,0.0630710293647389,0.222386424902965,0.146282381983677,-0.062900607003982
healthy,-0.533684746685578,0.0792159068357821,0.0545523383244425,-0.0829261089435429,0.471542571582693,0.265361693518283,-0.22793997669239,0.317379345436107,0.61209430292994,-0.593738078001794,-0.473218346201365,-0.379494312390202,-0.211912521953882,0.029295137475861,-0.559842908279327,-0.627460723326249,-0.594244520589503,0.56786931217245,-0.144341084433307,-0.021882153664555,0.0258205332019431,-0.263703233176114,0.185285019793501,-0.551095488443263,-0.433363973526817,0.40260330621839,0.62914886528528,0.64515467717816,-0.32397175621458,-0.172085357428124,0.556214948984955,0.293434937766655,0.152947516589276,0.157804171148335,0.633443424225013,-0.0211518622163441
