group,VDR,ATF1,FOXK1,MITF,PGR,MYBL2,BCL11A,RUNX3,TFDP1,NFYB,CEBPD,ZNF384,E2F4,RUNX2,ZFX,BACH1,CDX2,SPDEF,MEIS1,STAT5B,HNF4G,HSF2,KLF4,NFATC1,TAL1,TCF12,TBP,AHR,FOSL1,ETV4,EGR2,RARA,NR2C2,ESR1,ZNF143,SREBF1,ASCL2,ETV7
healthy,-0.0071538630876779,0.0351891193708633,-0.0254440282318772,-0.0791433707470222,-0.0601330560653751,-0.10466180662426,0.0036385053737196,-0.0314602550743427,-0.119581504824583,-0.0985188557443532,0.0354116776703858,0.0387731561960224,-0.101694869020388,-0.0533657266113814,0.038732645015222,-0.0412221203741291,0.0116272469288467,-0.0104970482832344,-0.0560525673792506,-0.0682203537275432,-0.0889796753415293,0.0071862087335982,0.036903818396962,0.0401042649789169,-0.0713112302251769,-0.0287577162239133,-0.0492158625281362,0.0036435059725996,-0.0903203422311439,-0.0388510769203432,0.0448363506887284,-0.0178481818317944,-0.0786186876569365,-0.0860065977618169,0.032034690958349,-0.109887938843677,0.0116063583512464,-0.0462277831517836
healthy,-0.198863024792194,-0.152661954377198,0.0509619769619171,0.0013884145922726,0.140584748285042,0.0343919967710812,0.0420578332506535,0.0931436009756133,0.145397974054618,0.0471136740734613,-0.143041611028796,-0.135171235787876,0.157064304418391,0.130368999053064,-0.0394166401523382,0.183429225167112,-0.0996715157696372,-0.0773778183288697,0.025294817106288,-0.0257402583440202,0.0723016549274853,0.0487251803429167,0.114148327452986,0.201278557348057,-0.0009411466059043,0.0327549160207205,0.0035436354674924,0.020671772995497,0.203367901100588,-0.109496569137071,-0.132664965202105,-0.00170752474464,0.0133239620362893,-0.031080786524584,0.0601636809002316,0.0455198929743655,-0.0126544015752666,-0.075310852247131
healthy,-0.0508719716136065,-0.0680792221908143,-0.0590793780589899,-0.0568970710267489,0.0557031105137119,-0.0362851145253137,-0.0342777260937539,-0.0269665799881191,0.134453495853182,-0.0371500023676497,-0.0800915031784998,0.0633006717216235,-0.0269094775287999,0.0150129813696944,0.0864910412478101,-0.105742920990916,-0.0608333037956271,-0.0378453884433902,-0.0197520340903443,-0.214968866298881,0.0366317919067928,0.0997816950797001,0.105436869865079,0.0530967105128515,0.02110872532737,-0.0385211384955703,-0.0256279448647122,0.10771577710518,0.0166743695240357,-0.0291290252953795,-0.125151211818244,-0.0855593457850848,0.208113185659278,-0.107968336994422,0.141179398176151,-0.0294745741697575,0.0950661153067544,0.0359095473620445
healthy,-0.0197221888787636,-0.0216913766959725,0.0043238122259431,-0.0302457839634742,0.0512142066202072,-0.0353704440402659,0.0471179599215361,0.0028570025293362,-0.0385425838281309,-0.0217243757136602,-0.0395148115060744,-0.0842745177990083,0.0082138654698977,0.0407418910680744,-0.0295470247233541,-0.0295868117263502,-0.0340093521742552,-0.0203215478191686,0.0043370521576834,0.0071880731950151,-0.0078985937958183,-0.0224314015101461,-0.0209535025306094,0.0102655844352136,0.0074321046272433,-0.0119945716633882,-0.0455230522051475,-0.0225069430496186,-0.0247574626143645,-0.0734685828501305,-0.0536030397865852,-0.0260662668311675,-0.0243284081766491,-0.0339410690745185,-0.112581223028622,-0.0886342189769784,0.0189462079047877,-0.0527937237560449
healthy,-0.372436003294774,-0.350657876997619,-0.0001676852842899,-0.404373063065159,0.401745993611284,0.434381742066211,0.243583836091655,0.375202810485557,0.230783859390858,0.0594933414886971,-0.376565253420413,-0.252058929835142,0.454769477881128,0.473410491984691,-0.363059601148229,0.356135596284424,-0.362724230579649,-0.350951326245127,-0.486545839254069,0.351014208226735,0.19831579622022,-0.391510204382753,0.388121564262727,0.124254795658836,-0.0861343410302593,-0.404841184483802,0.428931970326788,-0.367608064484593,0.117701095797838,-0.47085329139927,-0.38225257931258,-0.397176569614383,0.459087373951594,-0.389421125215974,-0.0518147528455875,-0.295300772521407,0.167112359568603,-0.319782824027737
healthy,-0.0556844505051865,-0.149493556405632,-0.0201480727936286,-0.0927192567700637,-0.0095195357513984,0.0630817444771728,-0.0716491442519033,-0.15980015475077,0.177853345994201,-0.126466275490987,0.0843242264393852,-0.0114073915672056,-0.173007849400296,0.0106486012103208,-0.198323357484921,-0.160862643651937,-0.141342032114963,0.066653166397318,-0.0825366914640316,0.110184203085381,0.0710800514842397,-0.0711648681948049,-0.0104762317662688,0.0241107459915426,-0.0538230429109534,0.179277901928641,-0.171086249301791,-0.0740303962012136,0.0448835440189044,-0.0476204789480045,0.0387402605525871,0.197755176724898,-0.0977088505711656,-0.0543830156022122,-0.248447297406061,-0.0826497804114519,0.148185737449174,0.0073243333607473
healthy,-0.0744143297969041,0.0817624437234871,-0.0038169431098892,0.0403215844542359,0.0152949097309649,-0.0591332656227801,-0.0909863536908703,0.0160458927340133,-0.146606170809713,-0.190510985374364,0.0925060420097235,-0.0092914762847665,-0.133244100813733,0.025290294125521,0.015787257732226,0.16729254037451,-0.0954324389036083,-0.021779060910678,-0.043950781813363,0.13220457640612,0.0985199980791209,-0.0923382338608122,-0.0718473635586081,0.122253497793455,0.0926616660686148,-0.12372777268587,-0.209587393589706,0.0130391916104515,-0.0577032965122557,-0.164258148137266,-0.0685565516086717,-0.0677341255323244,-0.0275509966464972,0.0462618821612399,-0.0499248626790587,-0.0703398593297749,-0.0496224757176542,-0.0154012436075028
healthy,0.0193536844540818,-0.214232664938563,0.0037487245323014,-0.163493755528112,-0.0471402460547138,0.0220042977597495,0.0414281042589548,-0.0772576644352505,-0.0619977049754777,0.105578556019723,0.131645725073928,0.0885024355912525,0.0399471266659468,0.0181279511053233,0.105543494997162,0.0477713444608252,-0.174988161164754,0.112701553363367,0.0240700932090874,-0.123288579736111,0.0636890487038562,-0.165176684611076,0.0254472901753126,-0.0069420824672249,-0.0012060991761239,-0.146555074308083,-0.043614509625905,-0.0492439074084184,-0.0031148212443851,-0.124754130479192,-0.091024024333893,0.148107576387117,0.117877962734383,0.0016983559328908,0.0489395777325824,0.0433550580589481,0.139413845232707,0.0421966418735081
healthy,-0.0736149929810368,-0.0795465346160313,0.0644169335231733,-0.018661456513805,0.0247576984840418,-0.0291617435162298,0.104504342842609,0.108622783050176,0.0671693160703989,0.0664774348884048,-0.0480093323749551,0.0311134541366832,-0.0112431856857175,0.128804048598099,0.022683918591075,0.0662074381577883,0.0325412453031619,0.0627559527731336,-0.113677242984764,-0.0833460572013254,0.0333363262708878,-0.0677027867460779,-0.0444751473877388,0.120648703002392,0.039289998785441,-0.0536927752022648,-0.0687031025021326,-0.039071019556123,-0.0544328784060342,-0.0883112947477975,-0.0413325624903986,0.0758376321586145,-0.123919181087919,-0.0258374524498811,-0.0495368289777616,0.0134190005812814,-0.0143496623058829,0.014112512459664
healthy,0.0845096544991892,0.0278179314387956,0.0013995127894692,0.0379262985473607,0.0033130103471706,0.0691668107296555,0.029757327453811,-0.0441578658149192,-0.0804794561033226,-0.0049187147006399,-0.0174714977418439,-0.0792472871918824,-0.113762958129889,-0.0250766793415576,-0.0817046523531783,0.0658697378946781,0.0044296322952098,-0.0039544952129487,0.0816428944934294,0.085800592986842,-0.0152163397664999,0.0457904647202146,-0.0071061382491627,-0.0334189708802088,0.0280330878534044,-0.032511528779706,0.0422174737053917,-0.0255139648323597,0.0612488554531494,0.0484251347046603,0.0734281030523242,0.0830603369841161,-0.11984710340966,-0.075757968116074,0.0508785154879078,0.0642859476204745,-0.160247700725022,0.0582904547522784
