group,LHX2,ETS2,ARID3A,RFX5,KLF10,PGR,E2F1,HOXA4,PBX3,E2F4,ZBTB33,ZFX,IKZF1,ZBTB7A,SP2,ATF3,KLF4,RFX2,TCF12,TBP,AHR,FOXP2,THAP1,GLIS1,MYC,RARA,NR2C2,BACH2,MAF,ETV7
healthy,0.154577010374628,-0.143254420464585,-0.287595035879119,-0.437145800268577,-0.417245244716803,0.412354466366059,-0.382307988144323,0.321457311937612,-0.344336320774224,0.109646108953856,-0.181187743178384,-0.434331825377866,0.394669553119555,0.370373856006478,0.104302349950463,-0.349057483647701,-0.378226254521412,-0.396025009199656,0.323788034078595,0.30635969978824,0.0418524355485408,-0.164067358675583,-0.2537820207786,0.276750057100711,-0.367693261810168,0.177994495604729,-0.347612770748031,0.302514547190679,0.293657573720874,-0.462461621186389
healthy,-0.062944815967822,-0.194109562241573,0.0721675065197118,0.0987634358788648,-0.440770738552143,0.306361209220182,-0.359156948544357,0.30304721681072,0.110121255005122,0.0751783353273123,0.240529519598146,-0.231201016765883,0.0397299315243382,-0.2169843206799,0.214543808222009,-0.0164769428184177,0.192124418979893,0.0657127671070836,-0.171204882864651,0.076447131142508,-0.203066411069071,-0.165577504981632,0.08994612646747,-0.221326832137594,0.0341125766271103,-0.128261400244155,-0.243364586680235,0.113723186227901,-0.0512699617656984,-0.300700209929131
healthy,-0.28330482908453,-0.162004312840445,0.0634082558561218,0.0774304673058566,-0.160033817193908,0.306559595001973,-0.285856461821979,0.0719748066640228,-0.002466103148484,0.0217109236856255,-0.0176356708284788,0.0358315936156802,-0.3821150415513,-0.048826123957699,-0.0861766965525906,0.0161962542576067,-0.140098792764423,-0.0600875198380596,0.0862174722868645,0.261389032197431,-0.371617113280962,0.201653244506238,0.0461962548520498,-0.152940496980423,-0.0788615961258601,-0.247451024296522,0.321857457065415,0.340286099897009,0.0582917299798343,-0.362237036847792
healthy,-0.168510518694855,-0.173468893340168,0.321760813593502,0.428525009734669,-0.359555969813266,-0.349020971315512,-0.45194003704235,-0.0430455176913102,0.38944881021638,-0.0086199685778983,0.132350697645062,-0.452147824256998,-0.141223309513685,-0.257521755759592,-0.307028526696643,-0.498509535203912,0.311086267798619,-0.449714126508023,-0.161347550153945,0.330268264105445,0.315529597776558,-0.249651337103083,-0.183546128690889,0.336127561257916,0.103573746603285,0.372220409385401,-0.308195584882126,0.261414231784448,0.297223272984608,-0.434935360892098
healthy,0.0559704197817204,-0.631175565964612,0.159255191062046,0.246133419876412,-0.560127592461487,0.348500836094124,-0.627165077806266,0.37070553299429,-0.328860028984338,0.636809066926042,-0.212720525865093,-0.629364377764069,0.194338141725814,0.445387643860843,0.393992238429845,-0.38059650232323,0.635139010273593,-0.176320347419112,-0.605019185717807,0.751466688790297,-0.0896773378515692,-0.407199799139001,0.292742113634545,0.24769762786779,0.0213579076116,-0.656532200772216,0.606112955215537,-0.12231400834837,0.372046282701186,-0.48382246879185
healthy,-0.180090563048669,-0.33149901256482,-0.319939285164465,0.438500972576355,-0.242482571737943,0.45544390791283,-0.27109044066309,0.0963748712535543,-0.545065679240653,0.0609845204942266,-0.238691357744549,-0.288168911899828,0.0286100804666432,-0.0138069694949396,0.408399049403312,-0.237063347268887,0.226847605229189,-0.0524520774675955,0.380724135055039,0.0035924911932396,0.0369302155096443,-0.245465941216244,0.194943907605785,0.114457698264043,-0.0284322093434532,0.116215557818979,0.202554137828523,0.123617271272081,0.104133274756534,-0.19775288124039
healthy,0.0016397926480398,0.0525591269706526,0.168722431820504,0.0153729974946128,-0.243541779136753,-0.137306272931108,-0.143620810267401,0.340445604517086,0.0256832113433913,-0.0056232843623406,-0.186719378739631,-0.0916226526593383,-0.274950439688805,0.204022729454385,0.228095204206947,0.145552569425794,0.0802842293021861,0.0198851219917055,0.119839833379109,-0.0255623006537102,-0.0924343476768875,0.0188250445496174,0.0981134009232284,-0.0023362007289164,-0.0315684688667077,-0.0746304829443832,-0.187629489434828,-0.200242630140556,-0.0607191925858768,-0.024580018461572
healthy,-0.279519886701463,-0.0731871057074145,-0.0407567718187873,0.29340694970122,0.0490717308401769,0.0609040691700408,0.0050470949403974,0.251626138389499,-0.276822947293522,0.147431479327888,-0.224670035678145,-0.29263665450742,-0.0192416718645818,0.318259391342133,0.174076443196256,0.0051618840281009,0.141896228688204,-0.163888609586019,-0.301154004815024,0.196210800070967,0.045309065375873,0.0063109832113228,0.191492968566351,-0.0690818854392794,-0.11129224960025,0.250470393522252,0.286157112583101,0.129456716499698,-0.260240757345104,-0.220442776485188
healthy,0.0015602452056546,-0.330616609858281,0.364748560008385,0.155701082873196,-0.121558232157005,0.341545159488545,-0.280845113187931,0.136694888382082,0.260912695969415,0.463895390984563,0.11197565839602,-0.482699680960534,0.083738148683963,0.240074230205508,-0.281684944861715,-0.18732248622784,-0.204968550383263,0.0269130095849207,-0.056070396918747,0.253643970729265,-0.0275026163237416,-0.446439517303114,-0.139486897555621,-0.271451591035806,-0.511188066387619,-0.239756649533826,0.400045569169718,0.594510366610095,0.134345735042724,-0.390683121765692
healthy,0.285815866340973,-0.256294224061083,0.293399373444745,0.611298309583211,-0.416204459294776,0.114781072565643,0.0456512784147592,0.352249144412197,0.277457995740749,-0.165550569108445,0.205500924728171,-0.383886452867621,0.405532462892382,0.0352151460234601,0.306330780144769,-0.141706974214912,-0.018355969828061,0.317062747213156,-0.522181281663837,0.339175230098654,0.512961873712472,0.205299064702948,-0.437095271706032,0.0870727701141704,0.156440901293303,0.247774061710106,-0.400777469158882,0.0618659245143093,-0.424021666519633,-0.634509430339523
