group,VDR,RXRG,FOXK1,MAFF,ETV5,HEY1,ARID3A,RFX5,MITF,PGR,KMT2A,REST,FOXP3,MZF1,STAT3,ZBTB33,TEAD4,SPDEF,TCF7L2,MEIS1,SP1,BCL6,JUNB,NFATC1,GMEB2,KLF9,MAFK,NR5A2,TCF3,E2F8,YY1,JUND,SPIB,MECOM,ASCL2
healthy,0.0827930938005834,-0.0169226338730491,0.0267445876152607,0.0216953436294871,-0.157794740629981,-0.0681235525413991,-0.0121147276692764,0.12303309779109,-0.0986138806279876,-0.0621758729262941,-0.115106779853663,-0.06516100614608,-0.0936678535551732,-0.0428344013965302,0.0719096243064871,0.132460253341038,0.099379817720123,-0.0494688829705667,0.0097870822851571,-0.133737920128216,0.160387383088492,-0.0897281263856548,-0.0911384542051689,0.0752446420618267,-0.0439354359664748,-0.0937502385911781,0.0626565660495873,0.150565624340449,-0.0492450296656351,0.131603091477279,-0.0136009082201654,0.124424576174358,-0.107257647107759,0.136653992913481,0.0198057851429402
healthy,-0.073380572463839,0.0628992754802882,0.0358968130597219,-0.0008936805320354,-0.0107784651476523,0.070565434244832,0.199170828185708,0.0644615405686714,0.0211100389142595,0.0285126924112153,-0.0494996317355785,-0.0512940466734092,0.0856131140936398,0.069570312290158,0.0006244503813961,-0.0237727229134388,0.015371077324032,-0.0006628158604159,0.096769903464363,0.0021264581548057,-0.0362511132199883,-0.0746933670106859,-0.0031742285875407,0.173869985022085,-0.0113517128760437,-0.0441815658839691,-0.0148724721397098,-0.0623475398762196,0.0111110779320738,-0.0215774785362565,0.0100173916005804,-0.009054209235787,-0.0093138297613045,-0.0744773695098475,-0.0244666021061254
healthy,-0.061755507414141,0.0157205413815724,-0.0714026821000014,0.089143201910788,0.0463199225723874,-0.0116250153642697,-0.132872442891496,0.010285561610556,-0.121113376807478,-0.0914699958380512,-0.0946192659888393,-0.111691639088424,-0.110110946711352,-0.0872030218471607,0.0980540194013312,-0.0319088117970801,-0.0197683990682769,-0.0843263302718924,-0.0329301255322161,-0.0842502189595009,-0.0108204476848369,-0.0917844488034334,0.0470686577320036,0.057998926929876,0.0606483380117398,0.07267813914468,-0.111661352580033,-0.0308935553636224,-0.0030871169683507,0.0361167929368436,0.0107606647508823,0.0260332291692091,-0.0036333275631604,-0.0456336039561511,0.177786281391709
healthy,0.0805132979410333,-0.154773049336971,-0.161731482529169,0.0607696466690537,-0.141962236932994,0.154683184820907,-0.1528748984196,-0.155269389638777,-0.101723030020447,0.136246550371177,0.152463682944192,-0.128667407420342,-0.134948633753086,-0.0914253906648794,-0.102030730673553,-0.147700674005207,-0.16444504965665,-0.130502236083778,0.0281450355860425,0.0163750590326812,-0.169438028338221,0.0716743454770211,0.147674510918252,0.152037300461854,0.141271569354889,0.134509548902443,-0.04214399339545,0.0319608649422085,-0.15394815374753,0.0123256577697831,-0.163249510335341,-0.148988542481206,0.0736339227724617,-0.151970565631359,0.146877295116459
healthy,-0.0264159464400435,0.0812674617475491,0.0165948621580381,0.124859135203074,-0.0148880131153966,0.0999445010099615,-0.0368268319619144,-0.110462623120899,-0.0718931965866541,0.0228145843238941,-0.0524833739656208,0.0119121977688017,0.103572672273377,0.0119300705336461,0.0225286200863835,-0.149514614305943,0.0987112802356969,-0.0124662534789786,-0.0179174467565247,0.0668173313708406,0.073573236482029,0.0225733019984945,0.0911779098537765,-0.0764328788571352,0.0313041476249906,0.0459955603270987,0.060785273235851,0.0237260953309592,0.0048703284201027,-0.0449589399661227,-0.0040124357075708,0.0388464543893332,0.0052456564818354,0.0547710878657058,0.159273143910993
healthy,-0.143662934152671,0.0353387093355127,0.0907667500080841,-0.05988484381021,-0.101612965897035,0.0383104222942064,-0.0097948517374994,-0.0263637990280809,0.0536486911392845,-0.0943944161108319,-0.0419534144049928,0.101913355654592,-0.10012787571809,-0.0730253631025461,-0.0048384207378009,0.0426246935570856,-0.0629745670308013,0.0494125825174024,0.048816400804699,-0.107072089960401,0.0874318106588745,-0.106615374920849,0.0176693546677563,0.0855421138677093,-0.0005517362893912,-0.0213491291978355,0.0313723384551108,0.0693317951652321,0.0401096956379436,-0.0301156057959417,-0.0642021802746969,0.0731632971748939,0.0340635854666972,-0.0466707596792884,-0.0481619802614488
healthy,0.0399352636320464,0.0678198939028284,-0.0976236216256228,0.0377622104269857,-0.0129149486798776,0.129841371932791,0.0256964262963633,0.0844929548486957,0.0736522186404481,0.0117115447137284,0.0612661039576852,-0.0247210053357916,0.0117461750436895,0.0358445559053884,-0.197220450593822,-0.069961202638758,0.0396351341057167,-0.129327688705034,-0.0868838905464284,-0.0880324631568058,0.132010096346606,0.045334709245152,-0.0376915068366484,0.0790372349494032,0.237559013276874,-0.0200430249302094,-0.0585389654732465,0.0717518792838313,0.0074664434326603,0.0001493432979573,0.0219029622352049,0.0690925585288998,0.0208178785630896,-0.152387159667899,-0.0233747512585528
healthy,-0.0629520688735161,-0.131673287700256,0.0070239106135739,0.0852785613745884,0.135488624105672,-0.0983406394851542,0.0236912165369778,-0.0997367816283611,-0.0431390249565574,-0.0124396068596564,-0.0127223698253692,-0.123160944253277,-0.0670482046129389,0.155338977025051,0.0389447076318177,0.0672072587811523,0.0880492457122325,-0.0152534910948399,-0.107673780985383,-0.036761149174369,0.0531731829759488,0.187762463760118,-0.14100839283219,0.0031909015228005,0.0802045370454089,-0.108673269523909,-0.1098475212843,0.0415052833768835,-0.129016494001579,0.125894319588501,-0.0661920611889752,-0.131174525246846,-0.121835492851498,0.108793051057996,-0.0432607701223505
healthy,-0.0482931757264811,-0.0688270518838839,-0.0018070862839148,-0.0049048441376266,-0.0194462644044726,-0.0652800789676791,-0.0681024643359277,-0.0751299409477081,0.0165165056798232,-0.0739860860080919,-0.0523156592210321,-0.0206091105499828,-0.0589998332647285,0.0923140605578055,-0.0252736428899506,0.0945572141462867,0.0655276950752972,0.0658709976433813,-0.043765964413747,-0.127415652497907,0.0807542596163194,-0.0273086236445936,0.0004462933385092,0.0248521842053027,-0.0246111419766479,-0.0774439463427939,0.0345413513662286,0.0338861547628851,-0.0806541905698779,0.0326108222440026,-0.0921292615158368,0.0292121268199704,-0.0297533761879497,-0.0122887710754177,-0.0648257508882147
healthy,-0.0394064521880077,-0.109782642490174,-0.074955685351206,-0.102749396874416,-0.104939417296508,0.125219470252064,-0.150568708148317,-0.036284761958515,-0.107267929176456,0.0720142328084935,0.0541137149015699,0.0519873077806949,-0.0001517442289437,-0.0461176554663568,-0.0013656980604934,0.0688660370368272,-0.165884273054762,0.0792853656652594,0.14780683065383,-0.0090900756884274,0.0277181707280156,-0.0586011031915561,0.0497356619730497,-0.121671703432131,-0.0311175065117766,0.0474449204906985,0.0214310561244437,0.0428925936223871,-0.129338431505838,0.0858050664014044,-0.116059154876877,-0.0217080390401576,-0.141008821724863,0.0244381098840358,-0.0370792655851679
healthy,-0.0339326770409754,0.0380348736524333,0.0277232554900703,-0.0475838299095675,-0.0592284556227363,-0.0068185606050813,0.0450383219921156,0.0345678159328299,0.127190793226185,0.0031302979172946,0.0866289829689273,0.0014902446643837,0.0365211053253883,0.0749703255973291,-0.0237510580670037,-0.102961420685069,-0.102210314263253,0.0415205026846641,-0.0434717285980417,-0.0633673821636127,-0.0711202861417666,-0.121997841519749,-0.104202809760247,-0.0268726893717389,0.0128426817255493,0.0426013530795744,-0.0263341213055464,-0.0800357542903909,0.0417062158109374,0.0231666807629972,0.0413801861003688,0.0131967747529769,-0.0004552035072875,0.107340123506756,0.0208242191969373
