group,VDR,HSF1,EPAS1,DUX4,TFAP2A,RFX5,KMT2A,ESR2,XBP1,GMEB1,STAT3,HNF1B,GATA2,ZFX,BACH1,TEAD4,ZBTB7A,BARX2,STAT5B,ETV6,HINFP,FOXP1,ONECUT1,NR3C1,HNF4G,GMEB2,VEZF1,TP73,MEF2C,EGR2,USF1,ESR1,ELK4,ASCL2,ETV7
healthy,0.0551367817036187,0.0033626371711828,0.0216642298650828,0.0186392660962758,0.0227743711589363,0.0174278992104283,-0.0423160339686283,-0.0199411585534871,-0.0591152645066308,0.0348094033578593,-0.0604050132896347,0.0668449537485275,0.0006326599499624,0.0282697375744154,-0.0733566805892147,-0.0527008852081325,0.0660976224134511,-0.0071791477042314,-0.026405273133063,-0.0383746898615603,0.08609896150625,-0.0529314451764745,-0.0426980360279009,-0.015562415719492,0.0289085967426794,-0.0425683053544925,0.0183950338793507,-0.008516169065152,-0.0150586938488173,0.005651365922604,-0.0354364019212449,0.0482352683971157,0.0202418064876504,0.0787217218856948,0.030622892905081
healthy,-0.0151080584155571,-0.101594083802772,-0.0427027060507116,0.0414207551173221,-0.0105902778959151,0.0282892522234,-0.0487391289302948,-0.110468448598373,-0.0697711525186649,0.0139639962290588,-0.0206160793648519,0.0516978296770096,-0.0713964739735269,0.0111170196014183,0.0604520920098534,-0.0248567181749966,-0.0366125124800222,-0.11070801002591,-0.0460207231988128,0.0308028968980368,-0.0662133551537139,-0.0893262710259971,-0.0135017201510689,-0.0286620177325427,0.02381900046447,-0.0772779425398219,0.0335707490142076,0.0308198466347977,-0.0710210186428328,-0.107329709987158,0.05604165982303,0.0137221182087982,0.0703221669679274,-0.0010451822870802,-0.113461833886144
healthy,-0.0900519687245878,0.0022435896152454,-0.11434464182487,-0.141808721932618,0.103876714373458,0.193775633204048,-0.0288297267987177,-0.244851657032805,-0.0245637465443778,0.0332510412738313,0.128807476086527,0.0701257862567931,-0.0688576041749363,-0.066965800883208,0.0821459137525555,0.0545181235591883,-0.0159807694043655,-0.0732267598553293,-0.167607527820599,0.0172059299986061,-0.120084774292044,-0.0598421278319851,-0.0219519995970533,-0.102794324202723,0.158913760831947,-0.0698242551223498,0.179730450021286,0.157181098972286,-0.10811794775439,-0.140857680551508,0.0440646635106912,0.0782069729483253,-0.0173928640731158,0.0248074080671603,-0.0125733152967045
healthy,-0.0699856431317672,0.028227898087768,-0.0700281512926802,0.0113743750980225,0.0738256994461797,-0.0484606513779515,0.0931926678893196,-0.165450764567878,-0.033511017405043,0.0747044341180088,-0.111973957639745,0.170085694606996,-0.0312474698715798,0.0384332024794583,-0.166691588857269,-0.119943804545415,0.150514730318025,0.093693282119596,-0.0065807254592103,0.0359062295139274,0.0863257705585948,-0.0529722933082378,0.0533575867010658,0.0709288380838483,-0.0096659369682825,-0.0372331051483148,-0.166899267459963,-0.0734395635926315,-0.131031044959672,-0.108022287315053,-0.10881682405547,0.0263493069628447,-0.0922235973579738,0.145452865256193,0.0168160455228477
healthy,-0.008939458828057,-0.296890962465359,0.0752933129034094,0.238870990974872,0.117784579300642,0.0506809641622911,0.137220693010675,-0.0505079423785222,-0.095882905171902,-0.115722736377396,-0.176640822746011,-0.122297564160612,-0.18914164662331,-0.0838434727179865,0.0648975873952979,-0.205809411793042,0.0730296112324336,-0.0708668389353231,0.172906435913,-0.176583148818088,0.143391803298431,-0.0060269254679481,0.13534629035318,-0.111541376602983,0.0136831393997195,-0.182898443925651,0.156844246986459,0.264276356224931,-0.103135401608213,-0.152302425162526,-0.0769658568131749,-0.0307690405468931,-0.374520069449647,-0.0617976137694394,-0.173180387070634
healthy,-0.101157283074124,-0.255897987338969,-0.159758394560273,0.028641887235535,-0.126671725069485,0.109274300423706,-0.0189305687385681,-0.0970274245023053,0.249842033024718,-0.151848748832595,0.0505874284701937,0.250106343973315,-0.0635260117677089,-0.0014965904509621,-0.0163254188037321,-0.0845865330973599,0.0204538714662502,-0.097332506820632,0.0485945520359627,0.0741792894963758,-0.325607891167323,0.0020406773504665,-0.16776083030182,-0.158183776143103,0.097457632748425,0.1079871904586,0.155020480215752,0.149555007807941,-0.254783804217891,-0.0470065774804326,0.0575396499638602,0.19204931938667,-0.142379246735408,0.234294082064464,-0.0054661753624621
healthy,-0.179337314225487,0.077305080378195,-0.0431599218009342,0.0361543463748593,0.0244643440816925,0.0670123814310366,0.100682075696734,-0.0615871731418146,0.0883044557124768,-0.0085232494838714,0.0769399558857707,0.0977640890251342,-0.17958959117561,0.0720769791295263,-0.0127723356099959,-0.0099737165609196,0.0959374634737479,-0.0031868145945933,0.166976245214101,-0.0426874667571654,0.104815806557395,-0.074150866184711,-0.0358529180507563,-0.160776150467742,-0.0501775342981879,-0.106183518770088,-0.151605908408009,-0.0224691995338026,-0.0664270788449663,-0.257068707541265,0.0353985186137557,0.0284039771695948,-0.126680143264461,0.0510928532524109,-0.061752181325891
healthy,-0.0469081851606524,0.0395678671843617,-0.123216823014487,0.292244769125068,0.0490651550942338,0.151428341450513,0.0397232392747856,0.0270867596075214,0.099009175795605,-0.0872427798347149,-0.152526079045899,-0.0364502924134633,-0.0712583693842281,0.0004627386171322,0.0412269708977585,-0.0642044764789799,0.105508457891122,-0.170541810695973,0.0109456260049547,0.316232193294046,-0.0494880373925182,-0.0778508747339999,-0.191052277693593,-0.290816696954824,0.0952025595802177,0.122570340012158,0.0083495610332185,-0.0079874765094479,-0.0625710429370444,-0.263475937756,0.210508916599641,0.0640518065118676,0.0972649551978889,0.19136639952858,-0.0815554857943697
healthy,-0.0186003515397312,-0.178455232793236,-0.140994298749046,0.0729544656527481,0.102827325348593,0.0504554035230596,-0.0010381067442707,-0.283119140816437,-0.273290579982196,-0.149338768377815,-0.0010352896296323,0.318839626223056,-0.151996011760539,-0.13068330703297,0.254310622244933,-0.0562070712664609,0.404490475411992,-0.116425361638752,-0.0768112716624583,0.0461142298651999,0.139206487371616,-0.132727827981829,-0.110864905551436,-0.111646478793943,0.0585998580124989,0.116533292343338,0.176812150680356,-0.160141522667967,-0.287931300827913,-0.207283823306538,0.230024981225469,0.0544500720803893,-0.0502692978872566,0.0722193748017761,-0.224072417994413
healthy,-0.118310711071761,0.0152232535729936,-0.0332222182570284,-0.120954678120249,0.0982011156476452,0.094783038659188,0.082207386453649,-0.0691601813621427,-0.0583862427844908,0.143300288288808,0.0655976401947474,-0.0335411297463821,-0.0530065421335988,-0.10468928358347,0.0076393384686201,-0.0301166926997326,-0.0067162214510038,-0.0674565943463646,0.0581981667779489,0.0381276402827278,0.0667878796564378,0.0669968529970399,0.0434546433085984,-0.0091421293614719,-0.205781499969359,-0.0136032558934563,-0.110107144583516,-0.196824720875203,0.0215796774462651,0.0713680301345912,-0.0265296198793101,-0.0066544380285649,0.0264460305430692,-0.0470090072583179,-0.0803239006490047
healthy,-0.112156421668527,-0.0660125852505408,-0.031637823923984,0.0519987573943063,0.0558818865649802,0.0942564113870416,0.006544345859744,0.0135680526880332,0.0423626859501745,-0.0698065593875744,0.0198247819666501,0.0148143912062508,-0.0610253992249246,0.0031424096103613,0.0755185880497043,-0.0738209785050473,0.007087214523485,-0.0566219954743774,-0.0472191926799071,-0.0609734938971203,-0.0406070645685599,0.106199521989344,0.0650385970405668,-0.0340334074648794,0.115414244301888,-0.121749136897669,0.0393112633261995,0.108440000197742,-0.124175252984332,-0.0487409347609449,-0.0297570191047238,0.104273529002348,-0.0125726916960221,0.009746599259809,-0.0658470988524825
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0269969181880879,-0.0931492238485953,-0.209662661828128,-0.0347060897822119,0.0149007784575791,0.0155292362594661,-0.118414298176174,-0.0499479600312624,0.208797887067576,-0.0577445077177083,0.144972615148099,0.0499278845614729,0.123253059980299,-0.154473092232299,0.0251320026421172,0.0965236235277871,-0.0026927896811002,-0.151495422075138,-0.0040950134471602,0.130919403905538,-0.0802125911162321,-0.163369393273309,-0.0284304979260096,-0.12095719101618,0.117006720951504,0.113783174088159,0.0649762655207425,0.0977648611456302,-0.188115373310617,-0.0399021949485893,0.0334245100298393,0.121824451311087,0.175819434856965,-0.0115575435552987,-0.118602434007345
