group,DUX4,ARID3A,KMT2A,E2F6,SRF,XBP1,TFDP1,ESRRA,NFYB,CEBPA,ZBTB33,RELA,ELF1,BACH1,TEAD4,MEIS1,ETV6,PAX5,SP2,E2F2,SP1,NFATC1,GMEB2,ELK1,MAFK,TP73,PAX6,FOSL1,GTF2B,USF1,NRF1,ETV1,ESR1,SETDB1,MAF,ELK4
healthy,0.0208820348067156,-0.0587623294319485,0.0108794286482778,-0.11662300939133,-0.0323336139836049,0.108644100500036,-0.0967602618969552,-0.0979480023272431,-0.0152547527850079,-0.0620058444698946,0.113565524096271,0.107406360849161,-0.0700463970957982,0.0402767418884152,0.0979576694709599,-0.118934461118198,0.0515524606554186,-0.0535149222167461,-0.136084413487309,-0.166740966357042,0.0080880409000705,-0.0011717645336911,0.0200203093822255,0.0095948598466712,-0.0303952261210786,-0.0779816469062159,0.025864380240464,-0.0911441849736464,0.114722034630461,0.0069721763110531,-0.0368816284603658,-0.0215434180937255,-0.109873930669688,-0.118069848105325,-0.0212330023425615,-0.0130521505854442
healthy,0.0992195162006808,0.199959413890034,-0.0885651320488394,-0.101993165566134,-0.119757393577938,-0.027150256885326,0.0602964961857123,-0.0401098135534909,0.0489961482672132,0.0246908511624834,-0.0006333523206496,-0.0104416691652687,-0.0752206294523496,0.207767839191503,-0.0512737522494386,-0.0045471574891575,0.0443894954489544,0.102862414188005,0.140205311237574,-0.0129750494893229,-0.0137767667860713,0.14795573257497,-0.0028834312065933,-0.059493215127576,-0.0265776451111792,0.0017137521677053,-0.0286177311137069,0.104315409144275,0.0144549903709908,0.0479128091279191,-0.0226861525009933,0.0266219227252925,0.0390445011079741,-0.0719662103357457,0.0394244082496047,0.0177526880319325
healthy,-0.0303338834002708,-0.0620432378040961,-0.0247974282314732,0.0727577605058793,-0.0033186003653117,0.0531282589353815,0.114839383181146,0.0982449985084044,0.0381089360653025,0.0548800945751297,-0.0231186529650706,-0.0452354338704141,0.0171747191209572,-0.0917253397033529,0.0202778259560539,-0.0150329208575471,0.0706166536655608,0.0824017297875032,0.0192683482423192,-0.0126509683069883,-0.0867196669945394,-0.0295156994085453,0.0221269217773537,0.0165754857749047,-0.060758573699905,-0.0447210150902644,0.0329158876986657,-0.0393449700787177,-0.0029053598308993,0.086320254921959,-0.0909103823527214,-0.138049073519944,-0.0463472422017055,-0.0407248200951856,0.0150529721272035,0.02493732617034
healthy,-0.0802011305917336,-0.0818147828797304,0.0787058204211934,-0.0947683597803282,0.0807508068783091,0.0214833095669093,-0.0638580605340605,0.0536572378942489,0.0581081463877539,-0.0568972670055084,-0.0643407261875489,0.0404776921568563,0.0538265963373069,-0.077441364048355,-0.106966422323874,-0.0396825859795501,-0.0547824334863918,0.011255186298803,0.0842975248658668,0.079508017670784,-0.115754545785258,0.0740545891356554,0.093365863867021,0.0143510302736139,-0.0193377874627399,-0.0723185764559075,0.054882141841679,-0.0859146832951598,-0.0391649377027923,-0.110830071847697,0.090963644946158,-0.0885911297391972,0.0122103537355055,0.0837882282964661,-0.0916382422894762,-0.0978513216404892
healthy,-0.120803632951432,-0.05399059417972,-0.0743496009892713,0.0188156834885494,0.302439926805692,-0.0396891314051014,0.341434562716342,-0.0491034036632136,0.0724847519763939,0.306131041748422,-0.125099216194887,0.0082439187396856,-0.0236128468113306,0.0567299930744985,-0.009298523009037,-0.0297346959846385,0.0559583314139975,-0.164531127046488,-0.0980781970496771,-0.0207191155844518,-0.0248475054681322,0.0074722570791846,0.321294193377266,1.28610276750167e-05,-0.0268666868131098,-0.186266263817266,-0.0371812310084732,0.0066748733633336,0.0035110605552795,0.0039869185792551,-0.192953998208275,0.134063352484374,0.0466598084049605,-0.161933199456135,-0.325293972984196,-0.245941432229344
healthy,-0.208502391137062,0.128951048059578,-0.231497749889624,0.0564055115139128,0.0141205761336758,0.118130496332832,-0.086426393925253,0.0612247924402589,-0.149993373499612,-0.0606208257091793,0.0636437725951496,-0.105765782242089,-0.20973730593085,-0.215583952946146,0.0015296339546584,0.13044436099089,-0.117197564904584,0.114451695539573,0.0768656628368754,0.095295987826519,0.0204933591157367,-0.0935743713198851,0.13014964183002,-0.0843934543613616,-0.15140885566661,-0.0574048585277094,-0.0586055277851991,0.100860368603235,-0.183248902475858,-0.105696253425968,0.114866792949249,0.0280771887905292,0.0609093184089046,0.124332051633401,-0.0375528249099232,-0.108931937734397
healthy,0.0677124917735998,0.112679477217435,0.171662345514848,-0.0393321315805967,0.134104412253911,0.0513558026249958,-0.0981878253424567,0.0598878513763051,-0.105904594481916,-0.158095547739942,-0.0807115460862148,0.103357129566616,-0.0665588370582245,0.116043357231509,0.0398396942358849,0.0064018752807934,0.067866917995343,-0.0595960312366875,0.0703950796329249,-0.0324317775399118,-0.0629144917737785,-0.009085598627043,-0.03107827712581,-0.0278790427158001,-0.137038510467031,0.0510662534592274,0.0356917605003867,-0.0013302229321478,0.0247042212746688,0.0582476405137464,-0.0997985135449763,0.0578388652208968,0.0330631082699794,-0.0210258113824853,-0.102667889003395,0.0746395297570124
healthy,0.0347566214795805,-0.105660748615555,0.106778100839228,0.0713324884965509,-0.109132798077339,-0.0309065302146363,-0.0232218306254915,0.109321173856388,-0.110968816800535,-0.0755709435251507,-0.0697867749123005,0.0322303216482263,0.108900553966183,-0.120369542322111,0.132944270696155,0.0896010683291064,0.0611382622618577,-0.130168953567839,0.165698431839544,0.039558913600265,0.130454097726536,0.0833059626717127,0.0565385386159039,0.155732578980821,-0.136657595984529,-0.0694706648721157,-0.146032516604866,0.0316251967141584,0.0696900065326521,-0.0039352474390348,-0.0169834957508248,-0.185757871818126,0.138262660841631,-0.0136133756489366,-0.0040926573365962,0.0537709629579597
healthy,0.0406858218113648,-0.0507295533379891,-0.0462602616133625,-0.0640936587921245,-0.0603721869208798,-0.0070941304469147,0.0067811694815061,-0.0692554980277936,-0.0297366695633365,0.123246418333229,-0.0132929983326392,-0.0100780900097002,0.066826353274329,-0.0619393819032669,-0.088382865556135,-0.108657657034502,0.0954905900115711,0.0141494208694828,0.0179633618756143,-0.0291385331883982,0.110208120929478,0.0099851727206863,-0.0579920403519756,-0.0523249820303821,-0.0090092424166223,0.13689166580975,-0.0118920685313976,-0.0843443993323381,0.0471145927642796,-0.0849383529354237,-0.02194222360051,-0.0542991009601548,-0.0545059987821552,-0.0071260987746461,-0.146216259347125,-0.114044170872545
healthy,-0.0051755799137689,0.0175268519431364,0.0287815373599177,-0.0167123918393283,-0.0178125822576834,0.0362182479790754,-0.010012402085246,0.0127955697977532,-0.0926728950102264,-0.0131168233405954,0.134055396656368,-0.0098852392245377,-0.0775889085491187,0.0578019555593847,-0.0130087091675235,-0.0031512707303471,-0.040513469626402,-0.0826599780955848,0.0524302256458997,0.028219343659944,-0.0581988890233771,-0.0587914576576901,-0.153841834816706,-0.0004633464560222,0.0344137709475664,-0.144548649397086,0.105949315463452,-0.0058700847684067,-0.0015542699452569,0.0289200264673288,0.0447700790690601,0.0372515105760051,-0.0387640793402201,-0.0594154308851334,-0.0375207663498936,0.0239802384167357
