group,ATF1,ETV5,HOXA6,SPI1,MEF2A,ELK3,REST,RUNX3,FOS,CEBPD,GMEB1,AR,STAT3,RUNX2,GATA3,NR3C1,ATF3,ARNTL,ELK1,TBP,TP73,ZEB1,MEF2C,CTCFL,USF1,ATF2,HOXC6,THAP1,JUND,RARA,SETDB1,MYB
healthy,-0.170932687522129,0.0122199254012243,0.0445901707365009,0.177506424475432,0.213313622071807,0.16109790399049,0.214820459427966,0.192910242734654,0.110625260037654,-0.175632752976476,-0.172523806018515,-0.109137285146249,0.121282888596653,0.154904296097891,-0.0099048338301358,-0.0643126774909346,-0.214200685872301,-0.151672239160043,-0.158879428555664,0.205758508994236,0.0903103854969573,0.107752453859826,0.0271122972878637,0.20547043644091,0.172043845083283,0.0970173116097868,-0.186131658454194,-0.187934775695671,0.0868813045951968,0.191619147818882,-0.137127502978791,-0.063512774596278
healthy,-0.0384603331105463,-0.0193309727504834,0.195132709584093,-0.0281999996584366,0.0776292408773975,0.065222923070763,-0.002537354654424,0.164608822142594,-0.0007736665334773,-0.0550455709852473,0.151247270261655,-0.112882764464323,-0.0757673545470477,0.101949893977972,0.107090384879248,-0.0250067257966918,-0.002257976869024,-0.0693100679027369,-0.134776568226455,0.0702955201266432,0.0074546795635659,0.159865973639317,-0.146110637455086,-0.0221085207423938,0.0723525096596963,0.0401927900626113,-0.187537263447741,0.0412394114081782,0.0635352760566587,-0.0893488824870671,-0.113574354882479,-0.0497320693230243
healthy,-0.001772735460529,-0.0185572882238398,-0.117059809096715,0.0819452506964699,0.21840224564921,-0.0754559291259667,0.0971132281439965,0.132642839250186,-0.116665715178074,-0.127435439571965,0.0576133011905076,-0.013511546077198,-0.137542900645734,-0.0019165264848979,-0.0695678842403992,0.0497432765580535,0.0978971211478141,-0.140939426742267,-0.0586052359273129,0.0284489768643863,-0.127778682662394,-0.117521589590745,0.0297346782101174,0.007196251158649,0.111155615637323,-0.0499746821850844,-0.135551472265227,-0.139688599444262,0.0593054655752552,-0.038414021260495,-0.215073062541391,-0.0215671075152894
healthy,-0.146785141591683,0.156627361534576,0.220600946429221,0.165785480190681,0.157888638547956,-0.210217474191187,0.15119016345388,0.185652338194337,0.186698874893479,-0.249732448511946,-0.160232864748543,-0.251911240197155,0.177447702101204,0.0132761532039311,-0.262604018515138,-0.092246792615803,-0.241005588872013,-0.1623243375979,0.127643821308121,0.25046692263021,0.0425565952561587,0.188489622383517,0.196740629935812,-0.134562016201983,0.179178962522826,0.178325114130498,-0.0071353360314887,-0.154185724147964,0.230166804924224,0.0541591522594958,-0.233232878690437,-0.0537617715289241
healthy,0.023045805189455,-0.164809837111883,0.0319274071894144,-0.180938240743678,-0.0334768075383084,0.0600484135217033,-0.308379469440897,0.408639092017361,-0.124049627933498,0.0520574117222893,0.0086010019367738,-0.255260657479601,-0.128100028845568,0.152292634293259,-0.174411239273927,0.0831674187276415,0.130637629416985,-0.175643439551394,-0.115326625969253,0.168079437848132,0.0560834126288643,-0.0407480091756377,0.256492857757068,-0.0783850176507403,-0.0796904179446903,0.12178042742252,-0.17509443942777,0.0516182116233902,0.158173035617408,-0.032525207324027,-0.307269269190902,-0.27363386161688
healthy,0.119727848413318,0.205869979568066,-0.409150965400779,-0.252295452866639,0.0078957157011849,-0.327983071565188,0.0124675385244596,0.147243654760866,0.153379999028634,0.0405367442695819,0.223733877410521,-0.0614537157557524,0.0369830364781468,-0.0040184234256996,0.149917835767068,-0.179725433990845,0.0143082828733148,0.384459053509324,-0.158508399878993,0.278001665434523,-0.049261764409752,-0.247232213921222,0.0492277530740022,-0.200781311586573,0.0891236856345024,0.0827146149548328,0.076707323045143,-0.134857171288894,0.258437518667525,0.162639982515225,-0.197532116502132,0.0765423521736086
healthy,-0.0142893181494627,-0.182189869985849,0.110360390366887,-0.013348640551215,0.191224156547512,0.0477911490140918,-0.183619794475647,-0.20091739013026,-0.0776791707135932,0.0999425041418705,0.0202926374950638,-0.0291156261238548,-0.009691342773505,-0.0160378439966579,0.144725848353123,0.0192853088710106,-0.170995806566701,-0.0148707419915957,-0.10717295868599,-0.0403111076499349,0.0099929268477171,-0.0020222204850772,0.0330106931638354,-0.227843931853369,-0.173490256660145,-0.0133476951465936,0.0460019707681784,0.0398417142554324,0.0310612688346024,0.048517219763292,-0.202066529447517,0.416459244348253
healthy,-0.266856492308861,-0.140546826473515,0.0428168974868925,0.0802781992273417,0.0796881143566363,0.170374586765414,0.0927705503915566,0.0078177157819121,-0.229602386693444,0.179569975027803,0.123682758238448,0.186709153792066,0.136499837832538,0.401510951788043,-0.189523870742063,-0.134935567672208,-0.145483183276911,-0.201261349474144,-0.0167610760091741,0.198928878475975,0.0548585062036691,0.0002714148070595,-0.0211485448322218,-0.411478175908007,0.0275534496095292,-0.319226221665654,-0.162968839887074,0.177123606744529,0.0376054908566996,0.230582630349297,-0.0907567494570342,-0.0136373823814974
healthy,-0.258027923454518,-0.0378839193642412,0.0265989179738864,0.425742938705918,-0.452124442807663,-0.196645391647434,0.0648228824055658,0.139558860239753,0.32212251010262,-0.417995513443385,-0.301748468858949,0.0385872980262458,-0.0062717794981377,0.184699028658005,-0.0599526488127791,-0.209979294854571,-0.123278551208818,-0.106666828522598,-0.40375075196892,0.0378417394444776,0.0035032133360453,-0.0124836276817078,-0.291896607599559,-0.131667306679958,0.266335087652292,-0.199134984054488,0.053413784108416,0.190522951865217,-0.0651440360803685,0.251581235717669,-0.202180732546455,0.113992943157993
healthy,-0.0134264781817703,0.247048444043477,0.134488971620367,0.116407441286058,-0.0387101059266624,0.0783188393123366,0.0950720450658609,0.23918996871065,0.105772748896907,0.0862819365530739,0.0403722242136357,-0.166739297483045,-0.158835984189685,0.143104087537186,-0.0926526634454445,-0.276895579771487,-0.208939914087297,-0.143542503151284,-0.202404781339639,0.258073600338934,-0.339444534714762,-0.0607641550142882,-0.263000794001929,0.0458075814293357,0.276252902337183,-0.104251371986051,0.0497078612462386,-0.0976222040711647,0.317714938091547,0.336378116413879,-0.123991906860074,-0.0698986439739453
