group,LHX2,MAFF,ETS2,MITF,EBF1,REST,SRF,XBP1,ESRRA,SMAD3,KLF3,EHF,SPDEF,POU2F1,NR3C1,NFYA,NANOG,IRF2,MAFK,HOXA1,FOSL1,GTF2B,RARG,HOXC6,MYC,JUND,NR2C2,ESR1,MECOM,ETV7
healthy,-0.0122261696676401,0.013247374499229,0.0343105108291049,-0.0642861349432107,-0.0314655608074585,-0.0408714725209748,0.0377279379272951,0.0466049128029683,-0.0699173712578117,0.0530213825522476,0.0104769502106387,0.0384801629804216,-0.0246513529042082,-0.0471073594513365,0.0125921517035617,0.0242815819684586,0.051903978196214,-0.059291048487855,0.0038228072704581,0.0179294271882924,-0.0743620397398591,0.0420738060299312,0.0059931404668095,0.0723373223123185,0.0579920980332864,0.0505263920155555,-0.0351339864645888,-0.0604136545538219,0.0420839525752331,-0.0214254579032519
healthy,-0.0143173121773665,-0.0442576484233122,0.024934343155658,-0.0004351568577053,-0.0116919371924812,-0.0678541391337658,-0.0716212956103629,-0.0238766006910894,-0.0299703954313542,-0.0505033981525338,0.0114138180861424,0.0384638422418912,-0.0566080069600027,0.0026846034952211,-0.0402506820882126,0.0842143749050963,-0.0948758385779254,0.0155546103881913,0.0116363586183566,-0.113971550715718,0.0718735484332217,0.0073377141163651,0.0171820294669422,-0.0687215871967793,0.11935950510579,0.044497578940863,-0.014344581122283,-0.0012312954231716,0.0294667343989747,-0.0045530691877196
healthy,-0.0356147696242063,-0.108462816645172,0.0145776756401127,-0.0463522155547945,0.0017196279764719,0.0413488112452771,-0.0016091556149651,0.0897088181322202,0.011531794815709,0.0295364517019316,0.0566390043916166,0.0575952625049776,-0.12906386628173,-0.0039536246202775,0.0159758231995012,0.0344393203173792,-0.0399161776047832,-0.0132718806369045,-0.0739732284807578,-0.074255546737942,0.0251917899925107,0.106730329452017,0.0412967898686945,0.0910438386278905,0.0596615048220505,0.142111879646375,-0.0006236720091419,-0.217326607046924,0.149356879227738,0.0543237608787663
healthy,-0.0096445796611309,0.0874497462691532,0.020070504957401,-0.108026477349639,-0.191237610175304,-0.137032223305378,0.183181227493879,0.0524448708289674,0.146954877408314,-0.110909089082781,0.0864351167063252,-0.0643745443231198,-0.156715165897579,-0.183412800672765,0.165076372911184,0.185304266758466,-0.170506134089452,-0.192196407118105,-0.0161191417902073,0.114498862162057,-0.140254651959854,-0.124815610580169,0.0684437936351057,0.142186087358499,-0.0911085713910251,-0.15362026579024,0.176992982505386,0.0703873597979907,-0.143835560249878,0.164466257678969
healthy,0.106622830263784,0.0325903745334586,-0.088385686943348,0.0946015885613445,0.0766600495450666,-0.0834014699260113,-0.0288542645781238,-0.136454231291765,0.0966215513064266,0.0451453462295176,0.192668316465879,-0.0603689678936729,0.108289710090011,-0.112461015270912,-0.137997942657925,0.0382561236964937,-0.0581847805351695,0.123193093757994,0.0132611375337706,-0.104414009213268,0.0766928944677509,0.00477893625056,0.128103409699291,-0.0210782291326249,0.017079359795816,0.0372625647852948,-0.0125631829267301,-0.0934684387287375,0.0835903282314458,-0.0399394259840621
healthy,0.140111949027301,-0.0314696587146065,0.0614750983862193,-0.0100119430411495,-0.165046494258508,0.0706029846466934,-0.149477425547581,0.0222754681955818,-0.0395698289675454,0.195419370029589,-0.184347940190349,0.089458258172037,-0.0620801247454941,0.154419855487045,-0.011633634698201,-0.102933217383739,-0.16836861387964,-0.162470297546071,-0.0257757805115687,0.0846373860399162,-0.0812655382248712,0.0406707559272302,0.0557839828606211,-0.19683386087867,-0.0988499801279939,-0.0579029564568026,-0.231015087500254,0.101122282322074,-0.0052863832806952,0.0599625324880324
healthy,0.0593055773990086,0.0729357864527231,0.0214555798180278,0.0915762683635178,-0.0516617885457206,-0.135440443889286,0.0540622551465679,0.0865220457445333,-0.0208969552127716,0.0393778300934931,0.121158506129439,-0.0819755585328107,-0.0823682149582444,0.151895581718028,-0.0260465950779955,-0.0449484624148521,-0.117512410750412,-0.0791309680221946,-0.0817725800271741,-0.0166841392197164,-0.0238450589783989,-0.0893822499863523,-0.03951257081091,0.072589392934557,-0.041902628257622,0.0382906517727047,-0.0970468571479107,-0.126697910988392,0.133603806470762,0.0181691785430061
healthy,-0.0948518353355402,0.0962482724870752,0.0847822660177182,-0.0132098983623875,0.077856334837238,-0.136109604068568,-0.102346930473518,-0.066565710285017,0.127492726479476,0.218644996091281,-0.111420462865719,-0.0917015790126462,0.0184978286186739,0.146569646333976,-0.087793540444014,0.108657370397635,0.0671117105930816,0.26205036603603,-0.103948531377174,0.116585956689288,0.107866497224135,-0.0352782380865264,0.0430579152032532,-0.0789582627316957,0.0700898940916159,-0.127363671861206,-0.130265746225889,0.0723003680660835,0.028835434451364,0.244489010673006
healthy,-0.0343707036149257,-0.0078029545818982,0.000241018844975,-0.0977789278921373,0.0196624492374803,-0.0086974348545868,0.0648218596303632,-0.0756020196407681,0.0356380671462536,0.0320740650769414,-0.0796573387476588,0.0477063471234706,0.153380534687071,-0.0075555867095985,-0.0628629405073743,0.0561244247757764,0.014134888371365,0.101971483666582,-0.0415941873567775,-0.0601592316405415,-0.0785787366825575,-0.0738347923043095,-0.0702221957566284,0.137619806933899,-0.0223769026120932,-0.03419073310961,-0.0665378063615079,0.120368034532886,-0.0199691560959288,0.0426908597304179
healthy,-0.162961136849954,0.0367168914201721,-0.0243911849304372,-0.0650510754965991,0.122098406929983,0.0517962658203938,0.0970828725739202,0.165309126052823,-0.0209448948362133,0.0724334385149753,0.051133327444531,-0.204665897453297,0.110273367333064,0.0702586048580404,0.0696965914289508,-0.147740269632197,-0.0400770984715601,0.0828267291120834,-0.186620121186155,0.0561271333892763,-0.101249489739231,-0.0819213729719126,-0.0907730844800742,0.0072181126148042,-0.0906949171193381,-0.0484964158450172,0.0199564240339941,0.0868211801917221,-0.0259278167180713,0.158788582923069
