group,FOXK1,DUX4,HOXA6,PGR,KMT2A,MYBL2,ESR2,E2F1,ESRRA,ZNF263,SMAD3,ZFX,TEAD4,IKZF1,ZBTB7A,MEIS1,JUN,PAX5,HNF4G,CTCF,IRF3,GMEB2,FOXA1,TCF12,TBP,FOXP2,USF1,HOXC6,RARA,NR2C2,ETV1,SETDB1,MAF,SPIB,ZNF143,ASCL2
healthy,0.0002116361939169,-0.0849747212802929,0.0156108987364182,-0.0791586551342827,-0.102525378510617,-0.132467220918372,-0.0594190209951924,0.0595075626681576,-0.118104093908589,-0.0813182381272272,0.0889205545414535,0.0937793988205892,0.0952846972423737,-0.0953343669613542,-0.0569520616253684,-0.108407850911351,-0.0805860296853478,-0.108544202688214,-0.118548811857457,-0.039083080284211,-0.0260334713923715,-0.0297276867353391,0.0507235208565199,-0.0207750798146008,-0.0344575877041504,0.144146833382582,-0.0493553840439733,0.131064951170922,0.0144949197303142,0.0199473411463005,-0.0876605753416144,-0.0954978331258735,-0.0831118668681903,-0.0778361088850514,0.0676887292675318,0.0049332288824399
healthy,0.0497904753891465,0.0676854407293766,0.0024022823805903,0.0610468976105604,-0.0694081114398907,-0.0280035635315346,-0.0542044050143437,-0.0638453131586048,0.0046580972028048,-0.127118968495058,0.000589443953959,0.0205146398851664,-0.0507895501778198,-0.0199803686770145,0.0603721516983356,0.0222957271800552,-0.0318099056989198,0.0219289260104966,-0.00885760360065,-0.0545822297370007,-0.0761420728948785,-0.0558701161188227,-0.0219496535891406,0.0092504379492217,-0.0179909609697061,0.027348390611345,0.0466292172542024,-0.0284047548879415,0.0432891081555209,-0.0285017126729249,0.0326154772699867,-0.0232262140261332,0.0226924376408137,-0.0271049652679858,0.0433773515606234,-0.0710321474658228
healthy,-0.0283888401480239,-0.039519321553514,0.0527875414252714,0.0582324450116309,-0.0593972776716171,0.0074415043530273,-0.0523740819797899,-0.0133766891707263,0.0386921474406711,0.0569637370465146,0.0370952241379687,0.0067506187240653,-0.0030220822802138,0.0290593080265918,0.0311100158318041,-0.0675638673855166,-0.0809410670000028,0.032272296272991,-0.0850108350973164,0.0357234065333619,-0.131760082065398,-0.0500867834918855,0.0054107038544493,-0.0024554897067762,-0.0259749516076757,0.167962795289263,0.0352642623713735,0.0326102100420141,0.0018398945323927,0.0243522508951008,0.0160491174754404,-0.0585366694925038,-0.0124581456248696,-0.0784146256106069,-0.0106797595655392,0.0581035579622679
healthy,-0.122297875752401,-0.0778229617013583,-0.0762717898339848,0.110104437410077,0.140396199511012,-0.0837454792082393,-0.149761721785011,0.157539677748231,0.0804474305705226,0.1365183828688,-0.0993063642884373,0.129566083455504,-0.153879832174675,0.0742760858364467,0.121342126021236,-0.0521074052668637,-0.0852604826846509,0.0582293575420324,-0.0511974311555096,-0.143265539689609,-0.1552302129591,0.102528120226469,0.145620384506776,0.0591701312988148,-0.140153701752235,0.113228482179401,-0.151189695070671,0.153999131351738,-0.149286107443863,0.142660623350774,-0.147675483783846,0.139686281812165,-0.139816431506516,-0.0327407577608229,-0.0815243444114097,0.160582004559226
healthy,0.0431089610230934,0.0467219025183622,-0.0399804821374175,0.0366713561769781,-0.135895867606132,0.202521793271157,0.022342758655969,-0.0976561663709809,0.0717661560651117,-0.0833850474646692,-0.0289363768848345,-0.23938200775357,0.0259064327672114,-0.0700253751628458,-0.0694095328625159,-0.0781216486045163,0.0794354455118867,-0.0411546881233798,-0.0357516983418188,-0.0292812485730192,0.133769158862327,0.0654188747563781,0.0709860891513604,-0.136487076214449,0.101679669399803,-0.055861002255258,-0.0006158423003299,-0.127733904319093,-0.0300531042560994,0.14280972383117,0.117642301824354,-0.118594804582198,-0.0344789575878036,-0.0325082622267479,-0.160102575624433,0.185811938855539
healthy,0.0489854318039931,0.0566225006986879,-0.0287097012583091,-0.0638259119421107,-0.138054019142955,0.0325600894248865,-0.0520780367552035,0.13407286307638,-0.0220673625430784,-0.11449456133068,0.0772715344802607,0.106241653864205,-0.103041752174535,-0.0078784865562276,0.063776734270317,0.113305355812759,-0.0287633496275386,0.0424000944810688,-0.011688638445883,0.141980409165941,0.0152003712816991,0.095828281861882,-0.0722241170752495,0.0121088840048476,-0.144433704383833,0.104286841410404,0.054040672929517,-0.184307854813678,0.0299369077044345,-0.216107925674479,-0.0534527762167101,0.134779233271236,0.0355498683350737,0.117759288133169,-0.22043332544361,0.0039398021152933
healthy,-0.0087244418282414,-0.0633816627141372,0.0274060046849726,-0.131582031653537,-0.0129403172665336,-0.127224313677134,0.0345189576774556,0.0382085522699796,-0.0415536721270918,-0.0268352573292412,0.0750341397933793,0.0075080857772201,0.124189333655336,-0.0189241586262777,-0.0971902819666095,-0.0420281691891052,0.0208829365335216,0.0054879553435712,0.11087470969101,-0.127015489940471,-0.164963997557248,0.0413397825854962,-0.0695653219351088,-0.0431004312331568,-0.034811085761898,0.009210759101764,0.166703820117964,0.142309717898986,-0.170717063358955,-0.103350863631777,-0.0070448460595012,0.13019343823481,-0.170214422936205,-0.032194878947855,-0.0090784853063036,-0.0408574053824767
healthy,-0.0762487933862931,-0.0318626942179743,-0.18170904559972,0.0588721547621603,0.0960225906763107,0.0647637889640278,0.159725885484002,0.0427438061345482,0.137440779115439,0.158727989941061,0.180567541473108,0.0686375384517556,0.138519684628656,0.0473061403696193,-0.0976796127955859,0.139270867989394,-0.0073056264103156,-0.141196695919129,0.123241940688938,-0.0468642678044793,-0.113929476378611,-0.0162609103971541,-0.0096991028048242,0.0947190666091475,-0.073251424486093,-0.0434581667815247,-0.02811045968566,-0.0150715367426521,-0.070364523727178,-0.156688011598664,-0.111488130456213,0.0551825188432409,0.0678900373623937,-0.169870543125343,0.0690830932882718,-0.103943156406446
healthy,0.0985356211597161,0.0577842196366294,-0.0786084142999054,-0.0249181295477033,0.0571768918222864,0.0362417713870946,-0.0990592939899232,-0.0008214403508316,0.0283870474581466,-0.0798742947867186,0.0485331576685154,-0.0015868650294665,-0.0582714085750768,-0.176479586400604,0.104402525774,-0.0995262140996153,0.0121318153204921,-0.0879412886313593,-0.083023333726986,0.0490712029409309,0.0362557753051437,0.044505557132742,0.0187173420451942,-0.086153946459294,-0.11688038527997,0.0318585450377041,-0.0307636597607545,0.0187243440042188,0.0463039550295829,-0.10194962897044,-0.0434114089041108,-0.0839221641512473,-0.0145802898341418,-0.108630234928213,-0.103776034703379,-0.0418532887590609
healthy,-0.0217844422681495,-0.036606746121706,0.0743849525348626,0.0563647286439811,0.0682077202752641,-0.013741062660381,0.0320118180472422,0.0392175480271784,-0.0135300887690297,-0.0537518447593178,0.108589094670193,-0.0295668804839835,-0.111603106545649,-0.132526997414866,-0.0710891794755622,-0.0166218278676155,-0.0331222069490912,-0.0970014924863353,0.0047670383542503,0.0159653104293973,0.0401440287671586,-0.08160039841769,-0.0542980173004147,0.0465884483562646,-0.0547727085559552,-0.0224097300185032,-0.0564327399642194,-0.0372695094974971,-0.105944287104601,-0.0834429500016956,-0.0453899223353314,0.0582940293609437,0.0228753993642161,-0.0840494999393307,0.0089101769442743,0.0323796343709797
