group,HSF1,KLF5,ETS2,MITF,KMT2A,RUNX3,E2F1,GMEB1,TFAP4,OTX2,BACH1,MEIS1,STAT5B,FOXP1,ASCL1,NFATC1,NANOG,PBX1,GMEB2,ZBTB7B,FOXP2,ZKSCAN1,GTF2B,YY1,ETV1,ESR1,SETDB1,MYB,ELK4,ASCL2,ETV7
healthy,0.0205240648267727,-0.0366482041732306,0.0913508751880303,-0.0423633441978796,0.0090246087241621,0.0465340032333471,-0.022232210947674,-0.0831266540118086,-0.061540826940315,0.0780501364905056,0.0375295869605011,-0.106241632556014,-0.0286061337221185,0.0601569838253994,-0.0537610973319794,0.0324072097092553,0.1140091887248,-0.105222606169182,-0.0174544901780626,-0.229999202175435,0.133399159176619,0.0144765061697718,0.106228428560735,0.0214286995276799,-0.0489197397460991,-0.105255197494113,-0.0880414386933837,-0.109709581403735,0.0138632611012537,-0.0643978494699085,-0.0305428699856698
healthy,-0.15969417203104,-0.0750277900230589,0.0094302817939602,-0.0022309835381731,-0.0787948581666154,0.110933608923396,-0.0458519290630992,0.0250949836885176,0.0257404706052177,-0.065775485998947,0.137083138956493,-0.0402779405774336,0.0536870858331684,0.0309067582719344,0.0866503054657065,0.137277154218712,-0.0326056987390742,-0.0224781256792081,-0.0058432884036006,0.018631283563471,0.055369545783286,0.0288026569938457,0.0035966217927774,-0.0237849302601421,0.0441866584694455,-0.0187450522938818,0.0248926986328105,-0.0716640219869167,-0.0575166204525346,-0.0574133071038905,-0.0306723982314853
healthy,0.0581919984519006,0.0263646084499371,0.0710969516069989,-0.155040725949478,-0.168081152540126,-0.0703939676341662,-0.0691421930896897,0.0393587277571606,-0.166019000535727,0.0035720650224315,-0.0357112902414961,-0.0800032215753537,-0.118746653619783,-0.073338421176998,-0.0872621345674278,-0.0064145440155953,-0.0240132822394742,0.0181322572446062,0.0681121023488396,-0.104626873220812,0.092497813378406,-0.0657189025310251,0.049512831224594,-0.05742250933798,-0.0824309055403989,-0.165736230528435,-0.070032376718918,-0.0865655547933665,0.0405922749666722,0.0437490523303106,0.089338572861394
healthy,0.134618095661813,0.127994367324403,0.056747322835408,-0.0855943720469886,0.12064072892331,-0.144822617779107,0.134580932071017,0.159170724448019,0.121256538193027,0.128150462196857,-0.119463258592688,-0.0650737201733748,-0.036422812135442,-0.0464540989400816,-0.117071037474011,0.130583937238651,-0.101124584756485,-0.113550819568016,0.12876716744413,-0.0053836564445146,0.119529093465273,0.0132826335327765,-0.0403705282022341,-0.0990558504910297,-0.128136360289238,0.0161820169036328,0.134055226978986,-0.102374940913501,-0.085163017287147,0.135528175125321,0.142617188503059
healthy,-0.39587587278639,-0.308162199012151,-0.131577567272282,-0.0592331920885733,-0.193943894610716,0.276576808520317,-0.238711034306916,-0.008778423988347,-0.121472500430391,0.171715570202924,0.184431583086365,-0.143729051281875,0.272286389079067,-0.0808828744006703,-0.0613078356999672,-0.0077763852372656,-0.108685921437718,0.0147059771637582,0.0309079558432155,-0.0758162277578784,-0.0105990296065091,0.0257566298693463,-0.0143108069520642,-0.0892943546210157,0.0917218287785651,-0.114260644066974,-0.316093829689725,-0.19601853822211,-0.0333213167789186,0.0026815121507812,0.0682374276264598
healthy,0.186289167198602,-0.0821837936883506,-0.052365811821316,-0.0282801375569924,-0.0894125095021193,0.0177694943577386,0.149477901898393,-0.0474292656650138,0.0653419029101538,0.129618709730499,-0.0922857262748927,0.0100915735617959,0.153391729793393,0.0827648408036575,0.0335943172517679,0.108370466517098,-0.103834155407806,0.0242062156431879,0.171483295647785,-0.101991190732514,-0.0130843899839112,0.0297934968994528,0.0063717419484052,0.0086761540896627,-0.0811130472214076,0.175203127261175,0.108768818105064,-0.129531128884918,-0.0164727328054249,0.0543877051058602,0.140881794818132
healthy,-0.150349560713237,0.0898402387533206,0.021225455737997,0.0977412690764481,0.0869662471287644,0.166382149632063,0.0461681798712061,0.0814661905124172,0.103012972215248,0.0149729200432567,0.117390542120614,-0.0113584107129408,-0.068778436340899,-0.0386966715653695,-0.0209601307450376,-0.0020676863693128,-0.0336663706742619,0.117662391498647,0.053219952737361,-0.201418097472851,-0.0259001776426385,0.0247768960126095,0.0127557165160262,0.0445468701806221,-0.0312653969674817,-0.0780724228770634,-0.0299692191330242,0.0040652355990933,0.0698669212505399,0.008370242349611,-0.0351996011663635
healthy,-0.0439079469455769,-0.039619434127046,0.0806185934688142,0.0028721577308514,-0.0025453065567715,-0.0419853482290783,0.0286295330123655,-0.0502111027767555,-0.100997952018198,-0.0452285008270606,-0.0245222911035973,-0.0112820008708265,-0.119064932433717,0.0082595667380992,-0.0278931786431741,0.0490304937945187,0.136575890162296,-0.0022588421656957,0.0266468237351166,0.0288305276998744,-0.0387600409538187,-0.0413757895739695,-0.032351691641327,-0.0732419005917354,0.0175428914639775,-0.0152868669808169,-0.0449223126582387,0.0491732563763007,0.0399303184334266,0.0539079022629005,-0.0139325009089112
healthy,-0.012127121219499,-0.0064578329596133,0.0416182509180062,-0.0791266201231708,0.0390705386978978,0.0386828974176883,-0.0010012915178042,-0.0620024353299942,0.0424004408426486,-0.0170902005611981,0.0066849470952742,-0.0598246815376838,-0.0636237318604786,0.0574938605541858,-0.0068493423637879,0.119632232812094,0.0658050774821852,-0.0671357121261546,0.067941663383725,-0.0513197821168641,0.0658724933570042,0.102574358715461,0.0400942100757854,-0.103555480729733,-0.0815546967949324,-0.0076710424117873,-0.080295346149747,0.0771790197067795,-0.142795664292954,0.0478282476492889,0.0712160303201207
healthy,-0.0072954577995204,-0.102391361019897,-0.059253737578446,-0.0443661302519776,0.0552264012023383,-0.0065779827476424,0.0457367783463671,0.028861449256677,-0.0170389043766749,-0.116239983247655,0.0332678290564183,0.102653081479072,-0.0650860426385234,-0.0589897609084154,0.0238018964144242,0.0501126992995664,-0.0945002635546661,0.025843767238165,-0.0093158946201391,0.0196843116041181,0.0233562947705692,0.0269617197167988,-0.0630610933961947,0.0193063962859119,0.0836027651251985,0.0767765991835102,0.129532449499665,0.0441799928564432,-0.0261585086524323,0.0366690669202739,0.0557927101269339
