group,RUNX1,FOXO3,HOXA6,STAT1,REST,E2F1,NFYB,TFAP4,EHF,PRDM1,BATF,BARX2,STAT5B,E2F2,POU2F1,PRDM14,ONECUT1,CTCF,PBX1,IRF3,GMEB2,ELK1,KLF9,IRF2,TBP,HOXA1,PAX6,TCF3,RARG,THAP1,GLIS1,RARA
healthy,-0.0950746616012561,-0.103137058733964,0.0686740037767617,-0.0426505891430814,0.0552109025785435,-0.0644672872964992,0.0259646964779615,-0.111633367822259,0.124636132342247,-0.0965804360725821,0.0903734208756315,0.0585742015307059,-0.0053064631334074,-0.171852950819591,-0.141450577712114,-0.081440622567378,0.101210289680281,0.0646574148837372,-0.101199825365909,0.0209660456542535,0.0754956499490165,0.0461301755056971,-0.0174331440756835,-0.010659565436508,0.0824976425244524,0.0277409284513033,0.0722474584549451,0.0444023215792142,0.0117576974179991,-0.0914208459569169,0.0407805509569279,0.119339108827739
healthy,-0.0086545796979173,-0.0079930269147718,0.0676840081817828,-0.0664006402202321,-0.0059178836180541,-0.0416882796040714,0.0356367978740231,0.0200604971451148,0.0194231287536714,0.0729293577646288,0.0225085614830205,-0.0017801592351494,-0.106613814359164,-0.0016139164672181,-0.0094415979148108,0.0315817106175353,0.0235328516559599,-0.0027308565035393,-0.0100386874724888,0.0838466308593427,0.0095647417608984,-0.104138660084263,-0.0225403658096818,-0.004270140336765,0.0071089435450809,-0.105676719030748,0.000776578193856,0.0809740150798249,0.0399161533470845,-0.0883778002577833,-0.0115542426858229,0.0193408476989816
healthy,0.0298475834727721,0.0103766573787091,0.0096911291837191,-0.0085232485558908,-0.145680568171677,-0.0319548353300989,-0.0494527778385812,-0.0698949955437275,0.0967739835291043,0.0029533953056882,0.0571688967458254,0.0332088503209341,-0.101726202729275,0.0019689302037921,-0.0094160058948207,0.129013568929849,-0.049033759496189,-0.0679731859032273,0.0282561244480395,0.0169350291125963,-0.0155229322320073,-0.0441276475138628,0.111037834043041,0.0562426990071398,0.0305746588310948,-0.105667609845925,0.117175667416365,0.0333689589015821,-0.0530455941214145,-0.0087517579542208,0.0231174496855948,0.0106649541584203
healthy,0.0750365940532084,0.207682892255789,-0.112303110831916,0.16179990939389,-0.105900438234823,0.216075850927421,0.179333324048829,0.20493379973504,-0.0568759480441748,0.104689631218009,-0.201872185969618,0.216558009190117,0.0002389510683979,0.215651819184162,-0.216937169206028,-0.0952679061144965,0.206948649736203,-0.22424287011555,-0.157073299176303,-0.218869936779115,0.18863186470843,0.0714410188927047,0.151965826492445,-0.223490630263585,-0.201507253574574,0.153770667081332,0.199261478342425,-0.220457593343493,0.0552460950315858,0.171641531718359,-0.205195369072508,-0.17532466146881
healthy,-0.198744355622481,-0.122182216304767,-0.214720033657138,0.0834109182585644,-0.139311372897882,0.0346187752357499,-0.0338113402448286,-0.0004469729414028,0.109984180549063,0.0620571464450927,-0.0211374945837607,-0.112723692125403,0.100179612802162,-0.163678607445328,0.097252660960072,-0.0056520449364489,-0.0742263452368348,-0.0106840951477262,-0.110157202332832,0.308238307784199,0.172445044489616,0.0404438419559677,0.211461456729491,0.106855369959243,0.070708235633535,0.352575139874965,0.09056248532101,0.110373479562543,0.015471031165331,0.232469184975425,0.0687040666382125,-0.0623743530486689
healthy,-0.0117121096074209,0.0712293868957853,0.0148840694381166,0.0982189873156727,0.0445046752989687,0.0264676464942585,-0.002600828233273,0.0154507303381035,0.103325641461708,0.0201796105508144,0.0109230315100033,0.161032286288576,0.0625361157318842,-0.0802423129263457,0.09103681188507,0.0722408821906337,0.017306069773958,0.085527794969813,0.0109476203459002,-0.0477459309399193,0.0259155153609379,-0.079845538528919,-0.145930270350465,0.0066803396434349,-0.0771754144853911,0.0005107771820394,-0.0788653381161212,-0.0245731884558408,0.03823228679655,-0.0859279223903165,0.0218181211610329,0.0390504244273002
healthy,-0.0380727222760036,-0.0120016031459053,0.0376283049729997,-0.0793906836489755,0.0844439595003462,0.0466906804106016,-0.095886683068098,0.0338732415586563,-0.0642851672764396,-0.0169725362381123,0.035100207069315,-0.0687310922800782,0.0373100297691401,0.0184909133574424,0.0223300715045487,0.069313915497421,0.10669519219293,-0.0593504416386166,0.0509076808639412,-0.0798029814359936,-0.0765495664622289,0.0366209201534441,-0.0357133978290445,0.0100802720987529,0.0123712695753422,0.0906611298128034,0.0027757101723754,-0.0691457260318952,0.0467823670289612,0.0280672010508177,0.0147662174854856,-0.0260833829452929
healthy,0.0911112394544954,-0.255470116299833,-0.190181668701894,0.0904345767893991,-0.166118492069475,-0.0539649436472562,-0.0606979563861298,0.000664970869587,-0.0889482572852892,-0.0269364353788105,0.133837444668511,0.0572284160687679,-0.136216725054638,0.0845316815316803,0.175699918489283,-0.0991566562392793,-0.145245714136635,-0.156013857800629,-0.184448304479059,-0.108504246748903,0.0188047916021461,0.108944150554937,-0.0520957178402192,0.167673500872202,-0.23708476786158,0.108023421658586,-0.14718216776785,-0.190257665372704,0.056937582655476,0.0653030623423249,0.121008622046017,-0.0975446499334452
healthy,-0.0335796978467889,0.0310681683869085,0.0165003539805291,0.0070143552452773,0.0432861416200152,0.0653430829779709,-0.0255115810094818,0.051814019314732,0.0665315133286077,0.0133163384904075,0.11934225300959,0.0697657079421592,-0.0856909319695293,0.0031428428760252,-0.0976477164319619,0.0167482474279012,-0.033246885882843,0.0722008965134025,0.0435366083557683,0.0189599887913922,-0.0208779463980495,0.105641636787616,-0.17610513476243,0.112444982385649,-0.0837592501581732,-0.16770377707978,-0.0132301333296432,-0.038414477833338,-0.0274273942091549,0.0622019556275331,-0.0006077249393187,0.0357434044938341
healthy,-0.0615036959743069,-0.117392565370939,0.0847598028248255,-0.0101397230738744,0.0908329351144547,-0.0407578016273355,-0.11888031411609,0.16874606935917,-0.0742141186000067,-0.0555259471069626,-0.0532065014479853,0.0328735475267596,0.0519234780970063,-0.108322997766603,-0.101077347310349,0.174002626497042,-0.0105887230860937,-0.139393565969684,-0.104541394036746,0.0400517316599337,-0.128283723698424,-0.0652899525540317,-0.161446911129439,0.148087415947215,-0.0869757225742497,-0.0896697226475654,0.117161086090028,-0.160510525093593,0.0111924303564092,-0.0573056621813033,-0.0054101011835023,0.0062941426583382
