group,LHX2,RUNX1,DUX4,MAFF,TP63,SIX5,ETS2,ARID3A,RFX5,E2F3,SPI1,GATA1,IRF4,ZNF263,IRF1,PPARG,STAT4,RELA,EHF,BHLHE40,NFIC,BATF,MAX,SP1,KLF4,PBX1,RFX2,TP73,NR5A2,AHR,EGR2,ATF2,JUND,BACH2,MAF,MECOM,ETV7
healthy,-0.0270388806253482,0.017291122332117,-0.106097990250683,0.0566185070652874,-0.129986824555386,-0.0322069258018195,0.206900328930088,0.0199586181227576,0.118131916976357,0.0777277652278166,-0.133508142220437,-0.166219526296596,-0.0388946722495464,-0.162553639620065,0.0396234017325979,-0.0608454861597712,-0.0708920793464049,0.196444920105794,0.191631708558875,-0.122371908110666,0.0469180728149884,0.208262200512335,0.178086257979755,0.144248987128546,0.0941516668759367,-0.24166894136643,0.0437642693023766,-0.22671918503697,0.248315911230755,0.122919822730325,0.166006250399668,0.160679850632369,0.166499105581169,-0.179531174555029,-0.148566194083051,0.142958861337014,0.0975318412045363
healthy,0.0067353300621014,-0.0016028615127979,0.0350115245470551,-0.134995982740362,0.0641824264652633,0.0819243910748842,0.150525590293602,0.136986990858922,0.0971236270791352,0.158962213940093,-0.125927150506295,-0.042072576977879,-0.247409524821086,-0.181211951799894,-0.0752278796697889,-0.186004124332306,-0.0427700073035138,0.137667169928268,0.18116960296303,0.142232758199521,0.156898977009493,0.0034237016407612,0.187817904100553,0.0455717578604373,0.0028965991629234,-0.159124975213704,0.0136842559877707,-0.186760541965155,0.14206568078148,0.252460639376451,0.0893138967682831,0.170250769983227,0.176799653263085,-0.169451550584777,0.114619411599026,0.109208365233898,0.0971129965752605
healthy,0.0995748635166496,-0.0851955062803481,0.0043905370528274,-0.0162707889434877,-0.107770645292284,0.0575938632249564,0.131405306999762,-0.21239819476037,0.0281531522783399,0.108154505846389,-0.163181275222721,-0.179120989716905,0.0184329077960871,-0.0109013863632529,-0.015727303208469,-0.0577125263885463,0.135054304852362,0.0943481945637935,-0.0777813811445886,-0.0157285700749842,-0.121194362887291,-0.157869726213347,-0.0189637248659538,0.0992057830718895,0.082431625833031,-0.0483436262198409,-0.11101213441583,-0.162734915920534,0.0900454935893529,0.0637668814646632,0.131852088590788,0.0697490251494139,0.232791367344302,-0.122316384330915,0.0469741435169151,0.218438192015981,0.241589333003493
healthy,0.103335331185944,-0.1201332217934,-0.0836479318426431,-0.0512382917330869,-0.167689880844093,0.0849217397210204,0.206707469032316,-0.208750722005868,-0.182580591586247,0.218423586723309,-0.187014492922284,0.168335670431607,0.129897396771459,0.150946047695488,0.171085685642273,-0.242064467537945,0.0930032926408334,0.152725184996634,0.162060097650142,0.140135076423471,0.0590090328537278,-0.157780412503455,0.222631294400713,-0.095531278178693,-0.160494067195031,-0.217826723969253,0.18798604004381,-0.238999402185391,0.187057099420113,-0.18963401179143,0.144717617182126,0.0866392351605604,0.000356169501922,-0.24992138829381,-0.156688407220527,0.0124326950375531,0.213003415601574
healthy,0.05563198974272,-0.0721974803838597,-0.0283758221202259,0.105530808864524,-0.0320787758506761,-0.0081343573750873,0.0087076744371789,-0.220295394882029,-0.0463240186169982,-0.277822703382958,-0.124591914952416,-0.178503953508861,-0.0548698152954689,-0.256360410540895,0.203075648299444,-0.166268692913166,-0.192843624967763,0.122096299505664,0.0998246178700602,-0.17902331131805,-0.248779135508061,0.136766471388595,0.191211357567455,-0.001065695244829,-0.119789541444072,-0.158053396658724,-0.0319236429985807,0.0247740419889683,0.26232965289326,0.0283893119334516,-0.0190341264614399,0.180095751469492,0.246924286189529,0.146411687844959,-0.190111937789562,0.102036947239072,0.0474976323676327
healthy,0.191248518123306,-0.0825759046762016,0.1243327225565,0.103046661075496,0.0452238180839919,0.0632308597129427,0.220748409287992,0.0838296858668186,-0.0673794514918678,0.111276119610584,-0.164361684086848,0.111130684465551,-0.111142840238867,-0.178704628330478,-0.0328848398984949,0.142273341566973,0.0133114400507954,0.185540948416574,0.181409722028101,0.115426447928554,-0.150174594222523,-0.028627280294485,0.18906568854352,0.144596396674657,-0.0228185571883719,-0.206437591016698,0.150316990424227,-0.141389443192978,0.076819711876205,0.154857605892601,0.103200778915755,0.190269978371349,0.121224317665635,0.301390243602629,-0.092109504034217,0.0144267322525596,0.0173528005436809
healthy,0.114432610105696,-0.283152837387304,-0.116565473877427,0.169458950662453,-0.264416076027884,-0.0717400260106073,0.17463056602619,0.116258729889563,-0.0090870147915616,0.107572799413068,-0.0349781934794364,0.0275324797020753,-0.0897695107649169,-0.194212528445696,-0.197338448293245,0.219755034111394,-0.0803299610664397,0.216775865883938,0.0757045265444038,0.0171903523702427,-0.0417883513682736,-0.0204751611899232,-0.130522325325239,-0.0369554784659556,-0.0881022799531812,-0.0339045895219124,0.231423443002265,0.0231795839030697,-0.120120614628858,0.102680343146201,-0.0620797971841703,0.18383509245339,0.262816152350176,-0.0495761177939723,-0.178329148210795,0.0227481562079084,0.0858469392654328
healthy,0.136505313719787,0.0237516078846765,-0.0634261965152744,0.0264381567102093,-0.180353434801192,-0.11732528568962,0.134484707962028,0.0205975973943052,-0.0243524750826358,-0.0658296653071116,0.0980660820178452,-0.202314371668124,-0.149700530922626,0.0351398851023167,0.0563340113032602,-0.112863250215966,0.139009650109837,0.110713577316407,0.031285224413603,0.0395433522931375,0.053206031160815,0.218059478369884,0.176218947872274,-0.0001572666853864,-0.0060629018711055,-0.145374070177753,0.0517190475355403,-0.0240151651574276,-0.0508285927169039,0.0089262401429694,0.166658217998607,0.0862255275049901,0.11706498221036,-0.0958936325638515,0.100369767809299,0.0288687404478028,0.202156020384907
healthy,-0.0893051026248711,-0.217141150525925,0.190133742136933,0.149068586963223,-0.239881538862458,0.0725579316689577,0.154901349716882,-0.241179649234861,0.0298665201905686,0.168090071247486,-0.170877315346784,-0.224479391917935,-0.182552198627835,-0.223135740380026,0.0593778192901886,0.190424706514907,0.239889524162711,0.0778090152073009,0.256936143878118,-0.185957055793587,0.197224189680462,0.302555041291501,0.164446653236671,0.0893276860521495,0.165485989972745,-0.143457790602539,-0.0020941449913879,0.235551884111139,0.157329629615737,0.134439017818192,0.152137562437078,0.163261210460028,0.208603242541197,-0.252145338037179,-0.176640581034177,0.167383746486032,0.165474635873948
healthy,0.0090868954067848,0.0921306177158209,-0.0723253114004139,-0.0097640889420302,-0.0276482492897565,0.0019076020969758,0.0880445361077711,-0.0005844701127271,-0.0971783141439191,-0.0543911429147003,0.0106152691240232,0.0895562404456804,-0.057058243607359,0.0086930813201344,-0.1232804785009,-0.136324267825934,0.109624089485521,-0.0279472562814725,-0.0767458224312541,-0.0232464913106616,0.19697893002355,-0.0028317108135337,0.166437501583984,0.0889571846260403,-0.0496382861334859,-0.232260713209834,0.0314040688198481,-0.0570967915470576,-0.0304966294826193,-0.131235939785721,0.178887444270418,0.0738516014452362,0.119315249892986,-0.0911971324733904,0.0660795033330354,-0.107686274138511,0.144943378775295
