group,RUNX1,FOXK1,DUX4,TFAP2A,HOXA6,ARID3A,KLF10,ELK3,RUNX3,TFDP1,IRF1,FOXH1,AR,CEBPA,STAT4,TFAP4,ELF1,BATF,ZBTB7A,TCF7L2,BARX2,GATA3,PRDM14,NR3C1,KLF4,IRF3,VEZF1,ZEB1,PAX6,MEF2C,FOXP2,E2F8,ZKSCAN1,ETV4,EGR1,MYC,JUND,ETV1,BACH2,HES1
healthy,0.0887836214612099,-0.0801192102100126,-0.0699844495471926,-0.0375201378163371,-0.0401921924642762,0.0917944096771121,0.0702903983402072,-0.0114268309244557,-0.0716553908536944,-0.0563307048268899,-0.0554222800919089,-0.0801742122402174,0.0215717771484247,0.0593107453800734,0.0468306319431701,0.0832384746521522,0.089120254257186,0.0396474559220735,-0.0270176147362791,-0.0878390379841498,0.033400778588875,-0.0252612420356397,-0.0277842055322596,0.0411678419028409,0.072837170586013,-0.0910743541636314,-0.0519731944478115,-0.0359992425575122,-0.0793740727522023,0.0505832473095092,0.0573784807703413,0.0450414108078249,0.111043528754889,0.0635036316270802,-0.0706406543242202,0.0673017000600469,0.007063591167231,-0.0714062902238429,-0.0100371384251821,-0.0788107475609026
healthy,0.066170400396767,0.0065587147056459,0.0888700363321206,0.0501975594195854,0.0024702288682332,0.130458430204033,-0.0654922503506812,0.0578024695031881,0.0635320329856479,0.0589046527717469,-0.0518195178266132,0.013149197657391,0.0589592416937135,0.0544390283063322,0.0187523002042325,0.0213135203241367,-0.0433518229822111,0.0685516198855629,0.0564988056059292,0.11014499758324,0.008614703131855,0.0669317599314885,0.0130200845104012,-0.0520873911751422,0.0074679277380378,-0.0443010523466159,0.0004627963117499,0.0328992248053942,-0.0645450611488699,-0.0556323776976414,0.0303962950453049,-0.0448030780705212,-0.0033261645117543,-0.0167448385025693,-0.0282670647819885,0.07466925143849,0.0029618789080914,-0.0481409880897782,0.0555475652241109,0.0799517861515298
healthy,0.0351199024021102,-0.0549508717051309,-0.0347356989093759,-0.0164358859622722,0.0450793621521865,-0.125307943438861,-0.0767069731009287,0.0955118567707433,-0.023580425075488,0.054072912719726,-0.0820714207973394,-0.0201807127769957,-0.029878379250229,0.0118275013640134,0.0413803105862627,-0.0091334479571294,-0.0937538814853807,0.0058247718275983,0.0758382720310114,-0.0572663792343007,0.0678898372562913,-0.112773240197324,-0.081220721229759,-0.0127661511287257,0.0666333323931723,-0.0566059812628538,0.0516653403643187,0.0312464934278371,0.0392520186813972,-0.0150070810053567,0.0495905386378258,0.024766981243812,-0.0650296556992693,-0.0367626680725163,0.0558735772820591,-0.0629707981605606,0.0249449389526287,0.0380690628135406,-0.0533626248703738,0.0538147197433503
healthy,0.0810819739177567,-0.115072012412494,-0.072745371919172,0.109130605064052,-0.120507178074848,-0.153252810795269,0.144981064567243,0.126806667195366,-0.157491353114972,-0.0878158591976151,-0.0109888134214513,-0.149564511249808,0.0773573505573367,-0.0548260433551802,0.0859796158704122,0.147088647938054,0.121698645039981,-0.148577809765219,0.13170281952785,0.0354388659910968,0.15548529308818,0.105250488274926,-0.0074146416983865,0.099754362771694,-0.137110713682442,-0.153968286822418,-0.170511664692303,-0.141119052392513,0.122315233204953,-0.123891136760586,0.0850182379287441,0.0316789500912211,-0.0429999488109913,0.0594529181950633,-0.11887799195153,-0.0751085970287029,-0.124821118092479,-0.131524523451898,-0.108400462007519,-0.134184985078793
healthy,-0.244531889887658,0.191528473649476,-0.104522865862271,0.0314052499743582,-0.101103290621098,-0.193625382995478,0.170994892130545,-0.000548422444339,0.124733845943355,0.13378281627495,0.207061732881786,-0.0486482968272544,-0.300938751295121,0.335424845000914,-0.132621451098702,-0.305003529411987,0.132589190954918,-0.0132427890235994,-0.226772680734208,-0.0997806247259271,-0.211094250854867,-0.177495311103153,0.0013065358232783,-0.0619717362103155,-0.0553261465906773,0.110749073612709,0.059519965282682,0.132573060883025,0.17817277412263,0.116846240788008,0.301019401654583,0.159478020799425,-0.197109478524221,-0.0364539624766562,0.282227867900024,0.246273937652029,0.244451239528197,0.31563324678903,-0.0398574076459369,-0.0817310742784146
healthy,-0.173713419565205,0.137662833117323,0.110924709428199,0.101732955500207,0.0325433243095023,0.0598000489011784,0.154218943396426,0.11648290401525,-0.0848996619800839,-0.010864912443338,-0.0158352103175818,-0.0037866807281173,-0.08355398205191,0.077894079098195,-0.0385385295709018,0.133571027289213,-0.0982681649874665,0.171821196875506,0.172244795457547,-0.0131214969740549,0.222256252323055,0.0237505801276548,0.0602392949242451,-0.0472765077091609,-0.0931883350260457,-0.0315362997120897,-0.0995836677079488,-0.0571567490422653,-0.217391015838552,-0.0219254178994919,0.0904656802876473,-0.179527561580455,0.0899359026415057,0.119657099194663,-0.125500300743246,-0.145848680122261,-0.0160240972842441,-0.0473927458424915,0.105520753902683,0.107955048656473
healthy,-0.0577930157205845,0.011501780978842,0.102498103470638,-0.003188354829314,0.0249458166713203,-0.023744576159807,0.0576085929034642,-0.0110548464040189,-0.0345479872515959,-0.0518250268998988,-0.0762369588994354,0.118741156934065,0.0482722570145332,0.0311768710719824,0.0086130439995642,0.0685366140068208,-0.110914540563062,0.0464319055992457,0.0483708373792402,0.0082297989862091,-0.0800195650283593,0.0370988926439565,0.102758399939246,-0.0005887130768735,0.0904679760427484,-0.0738389084545979,0.0047396110177643,0.0311558258255843,-0.021072937511794,-0.113464892133149,-0.0736323327465322,-0.0345258343606505,-0.060789748043221,0.0544152536736875,-0.0409883864716919,0.0160242936653416,0.0173850349916617,0.0573571575912341,0.0370257881038368,0.0817917963039898
healthy,0.0542824681678114,0.0374468645396383,0.0872194231782822,0.0365038201859312,-0.127643315188756,-0.019033140563103,0.0567392553032992,-0.127293588408138,-0.0921625763312007,0.0511940849061323,0.111500205384892,-0.109908165562674,-0.0672397583930082,-0.127782509927311,0.137162495371655,-0.0234421339068185,0.0392250773246727,0.0960843880899752,-0.0725883162219669,-0.100293288997019,0.0312753178189759,0.059709323037207,-0.0741960154522719,-0.0697678828320053,-0.0980731329170734,-0.0587784582231234,-0.166762256525281,0.118122395071625,-0.104025447924512,-0.0690753890076964,0.0156889869693299,0.0296484793121196,0.0565844011566573,0.0558692881873333,0.0239867333214132,0.0801065720381446,-0.0489426100100124,-0.131236279377695,-0.0980035355477961,-0.0499796108122438
healthy,0.046700646953058,-0.0337693482770404,0.119049451398285,-0.0107252794279646,-0.0997498640102896,-0.0397699671143423,0.0326856464564884,0.0332106543892653,-0.057693359999362,0.0775208309504386,-0.0565743290064948,-0.0817093918914347,0.0211325963050924,0.0162095172234038,0.0701210125677235,0.103056017252065,0.0626505358403781,0.135190364298704,0.166805865477506,-0.102945510887497,-0.0367686306848682,0.126473096432096,0.0014098804579735,-0.0051646320272855,-0.0404761397563168,0.0589097516182605,0.0106632479742484,-0.0276500069885863,-0.0848384884673044,-0.0457422404529262,-0.004940332863517,-0.015071178427062,-0.0780877409247986,-0.109657642823054,-0.0368019058355372,0.0878242143322671,-0.0317025916966018,-0.0088643358164784,-0.0788501937598799,-0.038755691225433
healthy,-0.0209528046238955,-0.0969418703149385,-0.0760905820878402,0.138892398322374,0.140728677216652,-0.0614578469459627,0.132244421894949,-0.127380618600615,-0.131107078900744,-0.0922855916901625,-0.0704083589927779,-0.141249734828531,0.0176899059233,0.0565069012579171,0.088054244531626,0.0403379445361887,0.0608739030705808,-0.0665381586617852,-0.0065329844027341,0.0850608583888991,-0.0241276625555872,0.0487350574641804,0.111015816086835,0.090531963313631,-0.0404798878166662,-0.0412911206158506,-0.0940491021938159,0.0303902360252599,0.143222566752129,0.050222766783615,0.0499020468397514,0.0497735791871673,0.0106969534218035,0.0143129135732068,-0.0073046886934311,-0.0795430379541366,-0.0179540282300112,-0.055281517494808,0.129476527925639,-0.0072606683089792
