group,VDR,PGR,E2F6,REST,ESR2,FOXM1,IRF4,SMAD3,ZNF384,GATA2,RUNX2,ZFX,SP4,TEAD4,CDX2,TCF7L2,PAX5,PRDM14,ONECUT1,JUNB,KLF4,NFATC1,MAFK,HIF1A,ZBTB7B,NR5A2,HOXA1,RBPJ,BACH2,MAF,SREBF1
healthy,-0.0323085493622045,0.0023922663240498,-0.10349909923668,0.0261212538628463,-0.0821003075865701,0.0697048815030121,-0.0758274251821756,-0.0159700744136372,-0.0322361882066763,0.0960914475244851,-0.0205007451410405,0.0007007835492816,0.0043750054674387,0.0764622249236371,0.0022239913083898,0.0300485405332363,-0.0330870206017478,-0.0816900557073061,0.0996445723060497,-0.0039907340330989,-0.0218143338291769,-0.008153402809804,-0.0283678920025857,0.0298887807261637,-0.167443677657331,0.115211134537433,0.0130409151294165,0.0154886208966101,-0.0548215651147138,-0.0194678684568485,0.0046508257558116
healthy,-0.150458894978234,0.0661686441805293,-0.014536360360257,-0.0888553308183583,-0.107877899279263,-0.041463275186149,-0.0439561429662241,-0.0559755971785267,-0.0197484890147202,-0.0192955438421797,0.137977449408653,0.0260015171544963,0.0829946272845063,-0.0223045211040442,-0.0091344208102178,0.113226054571012,-0.0176406325805002,-0.0105586782086746,0.0584098316909173,-0.0047389130328181,0.0336908377750604,0.160104910127068,-0.0486582512228249,0.0800831230606497,-0.004384887651908,-0.0313819620792889,-0.116144108932148,0.0631267413499624,0.0939637860621463,-0.0739201752068551,0.08265080867091
healthy,-0.0592268670658566,0.0562651724807666,-0.041105467758143,0.0054932653077951,-0.018335380525684,0.101025612355959,-0.0144280618712805,-0.0220649218550566,-0.0562419371464921,-0.0235065932933015,0.0589707380322254,-0.0543015165562607,0.009049892521636,-0.113581338569999,0.0190081245064242,-0.0054224785917493,-0.0090747489257437,0.0633795076216707,-0.09044110705898,-0.0639274292252615,0.0321052880447222,0.121833124377134,-0.0471736725000807,0.0308705731885043,0.0276635567020038,-0.0399717995881888,0.0311164354465258,0.0283525113810751,-0.0180603390106665,0.0558064097179968,0.0243490092499071
healthy,-0.0888345688976613,0.055299633560841,0.0128102590420455,-0.0448342140133314,-0.115834041908707,0.049664923252948,0.0527030655634123,-0.132251168227408,0.080052642955431,-0.0216099237867928,-0.0659748719976632,0.0316764233937311,0.104233609821527,-0.0843715674308286,-0.145933065985495,-0.0815867108463788,0.0249586982573625,-0.0644222528399611,-0.0229750668217112,-0.0235041164509753,-0.0250051441296015,0.0580739958155575,-0.213316073917306,-0.0509918804687078,-0.0531559466704186,0.161635697712741,0.112412213362123,0.131243103224834,-0.170631369454765,-0.0781413885422628,-0.0792835778493635
healthy,-0.0658037764083077,0.361917123799033,-0.0194939038390121,0.0116321648422089,-0.0652422236228217,-0.108489080998558,0.110633191634049,0.0424592248973919,-0.184502908052064,-0.188258748110834,0.0650817799698257,-0.229055193331722,0.0113842064693969,-0.0227538271521578,-0.45579124658832,0.151407758174983,0.12791005590439,0.327852019110658,-0.219370231005419,0.0435531588950918,0.10403312318126,0.0030557223002417,-0.125583622935948,0.0918977487001092,-0.0337004600224748,-0.0295726824044872,-0.126210811761296,0.0878720715885735,0.0631199916672839,-0.150262773924058,-0.0695158591071693
healthy,-0.071199950905446,0.0407708572702103,0.139482698825628,-0.105461361611514,-0.0977426887871582,0.0601043033529313,-0.0716012545654292,0.0408798205156362,-0.0725571191330271,-0.101575891738035,0.0258641537679217,-0.139434861303246,-0.0390841416662192,-0.112574978365741,0.051858531902328,-0.0851968556024306,-0.0204771172196708,0.0161371908835615,-0.0670558040590856,-0.0450939518854815,-0.0078267501897379,-0.125552235131952,-0.193457598153342,0.125356455642203,-0.0964439886424886,-0.0052408663409722,-0.0300570240167083,0.0846697569761834,0.0506776538035254,-0.0418817508455279,-0.0129772567662106
healthy,0.105925948032321,-0.0393412082347736,0.066104698976203,0.0208221081123448,0.067764592659908,0.0082373708994533,-0.142640161221153,0.14264556100542,-0.0735931197978103,-0.0026658734926647,0.0181578545549602,0.0277154727077182,-0.045695674360291,0.0144374031949318,-0.116626160535997,-0.0187701900908487,-0.053554520382621,-0.0164504427697048,-0.0348205088463618,0.0002467701410062,-0.061771912080286,0.0035157995363055,-0.0884176875246928,-0.0507088340738619,-0.125472087122352,0.0102871290072426,0.016453682640265,-0.0360732587963278,-0.0591422171422108,-0.148978427993869,-0.0076919926884767
healthy,-0.100094588497679,-0.11576493636474,-0.0073913281841324,-0.102024529465279,0.155106040704275,-0.0032802895476697,0.002068229677607,0.0306228146365844,0.04155372369965,0.0756693450926651,0.0638273574695524,0.121169381171269,0.0472388132411941,0.0228349232399315,-0.130611652944258,0.0405653661545988,-0.0025268194438807,0.0084508637416872,-0.0614835672006812,-0.0491016435112905,-0.0197244440935205,-0.0360770840518666,-0.0512115631676497,-0.0740078469150792,0.122461770512586,-0.0393594072570365,-0.0126340972194037,-0.0865158573694763,0.0422004267846834,0.0264039921526161,-0.0207128016385717
healthy,-0.0626299933633969,-0.0100402652040298,-0.0715482311531167,-0.0710909291691222,-0.126878132208621,-0.0216601024068863,0.0167945063373936,-0.0909203680368984,0.0734312964049815,-0.0283359835716399,0.104235497687582,-0.0087697662702477,0.0363522326205153,-0.0653124273352946,0.0497483908455509,-0.121310935429466,-0.0732073761231636,0.0715329473202299,-0.198614863967341,-0.104568345603783,-0.0339461206431904,0.0557629429872971,-0.0555089402407495,0.0239672333712299,-0.0172784943788096,-0.1129101645532,-0.0257784888685789,-0.0162319157268455,0.0071302719424839,-0.0297860068917116,-0.0500557657069414
healthy,0.0739423719402233,-0.0749092215451231,-0.125614253886433,0.0493680204009879,0.0223626444558223,0.0200103889474158,-0.166365574693593,0.0120403150744369,-0.238732053853945,-0.0041500397577729,0.0413732347170212,0.131673795872413,0.0603585983378366,-0.0423848744793365,0.0325542071707303,0.0117283284607152,0.0560396945383133,-0.0225963770014158,0.0511817643616174,-0.130410919365055,0.0221984138786322,-0.0035482041943395,-0.0133191512930584,-0.0451067774937696,-0.029119780272814,-0.147315342568935,0.0863523345206869,-0.0492696879864321,-0.165117113409311,0.0197014913100676,0.050454825255058
