group,HSF1,KLF5,HOXA6,MITF,MEF2A,E2F6,GATA1,FOXM1,RUNX3,ESRRA,ZNF263,NFAT5,PPARG,E2F4,ZBTB33,MNT,JUN,STAT5B,PAX5,SP2,POU2F1,HNF4G,CTCF,HSF2,NANOG,ELK1,STAT2,TCF12,IRF2,MAFK,ZEB1,NR5A2,GTF2B,GTF2I,THAP1,POU2F2,MAF,HES1,ELK4
healthy,-0.0100425538585092,-0.241478931211941,0.0811633421533785,0.193485575286301,0.443475746393253,-0.0428025396668452,-0.0313488849270892,-0.0040335295959538,0.217599812004165,-0.0689559050535948,-0.141020236820317,0.0100519604215984,-0.0750541985312099,-0.217144711305793,0.0468109928557517,-0.217519157710746,-0.163260704797661,0.154518422017664,0.104597139763024,-0.0453651296015044,-0.126230605018247,0.0946713995852544,0.204656753730516,0.0699657601385124,0.135357578974879,-0.0520818347515214,-0.121349343849233,0.253244865219403,0.155725814927455,0.0135368592104437,0.152930016735613,0.0184437788758052,0.100574809565204,-0.199697306326715,-0.251379292296228,-0.184723594604389,0.277196768873261,0.176179082484986,-0.128539962823801
healthy,-0.0340208879100659,-0.137418168324556,0.608342290766426,0.584442994456347,0.480754255480894,0.1926321835234,-0.435091047447404,-0.0987686760234676,-0.107639778634462,0.0642612789480239,0.117481232704028,0.264942968170405,0.369404804931687,0.0784492603347821,0.295924191003049,-0.0582305006243474,0.305205043240871,-0.0306485595152679,0.336885935275775,0.0003418550665677,0.0247547403627522,-0.287430013354909,0.21460991936649,0.277369433044284,0.462920501701871,-0.0654068217730756,-0.314210522478815,-0.0840728083298621,-0.0619147371138616,-0.119492465430622,0.267011670411444,-0.0263061326458222,0.0302405491529097,-0.306744186885683,-0.0088512328320647,-0.152352410119341,0.113274869021016,-0.162173214376215,0.0848377473841832
healthy,-0.144511939888154,0.0142060938372705,-0.0949241920522733,0.191579197313433,0.172911646547546,0.0631191922056454,-0.0179689512422844,0.251766025608564,-0.0145950292552876,-0.118460013375682,0.252584375412649,0.224927795141714,-0.253472214111886,-0.245194602470323,0.0147164661594387,-0.0811360435601227,-0.220201538297102,0.0958140546999135,0.0841051758666159,0.0644883932999485,0.35292026816852,0.0273462415158818,0.105887583223977,0.251293433656576,-0.0478535613796569,0.017088871011923,-0.141893962629498,0.235693851344172,0.0463342507788338,0.0206533814734901,-0.122677584521795,0.196272059009404,0.0810375447378668,0.0032534970570469,0.0138788888455302,-0.0312828211587784,0.0159493880613056,0.233275570327898,0.0142428622332496
healthy,-0.0533843286335164,-0.378645785952897,0.335022009123796,0.0380893276413824,0.366645643951615,-0.0467818176105838,-0.389729362659853,0.0494192938336491,0.232455125251188,-0.359679406566963,-0.429539017687742,0.375836748313753,0.180728595209673,-0.305918289203314,0.320870302026882,-0.337044297171203,-0.357270634010806,-0.191136564676073,-0.280109697600868,-0.301067257744481,0.113089317392121,-0.236640424799538,0.0871783365719678,0.382015966779484,0.384570310678484,0.214050786809976,-0.276510902883101,-0.0731660960683975,0.222025519834357,0.0271684245534402,0.185002682952948,-0.0996387587303607,0.264431937792694,-0.278867336189874,-0.148076938521299,-0.0786728943319137,0.372280148188115,0.286982792667789,0.365595088383348
healthy,-0.410444692423946,-0.121804827428014,0.164663437078917,-0.024473205510877,-0.0184708041592561,0.0972584219006539,-0.0503006113266929,0.0484828109173606,0.321360272363914,0.234532852812114,0.060402213601372,0.161223036304207,-0.0851316191699402,0.108836224507744,0.232044052251686,-0.176119239658535,-0.0396378089256428,0.379054085355409,-0.261860858965835,0.144362632507581,0.0841678189529116,-0.242975254713174,0.0630740142030081,-0.276574062278954,0.0117120026373091,-0.140092631546062,0.0579988130601742,-0.372246483822473,0.239778853993408,0.0959774216121982,-0.0995398224143797,-0.0146888033076251,0.0794952179007352,-0.241316054339555,0.227432451213245,-0.33661027579791,0.0966484217632941,0.258518058213103,-0.216672048790217
healthy,0.121056208452483,-0.252682788283384,-0.18955754865826,0.227276453508781,0.134699503161668,-0.124712333975765,-0.314484037711646,-0.236642034214671,0.127853275114204,-0.226287164801155,0.304349384368513,-0.0322909491095653,0.152883828337511,0.424850675261375,-0.0795538972306607,-0.120206996022044,-0.157149420355279,0.0113354033538177,-0.188181029857451,-0.285650548251468,-0.248274426213868,-0.229345945815475,-0.298264821078248,0.28947638157211,0.262598572443414,0.033757709358176,-0.480177437531628,0.336719126383996,0.01212602618755,-0.0347806702478177,-0.143578184115609,0.361747659276381,0.431297551230131,-0.352105293234321,-0.179437711075214,0.0718806803928875,0.225635271357328,-0.0222101712576584,0.0633717199974807
healthy,-0.153453442232914,-0.155219365844561,0.181968501390762,-0.0288280617560401,0.204081018782874,0.0101552481819902,-0.101165384524718,0.027178979781957,0.1102372352462,0.0514297941347026,-0.109393695618904,-0.0915900698364937,0.14198586297535,-0.350265106288442,-0.0280728658059271,0.048527751835841,0.0453872766017865,-0.10269192526916,0.0036102166143448,0.303132329613282,0.194418310349479,0.223484330074706,-0.0764035067491286,-0.27153664093818,-0.160778367983003,-0.177019355604488,0.137745366470565,0.0573906175145247,0.040264293257184,-0.0681172498021663,0.0393419092728323,-0.0395698929558852,0.157147727830384,-0.171411906933398,0.090545144622501,-0.255538835911951,0.0409073972297959,-0.19455130083126,0.22316800271447
healthy,0.308852061828493,0.159258295744369,0.216862254954927,-0.138183736822922,0.108730285341083,-0.0595002739328416,-0.0817405595707905,0.258980468059843,0.107616478584383,-0.272405486237161,-0.328110658346396,0.182993134510898,-0.101744578368705,-0.0870957325674885,0.0384937054349446,0.0698508887761825,-0.0244740800989445,-0.108666003486091,0.267711674633176,-0.0856976022213977,-0.318987579695512,-0.147529329587243,0.0590923313915419,0.127543853632114,0.111660054501327,-0.192097670318996,-0.225305429370312,-0.0344031543162757,-0.134972116452326,0.22574304046007,-0.244674046755414,0.0227817366473103,-0.0937958797609565,-0.349771171099892,0.0634239394664334,-0.262063524720454,-0.342736016546751,0.202235660565054,-0.149216728280801
healthy,0.176053838329482,-0.21284476695705,0.253556830602285,0.219644353780378,0.0257712799486792,-0.0364055023328079,-0.210732130623942,0.117089694510311,-0.3998928946869,-0.065921097124272,0.285521159014085,0.197702324888156,0.141542813057037,-0.0355788940692827,0.117470083688105,0.345086456689121,-0.213527383152816,0.35871776366815,0.618832399479385,-0.0659725104560651,0.012781250067557,0.212086072925724,-0.120246403604933,0.0488046262856862,0.0042356942875238,0.0210396901805156,0.0216179164694997,0.326212900497768,-0.0941715070887729,-0.0350869935434782,0.376883865466282,0.266773357053199,0.16964349906206,0.126476969904768,-0.273461779915894,0.17224820961466,0.111852656108641,0.0609036075448534,0.139422534201637
healthy,0.556174279725452,0.194518293624076,0.0932287541708469,-0.353498887469275,0.553072347775541,0.659266805085399,-0.659929440931457,0.0248610439181591,-0.143026608508943,0.231225879557526,0.330600067529367,0.395417025622459,0.3884400865689,-0.381739245784533,-0.0908395410088471,-0.073565420692459,-0.146533056527669,0.0434597938376661,-0.0995302155983841,0.429320608901124,-0.0797384643203724,-0.167032389881608,-0.36036089259217,0.296032564226647,0.32236013941651,0.569263263952102,-0.0789750205016093,-0.352360463675611,0.215160170735597,0.434566476015754,-0.0850363406438501,0.0034306815169483,0.271493848985544,-0.343622916589211,-0.56815501834135,-0.59461614804282,-0.211888085201184,0.103685815594209,0.111042229245655
