group,FOXO3,KLF10,FOXD2,FOXM1,RUNX3,SRF,TFDP1,FOXP3,ESRRA,FOS,NFYB,HOXA4,STAT5A,ZNF384,STAT4,RUNX2,TEAD4,SPDEF,TCF7L2,BCL6,KLF4,STAT2,TAL1,TBP,AHR,MEF2C,GTF2B,ETV4,EGR2,THAP1,RARA,NRF1,ETV1,MYB,ELK4
healthy,-0.0150144368316012,0.0908199986098507,0.0152365930939799,0.104581946270761,-0.0487534368513769,0.0668983864923736,-0.103931257868792,-0.069434294388683,-0.0859467631841713,-0.0255680743842433,-0.0692223006943518,-0.0267204843522065,0.0785848978961423,0.0576768028124339,-0.0343248941602496,-0.0913819381256415,0.040919390878386,-0.0058952047298535,-0.0312248374942261,-0.0858568465494907,0.0657520361923145,0.105937165748888,-0.0344541986363066,-0.0412483172268034,-0.0134434679274731,0.0763628303000308,0.0580951408232065,-0.0296116402793915,0.0832781422486089,0.0389122205674764,-0.0322355396033912,0.0479630289191407,-0.0754410980024364,-0.0708796514268832,0.0811609510923161
healthy,-0.0374407260729298,-0.0049394141402043,0.0239148226835099,0.062148243492714,0.08129996182235,-0.0795843594235847,0.0225142487956283,0.0908817436487615,-0.0595627662277995,0.066697475541428,-0.0263260737972571,0.0421476293632964,-0.0453730680527396,-0.0733895122832259,-0.0386858265261114,0.0363897747482278,0.0126571987841156,-0.0867572021149916,0.132568861098078,-0.0539033276955004,0.060704141609988,0.11608159836892,-0.0402761253856197,0.0114774902235165,0.0680042287610778,-0.0012759839223106,0.0248623058237457,-0.045367245291462,0.0160689372914927,-0.0982894947975909,-0.0111632609151612,-0.0433041895935225,-0.0170715939491279,-0.128660161332841,-0.0079732725664372
healthy,-0.001867076709219,-0.0025619487389751,0.013031917372495,-0.0079167432782057,0.009174273554104,0.0656699048066503,0.0861052488500419,-0.0061309030793308,0.11133354700374,0.0397603649101664,0.0603500038020642,0.045666368254484,-0.0598481366358103,-0.0459144394773471,0.116135769709187,-0.0287209228870191,0.0179878897149687,-0.0564094878388926,-0.0210031817985827,-0.0691082809978286,0.0341817610588802,0.0418403467018647,-0.046663014837767,-0.0349878562303156,0.0088525987816002,0.0108698812532343,0.065236189075249,0.0478570279763828,-0.0659943056365482,0.048642405111623,0.123027515407211,-0.152014501495894,0.0093751839840492,-0.105071793169493,-0.0247436051490273
healthy,0.203858148841651,0.221588396725682,0.0184831922172226,0.166057995191962,-0.239139569297642,0.237592032335768,-0.11495942956475,-0.20618371798237,0.172082167784725,-0.235626158637274,0.217888804590065,0.0629515222217206,-0.170878445535191,0.151871065646368,0.160575435818765,-0.109583524431938,-0.243672683477611,-0.199701661310086,0.0360079175036179,0.0209308019864232,-0.214972558807494,0.201211381125313,0.048650090759885,-0.222095158849318,-0.241921106943459,-0.205527479261115,-0.150455332563253,0.0388062009774439,-0.0813184823264498,0.183083373481515,-0.187082598532327,0.193819364809979,-0.199098378952684,-0.0937176865947719,-0.200621445996139
healthy,-0.0727668648853962,-0.136980267317511,0.056034544173868,-0.099894452009124,-0.0708314098777195,0.315900595970728,0.0844420289639626,0.103328323796938,0.0042455142103877,0.0121434193223591,0.274397572862562,0.233035026327535,-0.0004682552437927,-0.361727175829914,-0.377897590248891,0.114675709204849,-0.129847179103735,-0.154571055975993,0.326342687907307,-0.228961205706537,0.0245990088072468,-0.190720360796795,0.0331212542442752,0.211136289426159,-0.113021207343448,-0.12301065254436,-0.0979902140177001,-0.125429971303956,-0.19903969562818,0.0013267231907461,-0.173925606052761,-0.407522538672847,0.0201037584668362,0.0685993932156406,-0.1196079977728
healthy,0.170025181063984,0.135244527745901,-0.0563561349475656,0.166966342587005,-0.148252890447224,-0.176217550585404,-0.145456068754513,-0.0447361055239722,-0.0650809381848092,0.0247659212967497,0.0489319308611926,-0.151190798100694,-0.133947485383957,0.0445404821330026,0.0808469979006489,-0.15414530410249,-0.129556036655767,-0.0054608565988237,-0.0663388558685591,-0.107761219709137,-0.0516825142978558,0.0209660851267041,0.145031625275925,-0.124473385279485,-0.0589229509563484,0.0093448701068017,-0.009619928450468,0.138059133383245,0.147811848620311,-0.0225856096846704,0.0239253335137349,0.13043100673174,-0.0585933551824723,-0.0508751232114905,-0.0918102069691081
healthy,-0.0379717728698022,0.0143195362708625,-0.0732882760144874,0.0840882606308018,0.0514521254951114,0.0600434611301846,-0.0800210515511267,0.0661088797339723,0.0330229061257038,-0.0312879068094374,-0.0972243162849677,-0.129983368657085,0.0241683602827846,0.0342643058590414,-0.0835747111299188,-0.0525615983516557,0.0985776929771444,-0.0252128350195429,0.0418040877542112,-0.014590469027594,-0.0386262588878448,0.0759377538279403,0.0421979377473697,-0.171265540815787,-0.0681939679330462,0.0606207216593727,-0.0618003410016266,-0.0246793356007058,-0.156339140911676,0.0770967797064996,0.0101294099547605,0.0295136512030031,-0.0323491137354475,-0.106879433029013,-0.0741976061457502
healthy,-0.168439247044648,0.0030247746387105,0.0084499438301593,-0.240705460698856,-0.234389971755188,-0.198883557532893,0.0776081321675277,-0.23167276212179,0.216243636441761,0.237921188019187,-0.232889147030017,-0.0610042469183367,-0.146014751882892,-0.16722286213642,0.0254261446120967,-0.14256909881586,0.239102885144861,0.0686794969381229,-0.0288209222647168,0.215496692857431,-0.248135583721928,0.239595451657128,-0.139024007438839,-0.186238704532534,-0.222996191445611,-0.0870085212396671,0.157935786487291,0.0996718743907214,-0.0131489821068106,0.0260227744720259,-0.201598454647454,0.154460070675378,-0.249525407542925,0.190445176296918,-0.0519484231529005
healthy,0.116739508534844,0.138521970026896,0.0512455176679912,0.0373253725536851,0.0373664135642545,0.0255538450515422,0.0538675334608934,-0.0901789516358049,0.0028467537331325,0.0424379412232806,0.116991021893734,0.0527785201216132,-0.0548540540090725,0.190011539051856,0.0912927651579426,0.0972676339907851,0.0159897532943569,0.062726466036477,-0.171840028077977,-0.148143782563652,-0.0964487890151997,0.063630246151583,-0.0031305292768022,-0.114292191375167,-0.140954363182728,-0.0242177077662665,-0.0548413247116766,-0.156567504850684,-0.0653111718197706,0.0641975777682777,0.0824129828711072,0.0083622705065003,0.0369107925057407,0.163294499583106,-0.224340039951395
healthy,-0.0248305169525064,0.165730386592355,-0.0819370865856254,0.168839587160296,-0.138218097974818,0.0905649458112967,-0.0530908061501357,0.0279535055495732,-0.0077316373324733,-0.109962979288111,-0.0908734529629937,-0.0243582769549366,-0.0966851072396544,0.0469516861817296,0.0256164346126953,-0.0963352360005791,-0.172558908017067,-0.051267339298206,0.135686271126533,-0.165875160898179,-0.0032936154575025,-0.0547453696452705,0.073786637868446,-0.135529432295224,-0.116431288451903,0.197554881319087,-0.0652432303211722,0.155104986647037,0.0721148393369036,-0.0535630461477055,-0.140096716943252,-0.0816906255649959,-0.110752343955581,0.0310523650956693,-0.100483709263901
