group,SIX5,HEY1,ESR2,BCL11A,TFDP1,IRF4,NFYB,GMEB1,AR,ELF1,EHF,ETV6,TBX21,E2F2,GATA3,SP1,BCL6,GMEB2,HIF1A,TP73,ZEB1,ZBTB7B,HOXA1,TCF3,HOXC6,EGR1,RBPJ,ETV1,SETDB1,HES1,SREBF1
healthy,0.02078156213132,-0.096668451090517,-0.0784775994297939,0.0854745057683084,-0.122481342624432,-0.070532308821298,-0.0296038486783953,-0.0470657623429627,-0.110456051044949,-0.0659458513461533,0.121162297511302,0.0665411183340198,-0.0945661375759551,-0.173082496741804,-0.134337572551742,0.0350416241463851,0.0149421665948287,0.0157821935760746,0.02570966376389,-0.097889519361059,-0.0438847322901194,-0.20063723928019,0.0200250643541639,0.0102489301443978,0.0520488621288069,0.0190544622871643,-0.0102983434962358,-0.0429581408866118,-0.117205708511183,0.0418235156296045,-0.0219343986973585
healthy,0.0045471266689261,0.112088554301085,-0.0054382265893604,-0.0085120255274157,0.0351078252334677,-0.109302852939049,-0.0085301651071516,0.044165424970982,-0.0796275406046884,0.0146464070277708,0.0646495869922498,0.0315035961381207,0.0148051422186399,-0.0410627802180562,-0.0152619046025699,0.0159484211283074,-0.0472322898189243,0.029450523001074,0.0474390643860969,-0.0594552739567078,0.0451394011364481,-0.0477467438325953,-0.0750789439086583,0.058627787378971,-0.0990493861524492,0.0838245234592634,-0.0377031026128181,0.0043568413680424,-0.154759169730026,0.117965001517413,0.0660959272444004
healthy,-0.20741505382322,0.0128165548907419,-0.101806762702615,0.0405369747954369,0.232275879832423,-0.0598801897979102,-0.0540111593800162,0.0769261285701036,0.0796838854081166,0.0689912274095203,0.0344346745959938,0.0849586721267599,0.0358571308862787,-0.0172673236797574,0.130700755654143,-0.183849213004894,0.0949792521533408,0.0015851159381582,0.14714825606568,0.0059168029505788,0.0923133117927807,-0.0506962116851763,-0.0430992138045591,-0.0071367503096288,-0.0080441953938964,-0.132064253647993,-0.0332848712971299,-0.0875530702066651,-0.0466255258269364,0.0427981303302721,0.0714334524950684
healthy,-0.0588464234805867,0.138195184178066,-0.116254720192529,0.0555920402426899,-0.083248709420928,0.121367920726704,0.103859415802432,0.142053913277022,0.0426570359535909,0.111217163481177,-0.0138863639520169,-0.0509370839070539,-0.125834035745791,0.13770797000483,0.0817506756058409,-0.109955807206291,0.0453263866468944,0.0956317641612308,-0.105408415313746,-0.0889177936979939,-0.139439730714547,-0.0514218839157325,0.0766036767678518,-0.138995882089855,0.0954998792455537,-0.10130764386446,-0.0184558409795938,-0.13310684059749,0.133684720061911,-0.128486934354699,0.0937723209704375
healthy,0.0445859403841719,0.371314793741722,0.34579346135853,0.0720137335674624,0.0113191958305466,-0.0341435836672592,0.0453166396455335,0.102623389897955,-0.341276411379204,0.0470503897111277,0.355677829548585,-0.101653552696511,0.009120455325904,-0.118964482470223,-0.321813240144754,0.331996530759912,-0.10128820306583,0.215250716956005,0.180861352628106,-0.127533591989827,0.063976041692485,0.364711929507237,0.118884769823529,0.0373121613733453,-0.0321441247793516,0.327027775782653,0.0130463031755831,0.20316096554075,-0.114400933446992,0.0714557450406044,0.138088874956222
healthy,0.0953079578139088,0.223240456431738,-0.215181676795943,-0.110342671960475,-0.0216971009273999,0.103912933575412,-0.135559647644624,0.0220975777555411,-0.0077783956080627,-0.0576269573844109,0.16112986700529,-0.106849428661557,0.195779906045393,0.0702502683964104,0.151842522946903,-0.0122876541472589,-0.0513871565665217,0.198628467072661,0.173890355149137,-0.101144769401975,-0.0665419635134968,-0.115785538964773,-0.086249744788938,-0.0080783763689163,-0.0698146179447185,-0.162549373955727,0.0877179923320103,0.0838900971290244,0.180295974478051,0.0550155670759417,-0.144867090916468
healthy,0.0921607578021929,0.059897905871885,-0.0333104508095806,-0.10275992643048,-0.0501267794715263,-0.0152953998589951,-0.0833807728564754,0.0077620404713016,0.054322877758782,-0.0342742189674308,-0.146907351384219,0.0513939350021436,-0.0519573686944253,-0.0978532629806907,-0.0447068667069057,-0.0024481992317462,0.028720861380954,0.0801244910923778,0.0472468805383051,0.0558341118524526,0.0457938147003155,-0.166808878705319,0.122790336357304,0.075100350577194,0.0168853321809397,0.112276709281489,-0.0805305283281112,0.0629694178826433,-0.0213916611651603,0.0107731031183131,-0.114387874796496
healthy,0.150183641878247,0.0451081709645591,0.0741488323241043,0.0149579451568025,-0.0025325173283601,0.0378268307306229,-0.118771392385121,-0.150285281369686,0.0598063707543503,0.130999187869098,-0.121295439755861,-0.0244386510527147,0.163560528279329,0.0277024080555958,0.0996801079097905,0.139813590432242,0.127238526685847,0.0127726960908597,-0.158961341291705,-0.0252320037497818,0.0896008583420696,0.128692536077269,0.112577030045743,-0.0788016623766544,0.0287667993965007,-0.0012281438548903,-0.0809135051432245,-0.179438875497497,0.135666134517681,-0.150689016016236,0.104886308526843
healthy,0.0008555861984206,0.0183339899661571,-0.141336744042884,0.153972573030139,0.00718704721696,-0.0245927923510775,0.113317604515763,-0.11548320124829,-0.0997384447937258,0.23384134453359,0.176693789814394,0.19697786361675,0.0368905739666641,0.0501997268171596,0.079540884025467,0.115320642949345,-0.0518354697002863,0.0583553505653293,0.107981197327125,0.102979758754493,-0.101936060585135,-0.157447256670072,-0.17248359144685,0.116240267265532,0.121587757974553,0.185473169459649,-0.190934574128157,-0.0707316404502923,-0.0720530423803468,-0.0361984696938862,0.0932364207115214
healthy,-0.076350743852748,0.0833462456798934,0.0170043001066223,0.0067983221686381,0.0607766398070478,0.0931717646945438,0.0250402721422355,0.0879549984291284,-0.119726150089181,-0.0311641678026634,0.0109056310865779,-0.0082470520878011,0.0456869902225886,0.0033052047196256,-0.0199331645380788,0.108248543544113,-0.0786705651092329,-0.1267247408927,-0.101171183843071,-0.137106275654577,0.0828607615598611,0.140266298484649,0.0087505552366786,-0.0058659661332421,-0.0043487639044669,-0.0698731603975564,0.103900294469042,0.0308784374881164,-0.0821178627420387,0.0218086880261779,-0.0579002879739405
