group,TFAP2C,DUX4,NR2F2,ETV5,TFAP2A,E2F6,KLF1,CEBPA,GATA2,E2F4,ZBTB33,TFAP4,RELA,PRDM1,BATF,ETV6,SP2,E2F2,GATA3,NFYA,NANOG,PBX1,VEZF1,NR5A2,MEF2C,FOXP2,FOSL1,USF1,THAP1,NRF1
healthy,-0.696453666331116,-0.337270278742926,-0.294246353293271,-0.721503770527638,-0.689037973608527,-0.710311046580258,-0.680573136678517,-0.3511683806937,0.688960966629178,-0.734490957900386,0.71955015623167,-0.343694454069809,0.738131253870154,-0.695184755692639,0.755822591667813,0.128208845198034,-0.673150345677662,-0.665790411798821,-0.683866784493221,0.035621471950016,0.705924637506157,-0.686988579255165,-0.741545292220188,0.74677504213119,0.713866163210832,0.752801246883175,-0.67837495867676,-0.0464458793139396,-0.223680501081273,0.165529023865624
healthy,-0.0757807577614789,0.101888453423531,0.185187916639492,0.0338207887370483,0.0383962107440766,-0.343295380201045,-0.377364011216683,-0.240396259512983,0.418109292888685,0.0524816902959445,0.181391539807734,0.0953363716068552,0.371362884390724,-0.0875256030982328,-0.255356843190715,0.0417921315841292,-0.120797518343263,-0.186565514480515,-0.234939566386604,0.160277913114428,-0.328496633047152,-0.446962950350256,-0.411297178739869,0.378633592561394,0.392701888677195,0.409627927501365,0.0801503660487524,-0.365375254090904,-0.434330722259674,0.138892994066764
healthy,-0.179505163995816,0.448983185373701,0.184549126112835,0.128427776752417,-0.095398343348063,-0.400740466980236,-0.035694421372425,0.338604567091335,0.33397809566336,-0.123932265923932,0.0998079811947536,0.304912242452769,0.426567239502784,-0.164118756321965,-0.521956117892934,-0.0302522426624757,-0.220673428664663,-0.376258406841938,-0.0090930711122886,0.361251113755047,0.298240651754966,-0.100550894345868,-0.232050824346768,0.0471606155687701,0.44025494536643,-0.106571123849099,-0.35129156876834,0.166302063977325,-0.410178406740853,-0.28967417648294
healthy,-0.296575272796169,-0.103924922731316,-0.24933124474233,-0.253771383176058,-0.0345259200937043,-0.229609610452866,-0.228898221536706,-0.235314524416044,-0.0354887848461287,0.0130140201241146,0.105858514495983,0.213157802663424,0.265778568131727,0.0050224115719814,-0.244959770044349,-0.191950608941018,0.186317154183744,0.263031203356377,-0.0958068773935107,0.2591775895051,-0.147013076723083,-0.354665200911022,-0.173409944315236,0.251541937486373,-0.0640277396855404,0.151447158304803,-0.326678642622554,-0.100552071508192,0.210319002718334,0.313602190331585
healthy,-0.23881294730729,-0.221211049909654,0.350048860103548,0.469124839160715,-0.215176463388767,-0.609334111581594,-0.105580783034292,0.13232024399753,0.541105338219685,-0.355214368241102,0.205622721442415,-0.570849851902756,0.514212870498818,-0.266084871787077,0.0660377165926617,-0.106168328983587,-0.255264233887556,-0.503165782598007,-0.318443784247709,-0.662507019992812,0.434471868692906,-0.556638584254178,-0.258587540663258,0.426448194322843,0.603073075059416,0.22144362018125,-0.0120202108793316,0.14352033865597,-0.215506957985246,0.157266465761356
healthy,-0.212920249386982,0.258771291612442,0.292991517389305,-0.0517022976411311,0.376474302257784,-0.348835762786162,-0.21749449297531,0.0605164476467592,0.01986786216538,0.0981126980210915,0.285247104361891,0.188962968023533,0.26458208584181,-0.377999759965934,-0.13807060395383,-0.0035570351677701,-0.224130127528955,-0.32795566111784,0.0523553553849644,-0.212779700002983,0.140249829251186,-0.0789071215894033,-0.0929237283391119,0.26173063697553,0.028920520216582,0.314190339630433,-0.0725682024019781,-0.079339417422006,-0.285437342922051,-0.0549150578026414
healthy,-0.179944335712317,-0.13013341747373,-0.186861400435286,-0.116211891838078,-0.0073083836173619,-0.109820186233051,-0.0253090527594328,-0.0861279629833244,0.26945178169452,-0.158575476337455,0.252669749310144,-0.0102111154914529,0.168140940202651,-0.412535055930622,-0.148108555144648,0.124907321724774,-0.0617984349344483,-0.247431869805272,-0.0441070893851849,0.159902130857717,-0.181488007737375,-0.210016480811154,0.0762305899931475,-0.247303230469851,0.145339372504277,0.0885249753326667,-0.0234275797314361,0.186023771785557,0.113104908194768,-0.0646962569102408
healthy,0.301953269964234,-0.71327346066986,-0.658929784780096,0.0462986776745621,0.0429838288908861,-0.216039278785511,-0.161646304504574,0.69817380027479,0.351296591316423,-0.271487488249654,0.449344227026358,0.650039225551739,-0.0088755825019246,-0.112129502737878,0.575622992061124,-0.702462136276564,-0.261955425905782,0.642902815406762,-0.176608678240681,-0.65052846528186,-0.426943412495556,0.132487866201478,0.306114927821601,-0.266942675807728,-0.271816976231164,0.298950436314564,0.149847764227284,-0.732412468989766,-0.759194600032275,0.690010860338934
healthy,-0.304726690548717,0.0171457104129568,0.111317137360007,0.0756539077000783,-0.213435779587177,-0.121542808338302,-0.216445788714274,-0.0711028424952207,0.198682135860425,-0.377221706111657,0.0221807428369744,-0.242939949071884,0.119984700868685,0.0727618942046305,0.154275439638924,0.0906421785787807,-0.050207189985104,-0.403452105796372,-0.0318973079726859,0.0011695306083306,0.0190711535814331,-0.224501645719653,-0.388517230133313,0.389371943329704,0.364149427058516,0.318581190023726,-0.267432470898549,-0.358491872676935,-0.0593741156838752,-0.279910776895922
healthy,-0.0527663417534717,0.0199536644205004,-0.0420649274594233,0.102324458045346,-0.0590701028125189,0.0426517393129687,-0.125163395267998,-0.134055931102494,0.11684702072062,-0.402160578407642,-0.373809801274902,-0.0067435263825472,0.420823462890338,-0.0535276854697813,-0.305829297161621,0.0019727597558888,0.0796160761531085,-0.297488185814796,-0.0813414679145285,0.416277388858655,0.260028769419059,-0.110170489836575,-0.204548594626269,0.246514231321246,-0.07668236045204,-0.292691995255373,-0.0589443574153306,-0.014650713039075,-0.0538946146615767,0.141698571431603
healthy,-0.16959279239688,-0.156784708593782,0.0334684856814729,0.284811428660097,-0.0344341686289871,-0.0978542170311527,-0.0914884052514331,0.328718475333865,0.0613841702909664,0.297421410922806,-0.302083996300752,-0.0854271932086288,0.166905760976856,-0.382090952626084,0.081398632058947,0.221643848010534,-0.232961205309821,-0.417215001180814,0.0879439268132303,0.169062535642153,-0.129920352334603,0.0562456943705041,-0.292101962542513,0.099927332274004,0.32253562199433,0.181331922274015,-0.0365589193610629,0.143329443442568,-0.222032355417438,-0.0540789898034334
healthy,-0.172531534982489,0.135083858098382,-0.3067530935919,-0.0627727495678827,-0.179578511729279,-0.154075672689315,-0.0287954964732335,-0.156474191883253,0.230164979596105,-0.112271393464008,-0.076309524930127,0.359308257522777,0.127819316557452,0.346004966329854,0.239069216780678,-0.331300770121003,-0.181149223413804,-0.371523724744998,0.0515548965236708,-0.0175298853034786,0.15330092976384,-0.354919816431214,-0.0480048758583077,-0.0111939739814403,-0.0089599549977065,0.325495504638331,-0.226020635590651,0.213927216911485,0.167893690346424,-0.106439595689368
mild,-0.133382993209299,-0.0393916843850758,-0.0093932003562613,0.319661761278169,-0.238426355278804,0.0882371922827249,-0.074889554736475,-0.0399581908364506,0.0145727148074981,-0.0984702681057802,0.0592553698815023,0.144613338780753,0.347186556950516,-0.22157311782408,0.303207281106267,-0.10663274308064,-0.160875594596771,-0.301224226120448,0.221044077236388,0.32245682767136,0.184346734435103,-0.0352237482532929,-0.215951732106184,0.0916539284341206,0.431806693087075,-0.144336957434585,-0.286897204539618,-0.118210071500178,0.288055257441714,0.0474600240240476
mild,-0.236117954954026,-0.151163257807867,-0.505631333942934,-0.510636383550524,0.164506097579697,-0.499231720788609,-0.59815330146746,-0.0665778742309343,-0.125352982117369,-0.649468530067935,-0.0558478478187667,-0.559542114418642,0.472140149768246,-0.614998989615103,0.301465208641525,-0.074722828954843,-0.509483768477197,-0.56467029594849,0.197845873876683,0.0191505484053458,0.435007737650909,-0.546234003109532,0.0854833506561676,0.418495360547826,0.587863894994716,-0.248727140538871,0.139052394838964,-0.376621177559206,-0.60776326303408,-0.320680405415933
mild,-0.390104037498313,-0.185484998545566,0.0914245106158204,0.32026429432668,-0.345549304841492,-0.209166904093162,-0.255415811764143,-0.298816472129177,0.22589094142243,-0.146669136744466,0.363223989053527,-0.016958370182182,0.350312161384082,-0.236394709878357,-0.282677246403385,-0.0408870493148249,-0.267103782409991,-0.26031396126868,-0.0661953862023871,0.24016094714522,0.426409884398335,-0.133350555450201,0.0518292563852246,0.212601129321222,0.348552575333004,0.216422086370827,-0.196213866498526,-0.320399004129308,-0.129415201980903,-0.185956482854767
mild,-0.245583593761317,0.230382446994326,0.197643893822475,-0.168924712070612,-0.118089325558282,-0.265321992496642,0.182046607083802,0.160629927541621,0.157953567245138,-0.145747625142081,0.0040783093182146,-0.0688269045920443,0.107859252338369,0.034017795421867,-0.251000083227774,0.0784173566869503,-0.285157010737256,-0.157767091599932,-0.123822727002084,0.288820822377784,-0.123303880258686,0.0093972130843296,-0.0050184171046687,0.123822727002084,0.189722060583896,0.212203487074353,-0.0341936429214915,-0.263300712446013,0.063412347515694,-0.0953151419668024
mild,-0.241842223896865,0.120057795561877,-0.400635035818937,-0.230938505373253,-0.152178784728869,-0.446489439767617,-0.223585956140002,-0.0904366811830769,0.0829585693003939,-0.182589751100268,0.398082074957222,-0.145855212627114,0.25119415344155,-0.194130465920288,0.173176064634767,-0.0246644629379126,0.0931047045542513,-0.0813469990367415,-0.0713236459074458,0.0179148119855477,0.502469234791183,-0.346653816218026,-0.13172264618304,0.214207904295873,0.396387198705004,0.325216262150335,-0.261386094184069,-0.0298004582329718,-0.0476340130377532,-0.0200555234493002
mild,-0.199091215969748,0.0478187217669267,0.0387506373150478,-0.313268529026529,-0.0965407538706316,-0.255852069276146,-0.132550470926671,0.10860964807718,0.321172573259564,-0.135739212091097,0.147557461052437,0.0651711252999782,0.26757157283493,0.0920862857323895,-0.210445361539079,0.167365683756694,-0.140416802819793,-0.193839221133423,-0.018642291616003,0.322635685990189,0.079898791994474,0.0304768230639342,-0.298900442664955,0.204787460069272,0.284832374249867,0.188154847491867,-0.283316317175744,0.0346671997744916,0.0835742219355365,-0.0331863338810665
mild,-0.39550584465532,0.28733166178672,0.117924134957558,0.35068103896285,0.13689418711818,-0.0702172042792903,0.444437847195233,0.0268368359333325,0.385688395494095,-0.103317768518994,-0.0716481422113493,-0.265914840756422,0.0934193228710485,-0.0582533482199764,0.31535644619195,-0.136819940338686,-0.145422442199107,-0.259880602495758,-0.0916778984065616,0.121275364595612,-0.166333035187403,0.0258480038246219,-0.213550612091736,-0.0415174491513904,0.386204748096937,0.368253901727546,0.300159480371051,-0.210584115765604,-0.337637229747265,-0.0948198871205873
mild,-0.283671760936278,0.1422708263168,0.195805639970801,0.0158517955917025,0.547119520400892,-0.285223290041151,-0.30578693362728,0.169782621981275,0.0220343802249747,0.193053989768629,0.35264185756586,0.0197894478194399,0.286644609928932,-0.0818819877293399,0.419064246140523,0.0131879973914243,0.271610936104865,0.187680898581378,-0.0453747745852449,0.106486823402581,0.219466066623684,0.0397914661077478,-0.181465369447395,0.439089796215052,0.378423282550177,0.21078754386518,-0.169211583968966,-0.0143692930597455,-0.139834502049997,0.192901817551063
